[00:00:00] 没有的话呢，
[01:15:25] 我们呀，
[01:15:26] 在未来的社会治理实践当中啊，
[01:15:29] 应该始终呢，
[01:15:30] 坚持党建引领，
[01:15:31] 多元共治的理念，
[01:15:33] 不断加强调研，
[01:15:34] 总结经验，
[01:15:35] 勇于创新，
[01:15:36] 推动呢叫做。
[01:15:37] 政府群众还有一个啊，
[01:15:39] 多等多元主体的共同参与社会治理，
[01:15:42] 那么最终呢，
[01:15:43] 让软事实和硬服务相结合，
[01:15:46] 共同共建更加社会。
[01:15:48] 和谐稳定的社会环境也就可以了，
[01:15:50] 明白了吗？
[01:15:51] 大家能够听懂了吗？
[01:15:53] 这是我们给大家所说的非常关键的。
[01:15:55] 好吧，
[01:15:56] 那么当然，
[01:15:57] 如果大家在这个题目论证的时候，
[01:15:59] 你实在比较崩溃了。
[01:16:01] 各位，
[01:16:01] 能不能到时候把这一段适当的改写一下，
[01:16:05] 论证可以的，
[01:16:06] 但是呢，
[01:16:06] 我建议大家还是尽量的向个性化去写。
[01:16:10] 好吧，
[01:16:10] 这样个性化去写各位，
[01:16:13] 那么最后你就给我来一个。
[01:16:15] 叫做结尾就行了，
[01:16:17] 我也给大家写了一个个性化的结尾，
[01:16:20] 大家看首先个性化的结尾那么点一下题目，
[01:16:23] 我们把题目当中的那句话点了，
[01:16:26] 本来用一句名言警句，
[01:16:28] 其实就。
[01:16:28] 是用我们自己的话把题干当中的那个名言警句进行一个解释，
[01:16:34] 那么第二个那么大家看要写一个万能的影响。
[01:16:39] 那么，
[01:16:39] 第三个要写一个相应的呼吁，
[01:16:42] 各位你能写个性化就写个性化，
[01:16:44] 不能写个性化，
[01:16:46] 从现实来讲，
[01:16:47] 最后大家手都发抖了，
[01:16:49] 可以准备万能的名言警句，
[01:16:51] 万能的影响，
[01:16:52] 万能的呼吁。
[01:16:53] 期待总结万能的名言警句呢，
[01:16:55] 就是叫做正入万山圈子里一山放过一山来，
[01:16:58] 那么万能的影响呢？
[01:17:00] 站在第二个百年奋斗目标的历史节点上，
[01:17:03] 面向十四五迈步新征程。
[01:17:05] 解决好硬设施和软服务相结合的问题，
[01:17:08] 是夺取全面建设社会主义现代化国家新胜利的关键。
[01:17:12] 下面，
[01:17:12] 我们呢，
[01:17:13] 要坚定信念，
[01:17:14] 满怀信心，
[01:17:14] 保持风雨无阻向前进的奋斗姿态。
[01:17:17] 激昂越是先减越向前的精气神，
[01:17:20] 保有踏平坎坷成大道，
[01:17:21] 都把艰险又出发的顽强意志，
[01:17:24] 那么将软硬结合，
[01:17:25] 那么方能书写更新完美的时代篇章。
[01:17:29] 可不可以各位我给大家说一下，
[01:17:31] 东哥呢？
[01:17:32] 给大家这两篇范文呢？
[01:17:33] 也给大家传到班级群里面了，
[01:17:36] 东哥给大家讲课，
[01:17:37] 我都是非常注重大家的应试。
[01:17:40] 非常注重大家的实用，
[01:17:41] 你们有没有觉得听完我的课之后马上就能够写出来了？
[01:17:46] 各位，
[01:17:46] 那么这是我们给大家讲课的一个核心的思路，
[01:17:50] 然后你在这个基础上多写，
[01:17:52] 然后多练，
[01:17:52] 你就会越来越好。
[01:17:54] 下面给大家把AB类的做一个整体的，
[01:17:57] 这几节课的小结好吧，
[01:17:59] 那么这个AB类的我们第一节课给大家讲了一个流动。
[01:18:04] 还有一个新生，
[01:18:06] 大家看这种AB类的，
[01:18:08] 它是一个叫做因果关系，
[01:18:11] 它本质上前半句是写对策，
[01:18:14] 后半句是写影响。
[01:18:16] 那么你只要按照我们之前利比例新路新路那个方式去做就可以了，
[01:18:22] 没有任何差别。
[01:18:24] 那么，
[01:18:24] 第二个的话呢？
[01:18:26] 我们给大家讲了一个ABC的，
[01:18:29] 一个写法ABC的写法呢？
[01:18:31] 那么我们有两种那么ABC的写法有两种。
[01:18:35] 其中呢，
[01:18:36] 第一种就是纯粹的ABC，
[01:18:38] 那么纯粹的ABC，
[01:18:39] 我们给大家讲了哪个题？
[01:18:41] 大家还能够记得吗？
[01:18:43] 叫做文明。
[01:18:45] 叫做传统。
[01:18:47] 叫做现代，
[01:18:48] 那么你只要写传统，
[01:18:51] 对文明有什么好处？
[01:18:53] 现代对于文明有什么好处？
[01:18:56] 我们第三个要努力实现传统和现代的完美结合，
[01:19:00] 这节课又给大家讲了一个ABC类的。
[01:19:03] 这个题目哎，
[01:19:04] 它多了一个尾巴命题，
[01:19:06] 人的阅卷人的怎么样？
[01:19:08] 他给你做了一个个性化，
[01:19:10] 我们要写叫做a对c有什么好处？
[01:19:13] 我们要写b对c有什么好处？
[01:19:16] 我们还要写a。
[01:19:17] a+b加尾巴应该怎么干？
[01:19:20] 不要小看这一点非常的重要，
[01:19:23] 听懂了吗？
[01:19:24] 一定把这个尾巴给我加上去，
[01:19:26] 这是今年新出的题型。
[01:19:28] 好吧，
[01:19:29] 那么下面还有一种叫做AB类的AB类的上节课给大家讲了，
[01:19:35] 叫做理论，
[01:19:36] 还有一个创新，
[01:19:38] 那么你就写叫做。
[01:19:39] 理论对创新有什么好处？
[01:19:42] 创新对理论有什么好处？
[01:19:44] 怎么样把理论和创新结合起来？
[01:19:47] 怎么干？
[01:19:48] 听懂了吧，
[01:19:49] 大家看一共就是这三种，
[01:19:51] 这是第一种，
[01:19:52] 这是第二种，
[01:19:53] 这是第三种，
[01:19:54] 现在能够记清楚了吗？
[01:19:55] 你脑子当中一定要有这个地图，
[01:19:58] 然后考试的时候拿着这个地图去看。
[01:20:01] 一共只有这三种，
[01:20:03] 不会超出东哥给你讲的范畴，
[01:20:05] 我把所有的题型全部给你总结好了，
[01:20:08] 明白了吗？
[01:20:09] 当然。
[01:20:09] 这种题目我问大家一下，
[01:20:11] 涉及到ABC类或者是AB的可不可以只要写到1200个字，
[01:20:17] 我们可不可以加一个过渡段？
[01:20:19] 各位可以加过渡段，
[01:20:21] 过渡段就是我让你背的那个，
[01:20:24] 那么它适用于这个也适用于这个，
[01:20:27] 把它给我搞定也就可以了，
[01:20:29] 行吗？
[01:20:29] 各位不要怕，
[01:20:30] 但是你们明天早晨一定早起，
[01:20:33] 把它背一背，
[01:20:34] 求求大家了好吗？
[01:20:35] 明天早晨一定早起，
[01:20:37] 把它背一背，
[01:20:38] 我求求你们了。
[01:20:40] 行吗？
[01:20:41] 各位同学们。
[01:20:42] 这节课是我们大作文的最后的一节课了，
[01:20:46] 各位，
[01:20:46] 我们大作文的话呢，
[01:20:48] 给大家承诺16节课中间呢，
[01:20:51] 有一节课。
[01:20:51] 呃，
[01:20:52] 出了教学事故，
[01:20:53] 我把那节课删了，
[01:20:54] 又给大家补了，
[01:20:56] 各位，
[01:20:56] 但是之后我希望大家一定自己再练习一下，
[01:21:00] 另外我会给大家加一些课。
[01:21:02] 行吧，
[01:21:03] 但是加的这些课呢，
[01:21:04] 就不一定通过直播的形式了，
[01:21:06] 因为我接下来马上要给大家上那个冲刺预测班了，
[01:21:10] 很多同学呢，
[01:21:11] 你们买了我冲刺预测班的打个一没有买的打个二。
[01:21:15] 各位，
[01:21:15] 我接下来给大家上冲刺预测班了，
[01:21:18] 冲刺预测班呢，
[01:21:19] 预测班呢，
[01:21:19] 都是晚上上直播，
[01:21:20] 连续上21天，
[01:21:22] 那么如果我要给大家加课，
[01:21:24] 你们能够接受录播加课吗？
[01:21:25] 各位录播加课，
[01:21:27] 你们能不能接受？
[01:21:28] 因为现在很多同学，
[01:21:29] 他说老师我跟你学的这个课确实进步很大，
[01:21:33] 但是呢，
[01:21:33] 我就还是担心我总论点和分论点呢，
[01:21:36] 会跑题。
[01:21:37] 各位总论点和分论点会跑题，
[01:21:40] 东哥会帮助你行吗？
[01:21:42] 东哥会帮助你，
[01:21:43] 然后呢，
[01:21:44] 我再给你加一些专项的课程专门。
[01:21:47] 给你如何找总论点，
[01:21:48] 找分论点之后，
[01:21:49] 我们就不再的带着大家一一句话，
[01:21:52] 一句话写了，
[01:21:53] 专门练找总论点和分论点，
[01:21:55] 你们觉得可以吗？
[01:21:56] 各位可以不初心公考的APP这个月底也就给大家上线了，
[01:22:01] 到时候呢，
[01:22:02] 我会把这个课全部给你们迁移到初心公考的APP上，
[01:22:07] 那个APP呢和粉笔的听课的那种体验呢？
[01:22:10] 啊，
[01:22:10] 是一样棒的，
[01:22:11] 行吧，
[01:22:11] 大家到时候直接直接到那个那就可以了，
[01:22:15] 到时候一定要没加群的，
[01:22:16] 加群到时候在群里面我会收集大家的手机号就添加到你的手机号的账号上，
[01:22:22] 行吧，
[01:22:22] 添加。
[01:22:23] 添加完了之后，
[01:22:24] 我们会在班级的群里边通知大家的，
[01:22:27] 以后你就用初心公考的APP直接听课也就可以了，
[01:22:30] 和粉笔的APP啊完全一样的听课体验，
[01:22:33] 非常方便。
[01:22:34] 好吧，
[01:22:35] 各位大家一起加油好吧？
[01:22:38] 各位，
[01:22:39] 你我再给大家说一下，
[01:22:41] 你们一定自己把近五年国考，
[01:22:44] 还有省考的分论点全部自己找一遍。
[01:22:49] 行不行全部自己找一遍，
[01:22:50] 然后呢？
[01:22:51] 后期的话呢？
[01:22:52] 我看看，
[01:22:53] 如果能够给大家加直播就加直播，
[01:22:55] 加不了直播，
[01:22:56] 我就给大家加录播，
[01:22:58] 你们到时候再听一下。
[01:22:59] 只要大家总论点分论点不跑题，
[01:23:02] 你把我这套用上了，
[01:23:04] 至少至少我保证你能够拿到一个二类文行吧？
[01:23:07] 各位同学，
[01:23:08] 我下面真心的问大家一下，
[01:23:10] 你们报了我的班的后悔的，
[01:23:12] 打个后悔不后悔的，
[01:23:14] 打个不后悔。
[01:23:15] 我真心的特别怕辜负你们啊，
[01:23:17] 你们这个课我唯一对你们觉得亏欠的就是当时没有给大家送这个纸质版的讲义和资料，
[01:23:23] 为什么呢？
[01:23:23] 因为我们给大家送这个东西要经过国家审批申论，
[01:23:27] 这个科目比较。
[01:23:28] 比较麻烦，
[01:23:29] 它里面涉及到一些政治敏感性，
[01:23:31] 大家知道我上课从来不讲乱七八糟的，
[01:23:33] 那么但是呢，
[01:23:34] 需要国家审批好吧，
[01:23:35] 我唯一感觉对不起你们的就是这个，
[01:23:38] 我99块钱呢，
[01:23:39] 真的也没有赚大家多少钱，
[01:23:40] 但是我就觉得对你们有个遗憾。
[01:23:43] 所以我后期给你们加几节课，
[01:23:45] 算是一种补偿吧，
[01:23:46] 行不行？
[01:23:47] 那么另外呢，
[01:23:48] 最后送大家一个鸡汤，
[01:23:49] 很多同学呢，
[01:23:50] 可能我东哥呢，
[01:23:51] 就要原路返回，
[01:23:52] 带着冲刺预测班的同学。
[01:23:54] 继续学习了很多同学呢，
[01:23:56] 可能从此之后就远走高飞，
[01:23:58] 然后今年也就上岸了，
[01:23:59] 我也不知道以后我们还有没有机会再见面。
[01:24:02] 但是呢，
[01:24:03] 我希望我们在这个课程里面学习的这一段时光，
[01:24:06] 东哥呢，
[01:24:07] 也给你带来了快乐，
[01:24:08] 行吧，
[01:24:09] 在这个课程里面呢，
[01:24:10] 东哥也在改进自己，
[01:24:11] 比如说呢，
[01:24:12] 我尽量。
[01:24:13] 不让大家怎么怎么样，
[01:24:14] 听得比较烦躁，
[01:24:16] 我尽量的呢也你们说我的很多缺点，
[01:24:18] 我也改了各位，
[01:24:20] 但是我最后送一段话给大家，
[01:24:22] 这这一句话呢，
[01:24:23] 以后万一大家人生什么时候有一点点小小的不开心。
[01:24:27] 时候看看这句话，
[01:24:29] 我并不期待人生可以过得很顺利，
[01:24:32] 但我希望碰到人生难关的时候，
[01:24:34] 自己可以是他的对手，
[01:24:36] 即使单枪匹马，
[01:24:38] 也有一枪孤勇啊。
[01:24:39] 后来在寒冬，
[01:24:40] 我终于知道我身上有一颗不可战胜的夏天，
[01:24:44] 这句话送给所有的同学们，
[01:24:47] 也祝大家今年顺利。
[01:24:48] 上岸大家把上岸打在屏幕上，
[01:24:51] 非常感谢各位大作为，
[01:24:53] 你们接下来之后最重要的一定要练总论点和分论点，
[01:24:58] 只要你这个不跑题。
[01:25:00] 今年基本上就能够拿下，
[01:25:02] 行吧，
[01:25:02] 那么关于总论点分论点，
[01:25:04] 我也会给大家专门出一些卷子，
[01:25:06] 或者之后在里面专门给大家弄一些讲义讲义的话呢，
[01:25:10] 后来我就只给你写总论点和分论点，
[01:25:12] 我就不像现在一样给你写范围。
[01:25:14] 行吧，
[01:25:15] 你把总论点分论点一定写好，
[01:25:18] 这首歌叫风雨无阻，
[01:25:21] 没有什么能够阻挡你们上岸。
[01:25:26] 你是我今生唯一的付出，
[01:25:30] 我只留下一段岁月，
[01:25:33] 让我们能上一乐门，
[01:25:36] 没问题的。
[01:25:37] 爱你们，
[01:25:40] 谢谢你们。
[01:25:45] 各位衣食父母，
[01:25:46] 真的谢谢大家，
[01:25:48] 我并不期待人生可以过得很顺利，
[01:25:51] 但我希望碰到人生难关的时候，
[01:25:54] 自己可以是他的对手。
[01:25:56] 即使单枪匹马，
[01:25:58] 也有一枪孤勇。
[01:25:59] 后来在寒冬，
[01:26:01] 我终于知道我身上有一颗不可战胜的夏天。
[01:26:05] 我那个夏天就是你们每一个同学啊，
[01:26:09] 谢谢你们99块钱，
[01:26:11] 非常感谢，
[01:26:12] 希望不负所托。
[01:26:14] 不负所托。
[01:26:17] 红尘千山万里路。
[01:26:19] 行政执法的我后面也会给大家加一些课，
[01:26:24] 尽管放心，
[01:26:25] 行政执法的。
[01:26:26] 和这个一模一样，
[01:26:28] 完全是一模一样的，
[01:26:29] 把行政执法的六篇范文已经传到班级群文件里面了，
[01:26:33] 把它给我背一背，
[01:26:35] 记一记好吗？
[01:26:37] 后续还会给大家传的，
[01:26:41] 别着急，
[01:26:42] 加上我那个丽丽丽一共就是六篇了。
[01:26:50] 我不是给你们写了一个莉莉吗？
[01:26:55] 还有那一天也背。
[01:26:57] 让我抓住一片片动，
[01:27:00] 让你轻轻飞。
