[00:00:00] 痛苦痛苦的哀愁，
[01:14:26] 可以增加一个句子。
[01:14:27] 哎，
[01:14:28] 你就增加一个句子，
[01:14:29] 就是一老一幼，
[01:14:31] 一头连着夕阳，
[01:14:32] 一头连着朝阳，
[01:14:33] 也可以呃，
[01:14:34] 不加也可以写，
[01:14:35] 进入新时代，
[01:14:36] 奋进新征程，
[01:14:37] 再创新辉煌。
[01:14:38] 下面办好民生小事，
[01:14:40] 聚焦一老一幼，
[01:14:42] 我们把这个要还可以缩写一个句子。
[01:14:45] 哎，
[01:14:46] 我把这个药删去了，
[01:14:47] 只要和你不一样就行了，
[01:14:50] 聚焦一老一幼，
[01:14:51] 然后我再把聚焦一老一幼，
[01:14:53] 实现老有所养，
[01:14:55] 幼有所孕，
[01:14:55] 稍微的解释一下。
[01:14:57] 然后你不就是对这个城市的幸福有好处吗？
[01:15:01] 我们就能让这个城市充满温情活力啊，
[01:15:05] 共筑全龄友好城市吗？
[01:15:07] 这个就是进行一个打乱顺序，
[01:15:09] 就是调换顺序也就可以了，
[01:15:12] 大家觉得这一段能够看懂整体的逻辑的话，
[01:15:15] 就给老师打个一。
[01:15:17] 这一节课我们讲的就要比上一节课更加丰富了。
[01:15:21] 好了，
[01:15:22] 那我问大家一下，
[01:15:23] 如果就是在考试的时候，
[01:15:25] 我真的哈在考试的时候，
[01:15:27] 我就这个例子没有写。
[01:15:29] 大家觉得可以不？
[01:15:31] 我在考试的时候就这个例子没有写，
[01:15:34] 你觉得可以不？
[01:15:35] 我觉得是可以的，
[01:15:37] 但是为什么每一节课袁东老师都要尽量从材料当中给大家写一个例子？
[01:15:42] 你们有没有考虑到这个生意？
[01:15:45] 这个时候我就问大家一下，
[01:15:47] 在考试的时候以你对于分论点的掌握，
[01:15:50] 你觉得你有没有可能分论点真的就没有找准？
[01:15:53] 存在这种可能吗？
[01:15:55] 是存在这种可能的吧，
[01:15:57] 但是如果你分的点没有找准，
[01:15:59] 你又把材料当中的例子就是找出来了，
[01:16:03] 同时你又能够做到。
[01:16:05] 自圆其说，
[01:16:06] 这个时候他会不会就是算你完全跑题，
[01:16:10] 你会发现不会吧，
[01:16:12] 所以我举材料当中的例子。
[01:16:15] 是为了给你上一个保险。
[01:16:18] 现在听清楚了吗？
[01:16:19] 在考试的时候大作文总那点翻车的人大有人在，
[01:16:23] 尤其是国考60%的人都会翻车，
[01:16:26] 我希望你不要翻车。
[01:16:28] 好了，
[01:16:28] 这是第一个，
[01:16:30] 第二个我问大家一下，
[01:16:32] 如果在考试的时候，
[01:16:33] 我从这个地方到这个地方就没有真正的写对策。
[01:16:38] 没有从从就是政府的角度，
[01:16:40] 社会的角度，
[01:16:41] 组织的角度，
[01:16:43] 企业的角度，
[01:16:44] 家庭的角度写对策，
[01:16:46] 这几个都没写，
[01:16:47] 可以不？
[01:16:48] 也是可以的，
[01:16:49] 只要合情合理就没有问题啊，
[01:16:51] 只要合情合理就没有问题，
[01:16:53] 好再带着大家一起往下走。
[01:16:56] 大家看下面呢，
[01:16:57] 第二个分论点，
[01:16:58] 咱们还是带着大家哎，
[01:17:00] 如果大家实在不会写的话，
[01:17:03] 我还要照顾到基础的小白。
[01:17:05] 请问用这个直接套用，
[01:17:07] 你们觉得可以不？
[01:17:08] 你们觉得可以不？
[01:17:10] 比如说叫做聚焦啊，
[01:17:11] 这呃就是聚焦一老一幼，
[01:17:13] 既是推动经济社会友好又快发展的必经之法，
[01:17:16] 也是改善民生实践，
[01:17:18] 全面协调可持续发展的必然选择。
[01:17:20] 更是实现高质量发展的必由之路。
[01:17:23] 我国近些年高度重视，
[01:17:25] 那么老有所养啊，
[01:17:26] 幼有所育工作成绩呢？
[01:17:28] 有目共睹。
[01:17:29] 材料当中没说问题，
[01:17:31] 咱们就不用提问题啊，
[01:17:33] 我们也看到，
[01:17:34] 比如说c市干了，
[01:17:35] 对老人干的事情对于。
[01:17:37] 小孩干的事情，
[01:17:38] 因此呢，
[01:17:39] 我们要把回扣分论点，
[01:17:41] 你们觉得这样的一种模式也是可以的吧？
[01:17:44] 这个如果你实在是暂时跟不上，
[01:17:46] 哎，
[01:17:46] 理解暂时没有跟得上没关系，
[01:17:48] 你就用这个套一下。
[01:17:50] 你套着套着，
[01:17:51] 你就会个性化了好吧好了，
[01:17:53] 大家来看一下第二个分论点应该怎么把它搞定，
[01:17:56] 有没有同学能够告诉我？
[01:17:58] 办好民生小事建好。
[01:18:00] 全力优化形式。
[01:18:02] 要关注青年需求，
[01:18:03] 激活城市动能。
[01:18:04] 各位依然我脑袋空白，
[01:18:06] 我就记住东哥给我说了四句话，
[01:18:08] 第一句话叫名言警句。
[01:18:10] 第二句话叫影响，
[01:18:12] 第三句话叫什么？
[01:18:14] 哪位同学可以告诉我第三句话是不是对策或者是一个例子？
[01:18:20] 第四句话，
[01:18:21] 请问大家一下是在讲什么？
[01:18:24] 是不是要说一个总论点啊？
[01:18:26] 好，
[01:18:27] 一起就把它搞定了。
[01:18:28] 现在我问大家下，
[01:18:30] 大家拿到这样一个题目。
[01:18:32] 各位写名言警句，
[01:18:34] 能不能想得出来，
[01:18:35] 专门对于青年呢？
[01:18:37] 我这个时候真的想不出来了，
[01:18:39] 想不出来根本就不用担心。
[01:18:41] 直接不用写，
[01:18:42] 下面要写影响，
[01:18:44] 写影响的时候脑袋空白了，
[01:18:46] 不知写什么影响，
[01:18:48] 请问大家下应该怎么办？
[01:18:50] 你就记住了，
[01:18:52] 要写哪个词对谁有影响，
[01:18:55] 写哪个词？
[01:18:56] 各位，
[01:18:56] 你的分论点是？
[01:18:58] 论证是为了论证前面这些关键词的，
[01:19:02] 也就是我要写关注。
[01:19:05] 青年。
[01:19:07] 需求的影响，
[01:19:09] 关注青年需求，
[01:19:11] 我问大家一下对谁有影响，
[01:19:14] 哪位同学可以告诉我？
[01:19:16] 关注青年需求对谁有影响？
[01:19:19] 第一个对于青年是有影响的，
[01:19:22] 那么第二个对于城市是有影响的。
[01:19:26] 好了，
[01:19:26] 我问大家一下，
[01:19:28] 对于青年有什么影响？
[01:19:30] 我你在北京，
[01:19:31] 然后呢？
[01:19:31] 你在北京，
[01:19:32] 我们北京市政府呢？
[01:19:34] 非常关注你，
[01:19:35] 对于你有什么影响？
[01:19:37] 对于你的个人发展或者是幸福都是有影响的，
[01:19:41] 第二个我问大家一下，
[01:19:43] 对于我们北京市，
[01:19:45] 我们关注的青年，
[01:19:46] 对于我们北京市本身有什么好处？
[01:19:49] 能够让我们北京市本身持续。
[01:19:53] 繁荣，
[01:19:53] 大家现在能够听懂了吗？
[01:19:56] 持续繁荣，
[01:19:57] 一起把它搞定。
[01:19:59] 啊，
[01:19:59] 大家看那整个的答案也就出来了，
[01:20:02] 你就把它写成一句话也就可以了，
[01:20:06] 大家看就是。
[01:20:07] 呃，
[01:20:07] 关注青年呢，
[01:20:08] 大家看不仅关乎青年个人的发展，
[01:20:12] 更是持城市持续繁荣的关键所在。
[01:20:16] 大家觉得可以不？
[01:20:17] 你会发现依然是可以的吧，
[01:20:20] 全部就把它搞定了，
[01:20:21] 就稍微的加一句话也就可以了啊。
[01:20:24] 全力打造引才留才的崭新生态，
[01:20:27] 这是材料当中话。
[01:20:29] 你可以把它加进去好了，
[01:20:31] 那么下面我说完了，
[01:20:32] 影响之后我。
[01:20:34] 没有话说了，
[01:20:35] 我可以干什么？
[01:20:36] 我我说完了之后没有话说了，
[01:20:38] 我可以举例子，
[01:20:39] 我可以写对策，
[01:20:40] 这个对策材料当中有没有给我们？
[01:20:43] 哪位同学可以告诉我？
[01:20:45] 这个材料当中有没有跟我们对策？
[01:20:48] 大家看这个就是材料关于青年的这段材料，
[01:20:52] 这个材料当中的对策。
[01:20:54] 有没有同学能够看到尾句尾句这个对策，
[01:20:59] 说了几个对策，
[01:21:00] 哪位同学可以直接告诉东哥？
[01:21:03] 尾句当中的对策有一个，
[01:21:06] 一边还有一个是一边，
[01:21:09] 这个是在说两个对策。
[01:21:11] 那我问大家下，
[01:21:13] 如果你们没有话说的话。
[01:21:15] 你们稍等一下啊。
[01:21:17] 我这个电脑出了点问题，
[01:21:20] 我的妈呀。
[01:21:21] 倒了八辈子血霉了，
[01:21:23] 稍等一下啊，
[01:21:24] 同学们，
[01:21:24] 我的电脑的话呢，
[01:21:25] 画面看不见了。
[01:21:29] 好了，
[01:21:29] 可以了，
[01:21:30] 现在我问大家一下，
[01:21:32] 这两个对策，
[01:21:33] 我们一共要写多少字？
[01:21:35] 是写200字吧？
[01:21:36] 我们前面影响已经写了50个字了，
[01:21:40] 下面只要150字，
[01:21:42] 我能不能把这个对策？
[01:21:44] 这是例子，
[01:21:45] 还是在说规范的表述，
[01:21:47] 大家看看这两个对象，
[01:21:49] 你说他是在说例子，
[01:21:51] 还是在说规范的表述？
[01:21:53] 你会发现它是在说一个规范的表述吧，
[01:21:56] 你看我怎么活学活用材料的规范的表述，
[01:22:00] 有一个一边规范的表述，
[01:22:02] 还有一个一边。
[01:22:04] 然后呢？
[01:22:04] 这个一边我们写一个规范的表述。
[01:22:08] 那么，
[01:22:08] 这个一边我们也直接把这个规范的表述直接摘抄下来，
[01:22:13] 先把架构搞清楚，
[01:22:14] 然后但是我直接摘抄，
[01:22:16] 我觉得这个字数还不够用。
[01:22:18] 而且呢，
[01:22:19] 难免给别人有一种我抄材料的感觉，
[01:22:22] 所以如果我想凑字数的话，
[01:22:25] 我应该怎么办？
[01:22:26] 哪位同学可以告诉东哥？
[01:22:28] 是不是在规范的表述之后，
[01:22:32] 可以加一个举例子啊？
[01:22:35] 是不是在规范的表述当当中可以进行一个举例子啊？
[01:22:41] 好了，
[01:22:41] 那么这个时候我们大家下。
[01:22:44] 加快构建与城市发展相适应的产业体系，
[01:22:48] 大家来看一下，
[01:22:50] 在整个材料当中有没有特别好的例子可以改写？
[01:22:55] 大家看，
[01:22:56] 从这个地方找了一个董事长，
[01:22:58] 董事长搞了一个机器人的公司，
[01:23:01] 成了头部的行业，
[01:23:03] 然后呢？
[01:23:04] 最后呢？
[01:23:04] 他们公司呢？
[01:23:05] 申请了创业基金。
[01:23:07] 请问大家一下，
[01:23:08] 这个例子你觉得可以不？
[01:23:10] 可以的话给老师打个一不可以的话给老师打个二，
[01:23:14] 各位我觉得是可以的，
[01:23:15] 主体是谁？
[01:23:16] 主体是。
[01:23:18] 是某机器公司好主体是谁？
[01:23:21] 主体是c市对策是什么？
[01:23:24] 为某机器人公司。
[01:23:26] 提供青年创业扶持资金。
[01:23:30] 影响是什么？
[01:23:31] 解决了他们的燃眉之急，
[01:23:34] 大家觉得可以不？
[01:23:35] 我就把这个例子用主体加对策。
[01:23:39] 加影响的方式，
[01:23:40] 把它改写出来，
[01:23:41] 直接就可以口述了，
[01:23:43] 都不用写了，
[01:23:43] 大家觉得这种操作可以吗？
[01:23:46] 完全是可以的吧？
[01:23:47] 好了，
[01:23:47] 那我再问大家一下，
[01:23:49] 如果我不想用这个例子的话，
[01:23:52] 大家觉得还有没有其他的例子？
[01:23:55] 哎，
[01:23:55] 我就告诉大家有一种叫类比。
[01:24:00] 推理。
[01:24:01] 我想把我的文章写的更更加的牛一些，
[01:24:05] 请问大家一下，
[01:24:06] 你们能不能根据这样的一个启发类比出来，
[01:24:10] 我们国家哪个城市，
[01:24:12] 我需要大家打开你的思维。
[01:24:15] 各位老师的话呢，
[01:24:16] 往往就是引路人啊，
[01:24:18] 你们一定要打开自己的思维，
[01:24:20] 请问大家一下，
[01:24:21] 如果大家非要说一个城市，
[01:24:23] 你们会说哪个城市看到？
[01:24:26] 机器人我问大家一下回哪个城市，
[01:24:28] 咱们国家现在机器人做的最好的一个机器人，
[01:24:31] 我也不知道到底从实力上它是不是最好，
[01:24:34] 但是至少在春节联欢晚会上。
[01:24:37] 有一家吹牛也好，
[01:24:39] 现实也好，
[01:24:40] 它比较知名的是叫语数科技吧，
[01:24:43] 语数科技是哪个城市？
[01:24:46] 是不是在让我能够想起来是杭州啊？
[01:24:51] 好了，
[01:24:52] 那么我问大家一下杭州，
[01:24:54] 如果我类比推理的话，
[01:24:56] 我不写机器人公司，
[01:24:58] 我杭州你们知道有什么企业，
[01:25:01] 哪位同学可以告诉我？
[01:25:03] 杭州有什么企业？
[01:25:05] 杭州有什么企业？
[01:25:06] 就是比较有名的企业有什么？
[01:25:09] 杭州的企业是不是有阿里呀？
[01:25:12] 杭州的企业是不是有那个什么网易啊？
[01:25:16] 杭州的企业是不是有deep seek都是可以的？
[01:25:20] 所以大家看啊，
[01:25:22] 另外一个我再问大家下，
[01:25:24] 就是我们这个时候，
[01:25:25] 我们就把这个阿里的例子可以举一下。
[01:25:29] 大家看你这个时候就可以变化了啊，
[01:25:32] 首先这句话是我们。
[01:25:34] 题干当中的就是。
[01:25:37] 告诉我们的一边就是其中的一边好了，
[01:25:41] 其中的一边呢，
[01:25:42] 我下面要论证它的话，
[01:25:44] 我可以论证新兴产业，
[01:25:46] 它对青年人才的好处。
[01:25:48] 它对青年人才的好处，
[01:25:50] 一个好处是让他们可以十脚传递呃，
[01:25:52] 施展拳脚。
[01:25:53] 一个好处可以让他们激发创造力。
[01:25:56] 还有一个好处，
[01:25:57] 对于城市发展有好处。
[01:25:59] 那我举例子呢，
[01:26:00] 我就举一个杭州的阿里，
[01:26:02] 网易的例子，
[01:26:03] 它就最终对青年人才有什么好处，
[01:26:06] 它就对青年人才有什么好处，
[01:26:08] 有什么好处，
[01:26:09] 有什么好处。
[01:26:10] 大家觉得行吗？
[01:26:11] 行的话也就可以了，
[01:26:13] 但是如果在考试的时候我问大家下，
[01:26:16] 我就没写这句话行吗？
[01:26:18] 完全没有问题吧，
[01:26:19] 在考试的时候我就没写这句话行吗？
[01:26:22] 也没有问题吧，
[01:26:24] 我就没写这句话行吗？
[01:26:25] 也没有问题吧。
[01:26:27] 只要你会了这一招，
[01:26:28] 你就会发现无穷无尽好吗？
[01:26:31] 好了，
[01:26:31] 我再问大家一下，
[01:26:33] 大家再来接着看一下。
[01:26:35] 下面就是我们还要把另一边公共服务能力给它做出来，
[01:26:40] 公共服务能力大家看整个的这篇材料当中有没有说我们为青年？
[01:26:46] 要提供什么样的公共服务？
[01:26:50] 那么，
[01:26:50] 产业我知道了，
[01:26:52] 可以提供创业扶持的基金公共服务，
[01:26:55] 大家能不能给老师认真的？
[01:26:58] 想一下什么叫做公共服务，
[01:27:01] 大家告诉我公共服务。
[01:27:04] 你如果要写的话，
[01:27:06] 我们当然可以写公共服务的一个什么，
[01:27:10] 我们当然可以写公共服务的影响。
[01:27:13] 但是只写这些，
[01:27:15] 我觉得不够公共服务具体表现的例子，
[01:27:18] 有什么就是你们如果在一个城市，
[01:27:20] 你们希望这个城市的公共服务是什么？
[01:27:23] 你们带着老婆，
[01:27:25] 带着老公一起去了，
[01:27:26] 生了一个宝宝，
[01:27:27] 这个宝宝首先需要干什么？
[01:27:30] 是不是首先需要学区房啊？
[01:27:34] 优质的。
[01:27:35] 教育啊，
[01:27:36] 大家同意不优质的教育啊，
[01:27:38] 这个教育重不重要当然是重要的，
[01:27:42] 各位你们知道吗？
[01:27:43] 前几年我们国家搞芯片啊。
[01:27:46] 我们前几天我们国家搞芯片，
[01:27:49] 缺这种人才，
[01:27:50] 你知道都是从哪里引进人才吗？
[01:27:53] 都是从America引进人才。
[01:27:55] 各位从从America引进人才，
[01:27:57] 都是美国的那些大厂里面的顶尖级的华人，
[01:28:00] 然后那些华人来你一年当然要给他很多钱，
[01:28:04] 我们国家有专门的统战部去给他们做思想工作。
[01:28:07] 但是华人来了之后，
[01:28:09] 你知道他们很多时候真的说钱少给一点无所谓，
[01:28:13] 但是一定要把什么给他们解决，
[01:28:15] 一定要把孩子的教育给解决。
[01:28:17] 然后呢，
[01:28:18] 还能够给一些特殊的政策，
[01:28:20] 真的，
[01:28:20] 我家楼上我偷偷的告诉你们，
[01:28:23] 我早就知道我们国家的芯片要牛逼了，
[01:28:26] 我很早很早就买了我们国家的。
[01:28:28] 芯片的股票各位为什么？
[01:28:30] 因为我们楼上就住着一个特殊引进人才，
[01:28:34] 有一次我坐电梯遇到他了，
[01:28:36] 我说你哎。
[01:28:37] 我说我怎么从来没有见过你啊，
[01:28:40] 他说哎，
[01:28:40] 我是从美国来的，
[01:28:41] 我说你是干什么的，
[01:28:43] 他说我偷偷的告诉你，
[01:28:44] 你可不要告诉别人啊，
[01:28:46] 我是干芯片的。
[01:28:47] 他说哎，
[01:28:48] 我说那你到这边，
[01:28:49] 你的小孩怎么办呢？
[01:28:50] 他说我的小孩已经给我解决了特殊上学，
[01:28:53] 你们要买学区房，
[01:28:54] 我不用各位哎呦，
[01:28:56] 我的妈呀，
[01:28:56] 然后他让我不告诉别人。
[01:28:58] 我能不告诉吗？
[01:28:59] 回家我就告诉我老婆了，
[01:29:01] 然后我又告诉我爸了，
[01:29:02] 然后我爸天天在公园里面下棋，
[01:29:04] 我爸也不给别人都说了，
[01:29:05] 哎呀，
[01:29:06] 为什么股价涨的那么快，
[01:29:07] 都是因为这帮老头在里面买股票还。
[01:29:10] 不告诉我好吧，
[01:29:11] 好了再接着给大家一起往下，
[01:29:13] 然后我家小孩去学校也说哎，
[01:29:15] 我跟你说那个小孩他爸爸就是搞芯片的呃，
[01:29:18] 哈哈，
[01:29:18] 给华为搞芯片嘛，
[01:29:20] 各位，
[01:29:20] 我跟大家说都知道了，
[01:29:22] 兄弟们。
[01:29:22] 好了，
[01:29:23] 这个优质的教育，
[01:29:24] 请问大家下你到一个城市，
[01:29:26] 你比如说你来北京，
[01:29:28] 除了优质的教育，
[01:29:29] 还可能会关注什么？
[01:29:31] 各位一起打出来医疗资源，
[01:29:34] 医疗重不重要？
[01:29:35] 医疗当然是非常重要的哎，
[01:29:38] 你会发现就是在北京啊，
[01:29:40] 你这个最好的医生在北京都能够找到啊，
[01:29:43] 你真的北京的医生比美国的医生呢还要。
[01:29:47] 厉害的多，
[01:29:47] 真的，
[01:29:48] 我之前有个女同事，
[01:29:49] 你知道吗？
[01:29:50] 然后呢？
[01:29:51] 去美国生孩子呢？
[01:29:52] 你们知道出现了什么事情吗？
[01:29:55] 去美国生孩子直接大出血就去世了，
[01:29:58] 后来的话呢，
[01:29:59] 美国保险公司赔了他七八千万。
[01:30:02] 赔了七八千万啊，
[01:30:03] 人民币啊，
[01:30:04] 赔了七八千万人民币，
[01:30:06] 然后很可怜啊，
[01:30:07] 到最后的话呢，
[01:30:08] 去世了之后。
[01:30:09] 骨灰也就留在美国了，
[01:30:11] 我这是我人生当中最好最好的一个朋友好吧，
[01:30:15] 这是医疗资源，
[01:30:16] 然后还有什么你来到大城市，
[01:30:19] 你会发现大城市。
[01:30:20] 还有一个有便捷的交通设施，
[01:30:23] 大家公共服务，
[01:30:24] 这节课稍微给大家组装一点，
[01:30:27] 你来到大城市还有什么还可以看话剧，
[01:30:31] 还可以看。
[01:30:31] 周杰伦的鸟巢的演唱会，
[01:30:34] 这些叫什么？
[01:30:35] 大家告诉我叫文化。
[01:30:38] 娱乐。
[01:30:39] 活动我们就是通过题目把素材也一起给你准备好了，
[01:30:43] 文化娱乐活动这个不就可以了吗？
[01:30:46] 大家来看一下公共服务。
[01:30:48] 那么，
[01:30:49] 我们把同时就是另一边把公共服务搞好了，
[01:30:52] 那么这个公共服务你会发现有这些东西。
[01:30:56] 这些东西对于青年人有好处，
[01:30:58] 大家觉得可以吗？
[01:31:00] 哎，
[01:31:00] 大家觉得可以吧？
[01:31:01] 好了，
[01:31:01] 我们也就可以给大家搞定了，
[01:31:04] 这句话直接抄到材料当中的。
[01:31:07] 好了，
[01:31:07] 同学们，
[01:31:08] 最后一句话，
[01:31:09] 请问大家一下是在说什么？
[01:31:12] 最后一句话，
[01:31:13] 你会发现就是首尾的回扣。
[01:31:16] 首先增加一个句子。
[01:31:19] 增加句子，
[01:31:20] 增加一个名言警句，
[01:31:21] 然后呢，
[01:31:22] 接着关注青年需求，
[01:31:24] 把它变成一个。
[01:31:25] 具体的对策，
[01:31:26] 然后激活城市动能，
[01:31:28] 然后注入澎湃动力是一样的，
[01:31:31] 你说什么绘就新画卷，
[01:31:33] 绘就新图景，
[01:31:34] 谱写新篇章播画。
[01:31:36] 美好蓝图随便你写，
[01:31:37] 大家觉得可以吗？
[01:31:38] 可以的话就给老师打个过，
[01:31:41] 有的同学说老师这么多不超字数吗？
[01:31:43] 当然超字数了。
[01:31:45] 这不是接着上节课，
[01:31:46] 给大家稍微丰富一下嘛，
[01:31:48] 你们一会跟我说字数不够，
[01:31:50] 一会跟我说又超字数，
[01:31:51] 求求大家了，
[01:31:52] 我已经刚才给大家讲了。
[01:31:54] 在这个基础上，
[01:31:56] 请问大家下我这句话不写行不行？
[01:31:59] 啊，
[01:31:59] 在这个基础上，
[01:32:00] 我这句话不写行不行？
[01:32:02] 在这个基础上，
[01:32:03] 我这句话不写行不行？
[01:32:05] 这不就是给大家。
[01:32:07] 先拓展一下嘛，
[01:32:08] 上节课简单，
[01:32:09] 这节课我们一节课一节课更深入一些好吗？
[01:32:12] 你自己删减就行了好吗？
[01:32:15] 同学们。
[01:32:15] 好了，
[01:32:16] 也就给大家搞定了，
[01:32:17] 那我请问大家一下，
[01:32:19] 如果在考试的时候就是这句话，
[01:32:21] 我想不起来的话，
[01:32:23] 我应该怎么办？
[01:32:24] 我问大家一下，
[01:32:25] 关爱青年这句话的影响，
[01:32:27] 想不起来的话，
[01:32:28] 可不可以用我给大家准备的那个比较万能的音响？
[01:32:33] 完全是可以的吧，
[01:32:34] 就可以把它搞定。
[01:32:35] 好万能的，
[01:32:36] 也是可以的，
[01:32:37] 这个万能的，
[01:32:38] 我就不再说了啊，
[01:32:39] 好了，
[01:32:39] 大家来看一下，
[01:32:40] 那么直接套模板行不行？
[01:32:42] 关爱青年需求，
[01:32:43] 既是贯彻新发展理念的重要举措，
[01:32:46] 也是响应人民群众共识和互生的应有之义。
[01:32:49] 更是关系我国经济社会发展全局的点睛之笔。
[01:32:52] 我国近些年高度重视青年工作，
[01:32:55] 城市有目共睹，
[01:32:56] 但是我们也看到，
[01:32:57] 哎，
[01:32:57] 成绩有有目共睹，
[01:32:59] 然后呢，
[01:32:59] 下面把第一个对策。
[01:33:01] 发第二个对策，
[01:33:02] 一个是产业的对策，
[01:33:03] 还有一个是服务的对策，
[01:33:05] 就说到这，
[01:33:06] 最后来个回扣分支点不就很简单吗？
[01:33:09] 你永远都错不了，
[01:33:10] 好吧。
[01:33:11] 好，
[01:33:11] 大家再来看一下最后一个，
[01:33:13] 我们把它搞定了也就可以了哈，
[01:33:16] 最后一个的话呢，
[01:33:17] 请问大家一下，
[01:33:18] 这个应该怎么搞定？
[01:33:19] 哪位同学可以告诉我？
[01:33:21] 第一步还是名言警句，
[01:33:23] 第二步叫什么？
[01:33:25] 第二步还是要写影响。
[01:33:27] 第三步要写什么？
[01:33:28] 第三步写对策规范的表述或者举例子都是可以的。
[01:33:33] 第四步回扣我们的分论点。
[01:33:35] 好了，
[01:33:36] 这个名言警句能不能想得出来？
[01:33:38] 这个名言警句咱真的就是写不出来，
[01:33:41] 所以直接把它叉掉。
[01:33:43] 然后接着要说影响不会写了，
[01:33:45] 说影响不会写，
[01:33:47] 袁东老师说了一定要说哪个词对谁有影响？
[01:33:51] 请问这里面要写哪个词的影响？
[01:33:53] 我最重要的要说特殊群体的影响，
[01:33:56] 所以大家一起写下来。
[01:33:59] 特殊。
[01:34:00] 群体一起把它搞定，
[01:34:02] 特殊群体好了，
[01:34:04] 请问大家一下特殊群体对谁有影响？
[01:34:09] 特殊群体对于城市有影响。
[01:34:12] 那么我就直接写特殊群体，
[01:34:15] 对于城市有重要影响，
[01:34:17] 但是这样写稍微的有一点就是通稍微的有一点简单。
[01:34:23] 这个时候我可以用两个方式把它变得与众不同，
[01:34:27] 怎么把它远征不同呢？
[01:34:28] 所有的人都能够想到特殊群体对城市有影响，
[01:34:32] 所以这个时候我把它调换一下。
[01:34:34] 顺序你就写在建设。
[01:34:37] 全龄友好型城市的宏伟蓝图中，
[01:34:41] 特殊群体我不要写，
[01:34:43] 重要影响特殊群体。
[01:34:45] 那么。
[01:34:45] 啊，
[01:34:46] 是浓墨重彩的一笔特殊群体，
[01:34:48] 是不可忽视的一笔，
[01:34:50] 大家觉得可以吧？
[01:34:52] 大家看就是你看这句话，
[01:34:54] 明显是这是特殊群体。
[01:34:56] 对于城市的重要影响，
[01:34:57] 但是我们把它调换一下顺序，
[01:35:00] 在建设全友好城市的宏大蓝图中，
[01:35:02] 特殊群体是不可忽视的重要一笔。
[01:35:05] 大家觉得可以吗？
[01:35:06] 是可以吧，
[01:35:07] 然后呢？
[01:35:08] 特殊群体是对于城市是文明的标志，
[01:35:11] 你看这样就把它的影响全部写出来了。
[01:35:14] 觉得可以吗？
[01:35:15] 好了，
[01:35:16] 写出来之后下面没有话说了，
[01:35:18] 应该怎么办？
[01:35:19] 没有话说了，
[01:35:20] 应该怎么办？
[01:35:22] 没有话说，
[01:35:22] 记住东哥的话举例子。
[01:35:24] 举例子主要干什么？
[01:35:26] 主体主要干什么？
[01:35:28] 对策主要干什么？
[01:35:29] 影响一起把它写出来好了，
[01:35:32] 那我们再来看一下。
[01:35:33] 这个主体对策影响指的是什么？
[01:35:36] 大家把主体写出来，
[01:35:38] 把对策写出来，
[01:35:39] 把影响写出来，
[01:35:40] 按照这个重新进行一个完形填空。
[01:35:43] 这个主体是不是指的一个c市啊？
[01:35:46] c市啊，
[01:35:47] 然后它的对策，
[01:35:48] 请问大家一下干了什么样的对策，
[01:35:52] 是不是就搞了一个平台啊？
[01:35:55] 这个平台就叫幸福码平台，
[01:35:58] 我不要直接摘抄，
[01:35:59] 我就加一个动词打造。
[01:36:02] 幸福码。
[01:36:06] 平台一起把它写下来。
[01:36:09] 好了，
[01:36:09] 然后它有什么样的影响呢？
[01:36:12] 它的影响不就是缓解困难，
[01:36:15] 保护尊严吗？
[01:36:17] 但是缓解困难，
[01:36:18] 保护尊严，
[01:36:19] 我不想直接摘抄。
[01:36:21] 我就直接把它写成g解了。
[01:36:26] 既解燃眉之急，
[01:36:28] 我用四个字的词稍微替换一下。
[01:36:32] 既解燃眉之急。
[01:36:33] 诱惑。
[01:36:36] 尊严体面。
[01:36:38] 尊严体面。
[01:36:41] 请问大家一下，
[01:36:42] 如果这个时候我怕别人就是和我重复怎么办？
[01:36:46] 没关系，
[01:36:46] 我再加几句材料当中没有的，
[01:36:49] 我就在这个对策当中加几句废话，
[01:36:51] 比如说。
[01:36:52] 精准定位困难群众需求。
[01:36:55] 精准。
[01:36:57] 定位。
[01:36:59] 困难。
[01:37:02] 群众需求哎，
[01:37:03] 这时候国考就算有100万人，
[01:37:06] 我也能够保证哎，
[01:37:08] 不重复困难群众需求。
[01:37:11] 还有一个什么叫主动税源，
[01:37:13] 我这个时候加了这一句话，
[01:37:16] 我大概率就能够保证全国200万人跟我不一样。
[01:37:21] 你随便多写一句话，
[01:37:22] 就有可能甩掉100万人，
[01:37:24] 有的时候成绩就是一分，
[01:37:26] 在国考的时候就是2000人。
[01:37:28] 大家看这个时候，
[01:37:30] 我们就把对策当中的这个例子根据材料全部改写完毕了，
[01:37:34] 大家看这是一个主体，
[01:37:36] 这是一个对策。
[01:37:37] 这是我们自己家的对策，
[01:37:39] 这是一个影响大家觉得可以过的话，
[01:37:42] 给老师打个一下面，
[01:37:43] 我对这个例子，
[01:37:45] 如果我想对这个例子再进行点评。
[01:37:47] 再拔高一下的话，
[01:37:49] 你会发现依然是在说对策，
[01:37:51] 依然是在说影响，
[01:37:53] 依然是在说影响是可以的。
[01:37:55] 现在听明白了吗？
[01:37:57] 好了，
[01:37:57] 那有的同学说老师那么我觉得这个我听明白了，
