[00:00:00] 看回放的同学呢，
[01:17:58] 但是我不想跑题，
[01:17:59] 我还是把它写进去，
[01:18:01] 所以大家一起写下来叫。
[01:18:03] 设立半部。
[01:18:07] 城市窗口一起把它搞定，
[01:18:11] 设立半步城市窗口好了，
[01:18:14] 接着它产生了一个影响。
[01:18:17] 这个影响你们觉得是什么影响？
[01:18:20] 是不是就把这个路灯全部给那个亮起来了，
[01:18:24] 所以大家一起写仅用。
[01:18:25] 三天。
[01:18:27] 就。
[01:18:29] 解决。
[01:18:32] 就解决了。
[01:18:34] 易云路。
[01:18:36] 易云路。
[01:18:38] 都长期。
[01:18:43] 不料。
[01:18:46] 对吧，
[01:18:46] 历史遗留问题稍微改写一下，
[01:18:50] 不用完全跟我一样啊，
[01:18:52] 历史遗留。
[01:18:53] 问题也就可以了。
[01:18:56] 各位，
[01:18:56] 你看这不就可以了吗？
[01:18:58] 然后大家看我们这个例子，
[01:18:59] 又给大家举完了。
[01:19:01] 这个例子举完了之后，
[01:19:03] 其实就非常简单了吧，
[01:19:04] 从这个地方到这个地方，
[01:19:07] 举完了材料当中的例子。
[01:19:09] 各位举完材料当中的例子，
[01:19:11] 要想把它再把握一下的话，
[01:19:13] 是不是还要联系社会实践？
[01:19:15] 你看到南京，
[01:19:16] 你会想到谁？
[01:19:17] 各位，
[01:19:18] 你看到南京与辖区，
[01:19:19] 你可以想到北京，
[01:19:21] 假如说你正好是北京的，
[01:19:23] 你对你们你对北京的话呢？
[01:19:26] 哎，
[01:19:26] 有一点了解，
[01:19:27] 北京最出名的政务服务，
[01:19:29] 你们知道是什么吗？
[01:19:31] 是幺二三四五你打幺二三四五是？
[01:19:34] 是非常管用的好吧，
[01:19:36] 那么联系社会当中的例子。
[01:19:38] 那么，
[01:19:39] 一个是主体，
[01:19:40] 一个是对策，
[01:19:41] 还有一个是影响。
[01:19:43] 我只知道北京就直接北京，
[01:19:45] 这是一个主体。
[01:19:46] 这是一个对策。
[01:19:48] 这是一个对策是吧？
[01:19:50] 那么这是一个对策，
[01:19:53] 然后呢啊？
[01:19:54] 这是一个影响。
[01:19:55] 不就可以了吗？
[01:19:57] 是吧？
[01:19:57] 你中间的话呢？
[01:19:58] 那你说有的同学说老师我这几个不知道不知道，
[01:20:02] 没有问题，
[01:20:03] 你就不用管。
[01:20:04] 你一定记住了，
[01:20:05] 在你平常的日常的生活当中啊，
[01:20:08] 你们当地政府啊，
[01:20:09] 如果有什么好的一些做法。
[01:20:12] 啊，
[01:20:12] 每个政府的话呢，
[01:20:13] 可能每年都有十大民生工程啊，
[01:20:15] 你可以注意的看一下，
[01:20:17] 比如说你是四川的是吧，
[01:20:18] 比如说你是广东的，
[01:20:20] 你都可以了解一下本地的。
[01:20:22] 能够了解就了解，
[01:20:23] 那你不能够了解呢，
[01:20:24] 你能够知道其他的也没有问题的，
[01:20:27] 现在能够同意吗？
[01:20:28] 你看我们把北京的这个例子依然按照主体对策影响的方式给你加工完了。
[01:20:34] 好吧，
[01:20:34] 那么加工完了之后，
[01:20:36] 各位没有话说了，
[01:20:37] 我们还是要回扣一下我们的分论点，
[01:20:40] 回扣分论点怎么回扣？
[01:20:42] 首先要增加句子。
[01:20:44] 接着要改写句子，
[01:20:45] 接着还要干什么？
[01:20:47] 或者调一下顺序都是可以的，
[01:20:50] 那么你看我们加一句废话。
[01:20:52] 是吧，
[01:20:53] 我们加一句废话，
[01:20:55] 你上面要什么聚焦极端筹判，
[01:20:57] 优化闭环到十我上面要把闭环我就直接写出来。
[01:21:02] 是吧，
[01:21:02] 那除了有这种闭环的机制，
[01:21:04] 然后你不干怎么办？
[01:21:06] 我还有考核评价的机制，
[01:21:08] 我还有挂钩的机制，
[01:21:09] 最后产生一个影响。
[01:21:11] 随便说几句话，
[01:21:12] 就把它写完了，
[01:21:13] 现在可以过了吗？
[01:21:15] 各位，
[01:21:15] 那如果说有的同学说老师从这儿到这儿，
[01:21:18] 如果想不起来怎么办？
[01:21:20] 哎呀，
[01:21:20] 你随便想几个词。
[01:21:22] 比如说你想用聚焦其他筹判，
[01:21:25] 首先要调研吧。
[01:21:27] 然后呢，
[01:21:27] 你优化闭环落实，
[01:21:29] 要能够有非法有为的精神状态吧。
[01:21:32] 是吧，
[01:21:33] 然后呢？
[01:21:34] 如果有人不闭合呢？
[01:21:35] 你还要加强考核吧，
[01:21:37] 你看假如用这三句话也可以啊，
[01:21:40] 就是那么就是我们保障民生诉求渐渐落地。
[01:21:44] 首先要做到深入群众，
[01:21:46] 要做到深入一线，
[01:21:48] 要做到深入基层，
[01:21:50] 要能够以奋发有为的精神状态和求真务实的。
[01:21:54] 工作作风不要能够完善考核，
[01:21:57] 加强怎么样监督？
[01:21:59] 你看你写到明天你都写不完，
[01:22:02] 这些对策是大家随意。
[01:22:05] 都是可以发挥的，
[01:22:06] 你不一定和东哥一样，
[01:22:08] 你们觉得可以了吗？
[01:22:09] 好吧，
[01:22:10] 一定可以了哈，
[01:22:11] 把它搞定。
[01:22:12] 好了，
[01:22:12] 这个也就过去了，
[01:22:13] 那么接着我们最后一段，
[01:22:16] 各位最后一段一般怎么写？
[01:22:18] 一般要包含三个要素，
[01:22:20] 名言警句。
[01:22:21] 加上影响。
[01:22:23] 再加上一个期待。
[01:22:25] 呼吁展望号召，
[01:22:26] 总结大家看随便来一句名言警句，
[01:22:29] 如果不用这句名言警句，
[01:22:31] 你们还能用哪一句名言警句可以告诉我？
[01:22:35] 我给你准备的足够多吧，
[01:22:37] 替换吧。
[01:22:38] 雄关漫道，
[01:22:39] 真如铁而进，
[01:22:40] 漫步从头越，
[01:22:41] 历尽天华成此景，
[01:22:42] 人间万事出艰辛吧。
[01:22:44] 好了，
[01:22:45] 再来一个影响，
[01:22:46] 这个影响也就是这三句话，
[01:22:48] 它对于政务服务有什么影响？
[01:22:50] 它就是一个尺子，
[01:22:52] 是不是？
[01:22:52] 然后呢？
[01:22:53] 把这三句话。
[01:22:54] 简单的写一下也就行了，
[01:22:56] 下面最后再来一个呼吁，
[01:22:58] 展望很简单，
[01:22:59] 那么这三句话这个你不写也没有问题，
[01:23:02] 我这是给你做了一个。
[01:23:04] 非常个性化的，
[01:23:05] 非常个性化的好吧，
[01:23:07] 那我问大家一下，
[01:23:08] 这个能不能你如果写不出这种个性化的，
[01:23:12] 可不可以达成一种模板呢？
[01:23:14] 就是这种多主题的准备，
[01:23:16] 一个模板行吗？
[01:23:17] 如果大家还记得我给你讲的那个新路。
[01:23:20] 如果大家还记得我给你讲的那个新路，
[01:23:24] 如果大家还记得我给你讲的那个新路，
[01:23:27] 请问最后的这个结尾可不可以直接用？
[01:23:30] 同学们，
[01:23:31] 你写不出来，
[01:23:32] 你至少你写不出来，
[01:23:34] 咱们没有能力，
[01:23:35] 咱们就可以背啊，
[01:23:37] 就像河南省考，
[01:23:38] 这是三支一扶似的。
[01:23:40] 提前你把答案背一背不就行了吗？
[01:23:42] 是吧？
[01:23:43] 你背下来之后你不就能考80了吗？
[01:23:46] 别人不就是五六十了吗？
[01:23:47] 来看一看。
[01:23:48] 上坡路难走，
[01:23:49] 逆行则将至。
[01:23:51] 顶风船难开，
[01:23:52] 独至则必达。
[01:23:53] 那么，
[01:23:53] 从新路到新路再到新路，
[01:23:56] 三者共同构成衡量政务服务的那么三维标尺。
[01:24:00] 这标尺上刻着群众的需求，
[01:24:03] 印着群众的体验，
[01:24:04] 写着群众的评价，
[01:24:06] 行不行？
[01:24:06] 同学们那么在推进治理现代化的今天，
[01:24:10] 唯有始终以这三重门为镜。
[01:24:12] 大西路。
[01:24:14] 啊啊，
[01:24:15] 新路新路结合起来才能够让我们每一项工作都充满温度，
[01:24:20] 每一次服务都传递真情，
[01:24:22] 那么每一次啊，
[01:24:23] 就是在为民造福的实践中书写新时代的合格答卷。
[01:24:27] 行吗？
[01:24:28] 同学们？
[01:24:28] 所以你别说人家河南呃什么那个呃那个什么不行，
[01:24:33] 人家肯定是河南有一个机构研发很牛逼，
[01:24:37] 人家都给准备好了。
[01:24:39] 直接就能够把答案像我们这样一样提前背下来了，
[01:24:42] 那人家不得高分，
[01:24:44] 那谁得高分呀？
[01:24:45] 是不是同学们？
[01:24:46] 我问大家一下，
[01:24:47] 如如果在考试的时候，
[01:24:49] 你们能够写成这种，
[01:24:50] 你们觉得满意吗？
[01:24:52] 各位，
[01:24:52] 你就告诉我，
[01:24:53] 你们如果能够写成这种，
[01:24:55] 你满意还是不满意？
[01:24:57] 有没有同学告诉我满意吧？
[01:24:59] 那如果你们现在觉得你能能写成这种的，
[01:25:03] 就敲个一不能写成这种的，
[01:25:05] 就给老师敲个二。
[01:25:07] 各位能写成这种的，
[01:25:08] 敲个一不能写成这种的，
[01:25:10] 敲个二各位，
[01:25:11] 你大概率不得不能咱就扎扎实实的把它背下来行吗？
[01:25:15] 这种多主题的开头和结尾能不能提前把它准备好？
[01:25:20] 亲爱的同学们，
[01:25:21] 你就告诉你东哥哥，
[01:25:22] 能不能我求求你了好吧，
[01:25:24] 咱要能力够东哥从来没有说压制你的才华，
[01:25:28] 不允许你发挥，
[01:25:29] 但是你要能力不够，
[01:25:31] 你先把它背一背。
[01:25:32] 哎呀，
[01:25:33] 你看看河南这次人家一个岗位一共就招一个人，
[01:25:37] 人家就出一个80的是吧？
[01:25:39] 一共招一共招两个人，
[01:25:41] 人家就出两个80的。
[01:25:43] 你看人家这个辅导机构，
[01:25:45] 人家弄得多牛逼啊，
[01:25:46] 兄弟们，
[01:25:47] 人家只把这个同这个答案让一个招一个人，
[01:25:51] 人家只让一个人背招两个人，
[01:25:53] 人家只让两个人背。
[01:25:54] 你说人家这个操作，
[01:25:56] 你不服不行，
[01:25:57] 他他不像东哥这样的，
[01:25:59] 东哥这样的一辈背五万人就是，
[01:26:01] 所以东哥永远永远。
[01:26:03] 永远是吧，
[01:26:04] 永远也就这样吧，
[01:26:05] 好吧，
[01:26:05] 你这这这你们一定要加把劲啊，
[01:26:08] 兄弟们好不好？
[01:26:09] 哎呀，
[01:26:10] 我有的时候觉得。
[01:26:11] 搞一个三支一扶。
[01:26:14] 然后呢？
[01:26:16] 你看人家这个研发是吧，
[01:26:18] 人家直接就给你命中真题，
[01:26:20] 然后直接把答案都能够给你。
[01:26:23] 猜中你这个不服不行，
[01:26:25] 你这咱以后咱再也不说自己的研发了，
[01:26:28] 咱咱不行，
[01:26:29] 咱这个啊，
[01:26:29] 咱咱咱这个咱在行业行业当中，
[01:26:32] 我们连河南的一些。
[01:26:33] 中小辅导机构咱都干不过咱，
[01:26:36] 咱还说什么好吧好。
[01:26:39] 大家看那如果你最后你还有几分钟了，
[01:26:42] 实在搞不定，
[01:26:43] 你怎么办？
[01:26:44] 实在搞不定，
[01:26:45] 那就直接改吧。
[01:26:46] 沉舟侧畔千帆过，
[01:26:48] 病树前头万木春。
[01:26:49] 好了，
[01:26:50] 接着站在第二个100年奋斗目标的历史交汇点上，
[01:26:55] 面向十五五迈步新征程，
[01:26:57] 然后呢，
[01:26:57] 就是。
[01:26:58] 叫做办好事好解决好，
[01:27:01] 办好事好办事事办好的问题，
[01:27:04] 是夺取全面啊，
[01:27:05] 建设啊，
[01:27:06] 政务服务。
[01:27:07] 呃，
[01:27:07] 建设政府就是呃，
[01:27:09] 服务型政府新胜利的关键。
[01:27:11] 好了，
[01:27:11] 再见了。
[01:27:12] 为此，
[01:27:12] 我们要坚定信念，
[01:27:13] 满怀信心，
[01:27:14] 保持风雨无阻向前进的奋进姿态，
[01:27:17] 激昂越是艰险越向前的。
[01:27:19] 精气神保有踏平坎坷成大道，
[01:27:21] 都把又艰艰险又出发的顽强意志方能书写更新完美的时代篇章。
[01:27:26] 那你如果最后你实在不行。
[01:27:28] 你就只能上才艺行吧，
[01:27:30] 同学们？
[01:27:31] 行吧OK，
[01:27:32] 这个整个的范围也都给大家准备好了。
[01:27:37] 大家可以直接看一看，
[01:27:39] 行吧？
[01:27:40] 好了，
[01:27:41] 各位，
[01:27:41] 最后的话给大家展示一张照片，
[01:27:45] 大家觉得照片上的这个小姐姐漂亮吧？
[01:27:49] 虽然看不到她的脸，
[01:27:51] 但是你觉得她漂亮吗？
[01:27:53] 你觉得漂亮吗？
[01:27:54] 然后呢？
[01:27:55] 觉得漂亮吧？
[01:27:56] 你觉得你看不到她的脸，
[01:27:58] 你还觉得她漂亮，
[01:28:00] 最重要的原因。
[01:28:01] 是因为什么？
[01:28:03] 哪位同学可以告诉我，
[01:28:04] 就是你现在明明看不到她的脸，
[01:28:07] 但是你觉得她漂亮，
[01:28:08] 你觉得是为什么？
[01:28:09] 是因为她穿上了这身衣服。
[01:28:11] 是吧，
[01:28:12] 因为今年的话呢，
[01:28:13] 大家第一波肯定要是参加国考国考的同学，
[01:28:17] 第一波是参加税务的。
[01:28:19] 啊，
[01:28:20] 这个小姐姐的话呢，
[01:28:21] 申论跟着我考了一个84分，
[01:28:24] 行行测的话呢，
[01:28:25] 考了60分，
[01:28:26] 最后144分拿下了上岸税务机关。
[01:28:29] 然后呢？
[01:28:30] 我不知道他的申论在全国是到底是第几名，
[01:28:33] 但是肯定是非常领先的，
[01:28:35] 后来呢，
[01:28:36] 上岸了之后给我发了一条啊信息，
[01:28:38] 然后开会。
[01:28:39] 说边开着会边想起来跟我们一起学申论的那个日子，
[01:28:43] 他说哎呀，
[01:28:44] 上岸了之后吧，
[01:28:45] 原来上岸之前觉得上岸之后人生就会非常美好。
[01:28:49] 结果的话呢，
[01:28:50] 上岸之后又觉得曾经备考的日子也是哎，
[01:28:53] 非常的美好的，
[01:28:54] 然后呢，
[01:28:54] 给我发了这样一张照片。
[01:28:56] 我就想把这张照片送给所有的同学，
[01:28:59] 不管你是考税务的，
[01:29:01] 考公安的，
[01:29:02] 还是考任何一个工作岗位的，
[01:29:04] 我希望将来有一天你也能够。
[01:29:06] 穿上国家给你发的那身制服和衣服，
[01:29:10] 能够好好的为群众办好事，
[01:29:13] 让群众感到好办事。
[01:29:15] 最后把群众的事办好，
[01:29:17] 大家觉得可以吗？
[01:29:19] 也不枉负我们师生一场好吧，
[01:29:21] 很多同学呢，
[01:29:22] 总是上岸了之后，
[01:29:24] 哎呀，
[01:29:24] 还要来给我打个赏，
[01:29:26] 送个礼物，
[01:29:27] 不需要送给你亲。
[01:29:28] 也不需要你们天天给我送锦旗，
[01:29:30] 搞得我跟个老中医一样，
[01:29:32] 就不用不用送锦旗，
[01:29:33] 你们只要能够考上公务员，
[01:29:35] 永远记住我们最后这节课给大家讲的。
[01:29:38] 能够为心里面想着，
[01:29:40] 为群众办好事，
[01:29:41] 流程上要让群众感到好办事，
[01:29:44] 结果上要把群众的事办好。
[01:29:46] 能做到吗？
[01:29:47] 同学们，
[01:29:48] 各位，
[01:29:48] 我真的希望大家能够把我们最后这节课的作文题目也化为将来人生当中的格言啊。
[01:29:55] 而且的话呢，
[01:29:56] 国家会给你编制，
[01:29:58] 国家会给你待遇，
[01:29:59] 国家会给你保障，
[01:30:01] 你就好好的为国家服务，
[01:30:02] 从此之后至少国家不会让你校对国家不能够让你大富大贵，
[01:30:07] 但是。
[01:30:08] 政府，
[01:30:08] 国家，
[01:30:09] 我们党会给你基本的一个保障，
[01:30:11] 让你过的相当于在中国是一个中产阶级也比较舒服，
[01:30:16] 比较体面。
[01:30:17] 好吧，
[01:30:17] 同学们好了，
[01:30:19] 另外一个呢？
[01:30:20] 我们二期的申论的全家桶就是第第一个阶段的课，
[01:30:25] 到这儿也就给大家全部讲完了，
[01:30:28] 大家觉得还行不？
[01:30:29] 各位，
[01:30:30] 我希望你们买了我这个课的同学，
[01:30:33] 从内心来讲，
[01:30:34] 我真的不希望去辜负大家啊，
[01:30:37] 我真的是希望在每一节课里边你能。
[01:30:40] 够有所收获。
[01:30:41] 在每一节课里面的话呢，
[01:30:43] 你都会有一些新的感悟，
[01:30:45] 在每一节课里面你都会觉得，
[01:30:47] 哎呀，
[01:30:47] 东哥这个人还是不错的啊。
[01:30:50] 啊，
[01:30:50] 我们这个公司的话呢，
[01:30:51] 也不只是将来能够上市，
[01:30:53] 我们这个行业呢，
[01:30:54] 现在已经不允许上市了是吧？
[01:30:56] 而且我们这个行业的话呢，
[01:30:58] 现在就绝大多数机构都在走下坡路。
[01:31:00] 但是我们今年的招生人数呢，
[01:31:03] 翻了几倍，
[01:31:03] 所以其实从我内心来讲是非常感恩的，
[01:31:07] 就是我们任何一个课，
[01:31:08] 只要一上线。
[01:31:09] 一下子就是能够卖到一万人以上，
[01:31:13] 这些就源于两个字，
[01:31:15] 信任你们知道，
[01:31:16] 因为有了这个信任，
[01:31:18] 我们的成本就降低了很多。
[01:31:20] 大家知道印一份讲义。
[01:31:23] 和印5000份讲义。
[01:31:27] 它的物流成本和印刷成本完全是不一样的，
[01:31:30] 所以我们的课为什么能够卖的这么便宜，
[01:31:34] 而且还有利润。
[01:31:36] 是因为大家的信任，
[01:31:37] 让我们没有任何的宣传，
[01:31:40] 不用任何的营销，
[01:31:41] 就能够把客卖出去，
[01:31:43] 你知道我们这个行业绝大多数机构。
[01:31:47] 最重要的投入，
[01:31:48] 你去看看上市公司的财报，
[01:31:50] 一万个人的员工有7000个人是给大家卖课的。
[01:31:55] 是给大家营销的，
[01:31:56] 我们这个不需要营销，
[01:31:58] 一上线就能卖上万人，
[01:32:00] 我从内心来讲非常喜欢这种模式，
[01:32:03] 我从内心来讲。
[01:32:04] 对大家这种对我的信任表示感谢，
[01:32:08] 表示感恩，
[01:32:09] 也表示感动，
[01:32:10] 我没有什么能够。
[01:32:12] 给大家的，
[01:32:13] 我只有把每一次的课能够给大家研发好，
[01:32:17] 把每一次的课能够给大家讲好，
[01:32:20] 把讲义给你印的好好的。
[01:32:22] 包括讲义，
[01:32:23] 我给你用的也是80克的用纸让你拿到之后能够保护好你的眼睛。
[01:32:28] 好吗？
[01:32:29] 同学们，
[01:32:29] 不妨有一天的话呢，
[01:32:31] 你考上公务员能够去看这个世界的山山水水，
[01:32:35] 保护好你的眼睛。
[01:32:36] 各位每一个同学，
[01:32:37] 你们接下来有的人可能会继续跟我的刷系统，
[01:32:41] 也有的人可能就不不继续跟了。
[01:32:43] 各位，
[01:32:44] 如果你不继续跟的同学还有继续跟的同学，
[01:32:48] 接下来一定记住东哥的话，
[01:32:50] 再接着自己。
[01:32:51] 刷100道题目批改100次，
[01:32:53] 你不管跟不跟我，
[01:32:55] 你上岸的概率就会非常大，
[01:32:57] 能够听懂了吧，
[01:32:58] 大家一定把这个100记在心里边。
[01:33:00] 申论它本来就是一个短平快的科目，
[01:33:04] 它并不需要大家像行测一样搞题改战术，
[01:33:08] 而且绝大多数同学。
[01:33:10] 如果你的行测不是天赋异禀的话，
[01:33:13] 你信我的话，
[01:33:15] 多花一点点时间在申论上会给你带来一些你很大很大的惊喜surprise。
[01:33:21] 大家同意我的观点吗？
[01:33:23] 一定记住我的话，
[01:33:25] 接下来你们如果不继续跟我的课。
[01:33:27] 争取的话呢，
[01:33:28] 就自己坚持再刷100道题目，
[01:33:31] 批改100次，
[01:33:32] 我觉得其实也就是够用了的，
[01:33:34] 兄弟们，
[01:33:34] 你就自己刷也行，
[01:33:36] 当然你说老师就是我平常的话呢。
[01:33:39] 就是自己呢，
[01:33:39] 不想刷题，
[01:33:40] 而且我刷完了题之后呢，
[01:33:42] 我发现各家机构的答案就是不一样，
[01:33:44] 而且也不能够自圆其说，
[01:33:46] 我非常痛苦，
[01:33:47] 那你继续跟我的刷系统也没有关系。
[01:33:49] 好吧，
[01:33:49] 在这个过程当中，
[01:33:51] 我给大家说一下，
[01:33:52] 如果你自己刷题或者继续给我们的刷系统，
[01:33:56] 你一路还会面临死去活来的感觉，
[01:33:59] 因为什么呢？
[01:34:00] 因为学无止境。
[01:34:01] 你一路呢，
[01:34:02] 还会感觉到黑暗，
[01:34:03] 你一路还会感觉到孤单，
[01:34:06] 这些都是正常的，
[01:34:07] 你就记住我的话，
[01:34:09] 最终你的坚持是终将美好的。
[01:34:12] 行吧，
[01:34:12] 就像我这一辈子也经历经历了很多很多的这种挫折，
[01:34:17] 就是包括在我上一家公司的上一家公司，
[01:34:21] 我的钱呢？
[01:34:21] 全部被那家公司的老板的话呢骗光了，
[01:34:25] 然后呢白白跟他干了九年，
[01:34:27] 然后我在那家公司呢，
[01:34:28] 还是所谓的副总裁。
[01:34:30] 是二把手，
[01:34:31] 然后最最最后的话呢，
[01:34:33] 把自己九年的工资那么全部投进去了，
[01:34:37] 一分没回来。
[01:34:38] 一分没回来，
[01:34:39] 而且你过去问他要钱呢，
[01:34:41] 他还跟你说你要感恩啊，
[01:34:43] 你要感恩啊，
[01:34:44] 为什么要感恩啊呃，
[01:34:45] 如果没有我让你进入这个行业，
[01:34:48] 你现在能够自己创业，
[01:34:50] 能够卖这么多99的课吗？
[01:34:52] 我跟你说，
[01:34:53] 有的时候人生就是这个样子，
[01:34:55] 要钱的就像一个孙子一样是吧？
[01:34:58] 要你满路上都是很多的委屈，
[01:35:00] 你也讲不了这个道理。
[01:35:02] 真的，
[01:35:02] 同学们，
[01:35:03] 真的，
[01:35:03] 同学们，
[01:35:04] 他们说啊，
[01:35:05] 你虽然跟着我这九年你没有挣到钱，
[01:35:07] 你现在在抖音上，
[01:35:08] 你卖课你没有赚到钱吗？
[01:35:10] 如果没我没有把你领到这个行业，
[01:35:13] 你现在在抖音上，
[01:35:14] 你能卖这个钱吗？
[01:35:15] 诶，
[01:35:15] 行，
[01:35:16] 你你你让他说的哑口无言，
[01:35:18] 兄弟们，
[01:35:19] 你让他说的哑口无言，
[01:35:21] 这个过程当中，
[01:35:22] 人生的路上很多时候也充满了爱，
[01:35:25] 很多时候也充满了恨。
[01:35:27] 包括我们上一个课也会啊，
[01:35:29] 有一些让大家不满意的地方，
[01:35:31] 今天统一给大家做一个道歉行吧，
[01:35:33] 同学们，
[01:35:34] 如果我在整个讲课过程当中，
[01:35:36] 因为毕竟是直播，
[01:35:37] 比如说有的时候喊一下兄弟们什么的。
[01:35:40] 啊，
[01:35:40] 忽略了有个别的，
[01:35:41] 那就是同学的这种心情，
[01:35:43] 我今天真的姐妹们，
[01:35:44] 你们也放过我是吧？
[01:35:46] 你就把我当成一条狗给放过就行了，
[01:35:49] 也不要给我一般见识。
[01:35:50] 好吧，
[01:35:51] 但是我希望大家在自己的人生过程当中，
[01:35:54] 你不管是在你的路上还是在我自己的路上，
[01:35:57] 我的人生当中。
[01:35:58] 生命当中啊，
[01:35:59] 很多时候充满了爱和恨，
[01:36:01] 但是在最关键的时刻，
[01:36:03] 我最后都选择了爱，
[01:36:05] 所以我才走到了今天，
[01:36:06] 我走到今天，
[01:36:07] 我并不成功，
[01:36:08] 我并不是给大家谦虚。
[01:36:10] 但是至少我没有把我变成一个和他们一样很坏的人，
[01:36:16] 至少我没有去伤害很多人或者坑别人。
[01:36:20] 我觉得这个是很重要，
[01:36:22] 你说我们这个公司到底最后出新工考能够干成什么样不重要，
[01:36:27] 但是至少让同学们之后听到东哥的课说诶。
[01:36:30] 那个人讲课好像还可以哦，
[01:36:33] 哎，
[01:36:33] 那个人的话呢，
[01:36:35] 就是还比较实在。
[01:36:37] 我觉得我就很开心了，
[01:36:39] 但是如果有一天哎呀，
[01:36:41] 你能够进入面试，
[01:36:43] 而且你能够上岸。
[01:36:45] 哎呀，
[01:36:45] 你还能够过来到抖音上给我连麦，
[01:36:49] 给我报个喜，
[01:36:50] 各位，
[01:36:50] 我觉得。
[01:36:51] 对于我来讲，
[01:36:52] 还有对于你们来讲，
[01:36:54] 我觉得我们俩都不枉此生。
[01:36:56] 我上大学的时候。
[01:36:59] 我们老师给我讲过一句话，
[01:37:01] 他说如果你做的事情，
[01:37:04] 如果能够感动自己，
[01:37:05] 这就是一个小小的成功。
[01:37:08] 如果你能够感动自己之外，
[01:37:10] 或者是帮助自己之外，
[01:37:12] 另外一个人，
[01:37:13] 这就是一个很大的成功，
[01:37:15] 同学们，
[01:37:15] 哪怕你们听我课的，
[01:37:17] 最后只要有一个人。
[01:37:18] 能够考上了。
[01:37:20] 我觉得。
[01:37:22] 我也很有成就感，
[01:37:23] 当然我希望考上的越多越好，
[01:37:25] 行吗？
[01:37:26] 同学们，
[01:37:26] 各位记住了哈，
[01:37:28] 有可能呢，
[01:37:28] 我们这个课程后，
[01:37:30] 大家也就不跟了。
[01:37:31] 跟的同学以后继续还有课，
[01:37:33] 还有鸡汤不跟的同学，
[01:37:35] 我想把这段话送给你，
[01:37:37] 以后你在困难的时候一定记住东哥像上课一样站在你的身后说。
[01:37:42] 在人生的漫漫征途上，
[01:37:44] 我们时常会陷入迷雾，
[01:37:46] 每一步都是在荆棘中摸索前行，
[01:37:49] 命运或许会像无情的狂风，
[01:37:51] 试图将我们的信念这番吹折。
[01:37:54] 生活也许会如冰冷的寒霜。
[01:37:57] 悄然侵蚀我们的梦想之崖，
[01:38:00] 但请坚信，
[01:38:00] 黑暗只是暂时的，
[01:38:02] 中场休息，
[01:38:03] 黎明的曙光正蓄势待发，
[01:38:05] 每一次挫折都是成长的磨砺，
[01:38:07] 每一滴汗水都是成功的铺垫。
[01:38:10] 就像深埋地下的种子，
[01:38:12] 在黑暗中积蓄力量，
[01:38:14] 终有一日会破土而出，
[01:38:16] 绽放生命的绚烂。
[01:38:18] 哪怕眼前的道路崎岖坎坷，
[01:38:20] 哪怕无人为我们喝彩，
[01:38:22] 我们也要怀揣着炽热的勇气，
[01:38:25] 昂首挺胸，
[01:38:26] 大步向前。
[01:38:27] 因为。
[01:38:27] 我们就是自己人生的主宰，
[01:38:30] 是那照亮黑暗的光，
[01:38:32] 是那冲破困境的剑。
[01:38:34] 同学们把面试剑。
[01:38:35] 敲在评论区好吧，
[01:38:37] 希望有一天你们也能够走向自己理想的岗位拍一张，
[01:38:41] 哎呀，
[01:38:42] 这张制服的照片发在你的朋友圈里面。
[01:38:45] 咱们一生不忘此此，
[01:38:48] 不忘此生，
[01:38:49] 要为群众好，
[01:38:50] 办事好吧，
[01:38:52] 小爱同学哎。
[01:38:53] 播放我们的班歌，
[01:38:55] 一路生花。
[01:38:58] 好啊，
[01:38:58] 请听一路生花试听版手机打开小米音箱APP，
[01:39:04] 开通音乐会员听晨曲。
[01:39:21] 树叶上的晚霞像年少的黄不在天空等海鸥写，
[01:39:27] 剩下的还给大家留了作业。
[01:39:30] 作业是提供录播的，
[01:39:32] 然后作业也是提供抖音连麦批改的，
[01:39:35] 你们写完了作业可以到抖音上找我，
[01:39:37] 连麦批改好吧？
[01:39:39] 还有四节作业啊，
[01:39:41] 大家就可以检验一下自己的学习成果。
[01:39:47] 我在那里等候他时间的手，
[01:39:53] 抚过那脸颊，
[01:39:56] 它们谁？
