[00:00:00] 他对你说，
[01:15:45] 你觉得可行吗？
[01:15:47] 依然是可行吧啊，
[01:15:48] 上节课给大家讲了一个浙江的农民增收和消费提制，
[01:15:52] 你看很多同学觉得不会写。
[01:15:55] 其实你会发现，
[01:15:56] 农民增收和消费提制似乎成了两个截然不同的概念。
[01:16:00] 但是，
[01:16:00] 农民增收有消费停滞是对立关系还是统一关系？
[01:16:03] 你看你只要把这些素材准备好了，
[01:16:06] 哪里不会写啊？
[01:16:07] 十分钟也把大作文写完了，
[01:16:09] 大家还记得吗？
[01:16:10] 上节课有没有给大家讲一个？
[01:16:12] 农民增收。
[01:16:14] 还有一个消费提质，
[01:16:15] 哎呀，
[01:16:15] 我讲的那个昨天晚上有很多同学半夜睡不着，
[01:16:19] 就说老师这个题目，
[01:16:20] 我一看我话题也不熟，
[01:16:22] 不会写，
[01:16:23] 各位不需要你熟行吧，
[01:16:24] 你那边你什么小学什么中学？
[01:16:26] 什么大学你熟有什么用啊，
[01:16:28] 也没有什么用好吗？
[01:16:30] 你先把这些背下来，
[01:16:31] 然后那有的同学说老师，
[01:16:33] 我想把这个东西个性化。
[01:16:35] 应该怎么个性化？
[01:16:36] 同学们，
[01:16:37] 你告诉我应该怎么个性化？
[01:16:40] 你是不是有一个弟弟叫豆包啊？
[01:16:42] 你是不是有一个弟弟叫deep seek啊？
[01:16:47] 好吗？
[01:16:47] oh my god，
[01:16:48] 他们可以给你形成一亿种个性化。
[01:16:53] 好吗？
[01:16:53] 同学们，
[01:16:54] 一亿个个性化就可以了，
[01:16:56] 这些东西先聊，
[01:16:57] 你要先知道他怎么做，
[01:16:59] 然后哎呀，
[01:17:00] 剩下的太简单了，
[01:17:02] 都不是个事。
[01:17:03] oh my god，
[01:17:04] 太简单了，
[01:17:05] 不是什么事好吗？
[01:17:06] 同学们好了，
[01:17:08] 请问大家一下，
[01:17:09] 接着应该怎么办？
[01:17:10] 接着就是要给大家讲多主题的了，
[01:17:14] 请问大家一下多主题，
[01:17:17] 我们能不能还是用刚才的？
[01:17:20] 四步走的开头去写我们的大作文，
[01:17:23] 同学们来看一下，
[01:17:25] 这是新疆，
[01:17:26] 湖南二六年等等刚刚考过的保护古树名木啊。
[01:17:30] 然后呢，
[01:17:31] 单靠我们是不够的，
[01:17:32] 不仅让大家认识哦，
[01:17:34] 还有一个了解哦，
[01:17:36] 还有唤醒，
[01:17:36] 请问大家下看到题干它是单主题双主题还是多主题？
[01:17:41] 哪位同学可以告诉我，
[01:17:43] 这是第一个，
[01:17:44] 这是第二个，
[01:17:45] 然后这是第三个，
[01:17:46] 请问有三个对策，
[01:17:48] 大概率是？
[01:17:48] 单主题，
[01:17:49] 双主题还是多主题？
[01:17:52] 是不是标题要把它写成多主题啊乙？
[01:17:56] 三错。
[01:17:58] 并举。
[01:18:01] 破题。
[01:18:03] OK，
[01:18:03] 然后会产生一个什么影响，
[01:18:06] 哪位同学可以告诉我，
[01:18:09] 它对于执法工作有影响，
[01:18:11] 对执法工作你可以绘就。
[01:18:15] 执法。
[01:18:18] 工作。
[01:18:20] 心。
[01:18:22] 篇章哎，
[01:18:23] 一起把它搞下来哎，
[01:18:25] 写完了之后哪边空白的不会写了，
[01:18:28] 多主题应该怎么办？
[01:18:30] 第一句名言警句。
[01:18:32] 第二句影响第三句是什么？
[01:18:34] 第三句过渡句第四句总论点oh my god还是东哥讲的这些东西，
[01:18:40] 它并没有超出我们的范畴。
[01:18:42] 是吧，
[01:18:43] 同学们好了，
[01:18:44] 我们带着大家来看一下怎么把它搞定啊，
[01:18:47] 我们再带着大家一起把它搞定，
[01:18:50] 大家看。
[01:18:50] 以三措并举破局开创执法工作新篇章，
[01:18:54] 然后把这句话写出来，
[01:18:56] 写出来之后，
[01:18:57] 我们想把这句话。
[01:18:59] 稍微的把它加一个解释，
[01:19:01] 请问过分还是不过分，
[01:19:03] 你最好能够用自己的话再谈谈对这句话的啊，
[01:19:07] 他为我们的工作指明了方向，
[01:19:09] 或者带来了新的启示。
[01:19:11] 啊，
[01:19:12] 都是可以的，
[01:19:13] 下面我要写影响影响，
[01:19:15] 请问大家一下要写谁的影响？
[01:19:19] 这句话要写谁的影响？
[01:19:20] 要写这三个词的影响这三个词，
[01:19:23] 你记住了，
[01:19:24] 东哥给你准备了一个很好的。
[01:19:27] 突破三重境界，
[01:19:28] 它有一个好处，
[01:19:30] 有两个好处，
[01:19:31] 有三个好处，
[01:19:33] 请问这个题目？
[01:19:34] 它是和什么有关？
[01:19:36] 它是和执法有关，
[01:19:38] 和执法有关的，
[01:19:39] 这种影响你随便用几句也就可以了。
[01:19:43] 然后过渡句加上这个，
[01:19:45] 然后总论点最好就把它写出来，
[01:19:48] 就是改写成一句话。
[01:19:50] 写就可以了行吧，
[01:19:52] 总论点就把标题这你不是三错并举吗？
[01:19:56] 三错并举这一错写出来，
[01:19:58] 这两错写出来，
[01:19:59] 这三错写出来。
[01:20:01] 它们有什么影响呢？
[01:20:03] 它们有什么影响呢？
[01:20:04] 它们有什么影响呢？
[01:20:06] 写出来就可以了，
[01:20:08] 请问大家一下。
[01:20:09] 这四句话当中，
[01:20:10] 你觉得可以优化的是哪句话？
[01:20:14] 各位是这句话执法类的，
[01:20:17] 我不允许大家用万能的。
[01:20:21] 大家能够听懂东哥的话，
[01:20:23] 给老师打个一，
[01:20:24] 因为你只要考的是什么国考执法，
[01:20:27] 什么四川执法，
[01:20:28] 湘湖南执法啊，
[01:20:30] 江苏执法，
[01:20:30] 他每年都考执法类。
[01:20:32] 请问大家一下，
[01:20:33] 你们能不能背一句专用的行政执法的大作文的名言警句？
[01:20:40] 比如说立善法于天下，
[01:20:42] 则天下治离善法于一国，
[01:20:44] 则一国治黑龙江，
[01:20:45] 也是还有比如你们能够知道什么？
[01:20:49] 韩非子有云，
[01:20:50] 奉法者强则国强，
[01:20:51] 奉法者弱则国弱。
[01:20:53] 还能够记住哪句话，
[01:20:55] 还能够记住。
[01:20:56] 那么，
[01:20:57] 法者治之端也。
[01:20:58] 像这种话，
[01:20:59] 大家就把它背下来，
[01:21:01] 你只用那个专业化的名言警句，
[01:21:04] 大家在你们的讲义上把这句话。
[01:21:07] 给我标注一下，
[01:21:09] 就是记住了，
[01:21:11] 只用。
[01:21:12] 法律名言只用法律名言古语，
[01:21:16] 大家一起打下来，
[01:21:18] 只用法律名言古语。
[01:21:20] 一定把它搞定，
[01:21:21] 因为你们行政执法类，
[01:21:23] 它是100%能够直接准备到的，
[01:21:25] 你就相信我的话好吧，
[01:21:27] 只用法律名言，
[01:21:28] 这样的话你就更加精准。
[01:21:29] 好了，
[01:21:30] 也就搞定了，
[01:21:31] 这个行政执法类的，
[01:21:32] 你随便用哪一句和上面，
[01:21:34] 你会发现单主题双主题多主题都是一样的。
[01:21:38] 好了，
[01:21:39] 个性化的背景呢，
[01:21:41] 你想加也给你准备好了啊，
[01:21:43] 个性化的背景也给你准备好了，
[01:21:47] 你自己也可以找一些个性化的背景去。
[01:21:52] 好了，
[01:21:52] 那我问大家下有没有同学想把它写的个性化一些，
[01:21:57] 我们前面给大家稍微的就是讲了一点基础，
[01:22:01] 讲了一点套路。
[01:22:03] 那有没有同学呃，
[01:22:04] 觉得想把它写的个性化一些，
[01:22:07] 有同学就有这种感觉的话，
[01:22:09] 给老师打个一，
[01:22:10] 请问大家像？
[01:22:11] 名言警句，
[01:22:12] 再加上一个影响。
[01:22:15] 再加上一个过渡句，
[01:22:17] 再加上一个总论点，
[01:22:19] 像这样的要个性化，
[01:22:21] 你们觉得。
[01:22:22] 应该怎么个性化？
[01:22:24] 我这节课就教大家一招个性化，
[01:22:27] 记住了申论要结合材料才能够叫个性化，
[01:22:30] 大家把材料给老师拿出来。
[01:22:33] 结合材料那么大家打出四个字，
[01:22:36] 这四个字叫善用。
[01:22:38] 例子，
[01:22:39] 大家把善用例子给老师打出来，
[01:22:42] 各位你材料当中有例子，
[01:22:44] 例子主要包含了什么？
[01:22:46] 例子主要抓住四个要素啊。
[01:22:49] 大家一起写叫问题，
[01:22:52] 加上主体，
[01:22:53] 加上对策，
[01:22:55] 加上影响。
[01:22:56] 好了，
[01:22:57] 大家主要是找主体对策和影响这三个要素好了啊，
[01:23:02] 我来带着大家来看一下这个题目。
[01:23:05] 请问这个题目你会发现在整个题干当中就没有给我们有任何的，
[01:23:11] 这个就是相关的总论点和分论点，
[01:23:15] 也没有那个名言警句。
[01:23:17] 这个时候我就崩盘了吗？
[01:23:19] 各位，
[01:23:19] 我不一定崩盘吧，
[01:23:21] 首先来看一下，
[01:23:22] 就是这个画线句子，
[01:23:23] 就是最后学者的这一句话。
[01:23:26] 请问大家一下，
[01:23:27] 你觉得学者的这最后一句话，
[01:23:30] 最重要的词是在说哪个词？
[01:23:32] 哪位同学可以告诉我？
[01:23:34] 哎，
[01:23:34] 我就看看有没有同学能够给老师直接看出来最重要的词学者的最后的这一句话，
[01:23:40] 最重要的词，
[01:23:41] 我觉得第一个是在说什么？
[01:23:43] 第一个是不是在说一个颜值啊？
[01:23:46] 第二个是不是在说一个灵魂呢？
[01:23:50] 或者是气质啊灵魂？
[01:23:52] 和气质大家如果非要保留一个，
[01:23:54] 大家觉得保留哪个？
[01:23:56] 我觉得保留气质也就可以了，
[01:23:58] 当然你保留灵魂也是没有问题的。
[01:24:01] 还有我问大家下网红城市，
[01:24:03] 它是什么？
[01:24:04] 它是一个c吧？
[01:24:06] 请问这句话是在考察大家单主题。
[01:24:10] 还是双主题，
[01:24:11] 还是多主题，
[01:24:12] 哪位同学可以告诉我，
[01:24:14] 那么是不是在考察我们双主题啊？
[01:24:18] 双主题，
[01:24:19] 它是在考ABC还是在考AB？
[01:24:22] 是不是在考ABC啊？
[01:24:24] 颜值是a，
[01:24:25] 灵魂是灵魂，
[01:24:26] 气质是b，
[01:24:27] 网红城市是c。
[01:24:29] 行吧，
[01:24:29] 好了，
[01:24:30] 我们大家下。
[01:24:31] 标题应该怎么写？
[01:24:33] 大家一起写以颜值。
[01:24:37] 以颜值为表。
[01:24:41] 乙。
[01:24:42] 气质。
[01:24:44] 为魂大家一起把它写写下来，
[01:24:47] 以气质为魂，
[01:24:48] 然后它对网红城市有什么影响？
[01:24:51] 你会发现网红城市大家一起写。
[01:24:54] 打造。
[01:24:56] 长虹。
[01:24:58] 网红。
[01:25:00] 城市大家觉得可以吗？
[01:25:02] 可以的话给老师打个一，
[01:25:04] 那么大家把这个搞定，
[01:25:06] 以颜值为表，
[01:25:07] 以气质为魂，
[01:25:08] 打造长虹网红城市排版一点都不乱。
[01:25:11] 是因为你根本就没有耐心好吧，
[01:25:14] 排版乱什么乱，
[01:25:15] 然后呢，
[01:25:16] 和PPT是一样的，
[01:25:17] 我就专门做成和PPT一样的。
[01:25:20] 各位，
[01:25:20] 要不然的话，
[01:25:21] 我这些内容的话呢，
[01:25:22] 全部会被我们那些同行都偷去，
[01:25:25] 我们那些同行没有细心听听下来，
[01:25:28] 我你以为我能够给他们把这些内部的讲义都给他们吗？
[01:25:32] 他们不会认真看的，
[01:25:34] 他们只会一边偷我的，
[01:25:35] 一边骂我骂我，
[01:25:36] 他不来听课，
[01:25:37] 他就不懂，
[01:25:38] 我就是故意这样的你，
[01:25:39] 你买了这个课，
[01:25:40] 你就得接收好吧，
[01:25:42] 同学们。
[01:25:42] 请问大家下下面我要写这个话，
[01:25:45] 应该怎么写？
[01:25:47] 各位东哥说了，
[01:25:48] 要写名言警句，
[01:25:50] 东哥说了，
[01:25:51] 要写影响。
[01:25:52] 东哥说了，
[01:25:53] 要写过渡句，
[01:25:54] 东哥说了，
[01:25:55] 要写总论点。
[01:25:57] 请问同学们，
[01:25:58] 这句话有名言警句吗？
[01:26:00] 有的话给老师打个一，
[01:26:01] 没有的话给老师打个二，
[01:26:03] 各位我觉得是有吧，
[01:26:05] 我可以把这个名言警句，
[01:26:07] 也就是从这儿。
[01:26:08] 到这直接进行一个摘抄吧。
[01:26:11] 好了，
[01:26:12] 但是要写影响的话。
[01:26:15] 请问大家下，
[01:26:16] 我们这个时候如果真要写影响这个网红城市，
[01:26:21] 你觉得它是和哪个层面有影响？
[01:26:24] 网红城市是不是和政治或者是和民生，
[01:26:28] 或者是和经济有影响啊？
[01:26:31] 啊啊，
[01:26:31] 这个我们就不再超了，
[01:26:33] 什么满事关人民群众的呃呃，
[01:26:35] 根本利益事关政府职能能力和治理水平的提升，
[01:26:39] 事关社会主义现代化建设事业的成败。
[01:26:42] 不用这个，
[01:26:43] 我想把它个性化，
[01:26:44] 请问大家一下应该怎么个性化？
[01:26:47] 哪位同学可以告诉我应该怎么把它个性化？
[01:26:50] 这个时候你记住了，
[01:26:52] 影响你要想个性化的话就可以叫举例子，
[01:26:56] 大家把举例子给老师拿出来。
[01:26:59] 请问题干当中给我们讲了什么例子？
[01:27:02] 你会发现叫8d魔幻立交，
[01:27:05] 我可以直接抄。
[01:27:07] 8d魔幻。
[01:27:11] 八地魔幻立交一起把它搞定，
[01:27:13] 还有这个摔碗酒，
[01:27:15] 我如果不想用摔碗酒的话，
[01:27:18] 不想直接抄材料，
[01:27:19] 能不能把它换一个词，
[01:27:21] 你换一个词就叫个性化。
[01:27:23] 特摔碗酒是哪个地方的？
[01:27:27] 是不是陕西的特色民俗？
[01:27:31] 企业大家觉得行不行？
[01:27:34] 好了，
[01:27:34] 我问大家一下，
[01:27:35] 璀璨的焰火晚会稍微的变一个词，
[01:27:38] 不用直接摘抄，
[01:27:40] 你看东哥怎么写，
[01:27:41] 我就把它写成。
[01:27:42] 璀璨。
[01:27:45] 的璀璨城市。
[01:27:50] yeah.
[01:27:52] 景观。
[01:27:55] 等视觉。
[01:27:58] 城市夜景，
[01:28:00] 夜景等视觉景观把它写下来。
[01:28:05] 各位，
[01:28:05] 请问这个例子它有什么影响？
[01:28:09] 这个例子我们要写例子的时候就是主体。
[01:28:13] 加对策，
[01:28:14] 再加上一个影响，
[01:28:15] 还有也有的时候可以写一个问题，
[01:28:19] 我就直接写主体加影响主体就是一主体就是二。
[01:28:23] 主体就是三，
[01:28:24] 它有什么影响？
[01:28:26] 哪位同学可以告诉我有影响不会写的时候永远给老师记住了，
[01:28:32] 要想对谁？
[01:28:33] 有影响大家把对谁有影响给老师打出来，
[01:28:36] 对谁有影响，
[01:28:37] 是不是对城市有影响让？
[01:28:39] 一座座。
[01:28:42] 尝试。
[01:28:45] 迅速。
[01:28:48] 怎么样？
[01:28:50] 机身。
[01:28:53] 网红。
[01:28:55] 城市。
[01:28:58] 行列这句话。
[01:29:00] 我可以根据这句话直接改，
[01:29:03] 也可以我自己想出来，
[01:29:05] 没有问题，
[01:29:06] 然后还有什么问题，
[01:29:07] 各位再加一个对于。
[01:29:09] 社会有什么影响？
[01:29:11] 找到主体，
[01:29:12] 用主体分析对社会。
[01:29:13] 收获了。
[01:29:16] 海量的关注与流量，
[01:29:18] 大家觉得可以吗？
[01:29:19] 可以的话给老师敲个一收获了海量的关注与流量与流量。
[01:29:25] 大家看这个题目应该怎么把它搞定？
[01:29:29] 就说主体主体主体对于城市的影响对于。
[01:29:35] 社会的影响大家现在这个能够看懂的话，
[01:29:38] 就给老师打个一这个能够看懂的话，
[01:29:41] 给老师打个一大家看第一步是名言警句，
[01:29:44] 第二步是影响。
[01:29:45] 第三步是过渡句，
[01:29:47] 第四步是总论点。
[01:29:49] 哎，
[01:29:49] 你要想个性化，
[01:29:50] 你当然可以把这句话也就是专家说的话放在第一句。
[01:29:55] 那么，
[01:29:56] 接着第二句这个影响，
[01:29:58] 我就是告诉大家可以改写例子。
[01:30:01] 改写例子，
[01:30:02] 例子一般从材料当中找主体，
[01:30:05] 找对策，
[01:30:06] 再找影响大家把主体加对策，
[01:30:09] 加影响找出来。
[01:30:11] 最后加一个过渡句，
[01:30:12] 最后加一个左边点，
[01:30:14] 当然这个题目我给大家写的更加个性化，
[01:30:17] 我是把名言警句和影响调换了一下，
[01:30:20] 我直接把它写在后面，
[01:30:21] 你会发现。
[01:30:22] 依然是可以的，
[01:30:23] 现在大家能够听懂的话，
[01:30:25] 给老师打个一能够看懂吗？
[01:30:27] 各位，
[01:30:28] 你会发现我把影响写在这句话。
[01:30:30] 我把例子写在这儿，
[01:30:32] 也是没有问题的，
[01:30:33] 稍微的个性化了一下，
[01:30:35] 你颠倒一下顺序，
[01:30:36] 不也是个性化吗？
[01:30:37] 最后这个就是一个总论点，
[01:30:39] 也没有问题。
[01:30:40] 好了，
[01:30:41] 再带着大家来写一个题目，
[01:30:43] 大家来看一下这个题目应该怎么把它搞定？
[01:30:46] 各位认真看一下这个题目是单主题，
[01:30:50] 双主题还是多主题，
[01:30:52] 这节课你们这个审题不用和我一样啊。
[01:30:55] 这个审题的话呢，
[01:30:57] 错了也就错了，
[01:30:58] 或者看不中也没有关系，
[01:31:00] 你会发现是在说双主题，
[01:31:02] 你看治与治。
[01:31:03] 请问治与治双主题拟一个标题，
[01:31:07] 哪位同学可以直接给老师拟出来？
[01:31:10] 是不是前句话叫以治？
[01:31:12] 为本呐，
[01:31:14] 第二句话以治为什么为义啊，
[01:31:18] 或者是为。
[01:31:21] 为和都是可以的，
[01:31:24] 然后共谱。
[01:31:26] 时代新篇，
[01:31:27] 大家能够同意吗？
[01:31:29] 共谱时代新篇，
[01:31:31] 一起把它搞定好了。
[01:31:33] 下面我希望大家给老师写一个开头，
[01:31:37] 开头怎么写？
[01:31:38] 名言警句。
[01:31:39] 再加上什么，
[01:31:41] 再加上一个影响。
[01:31:43] 再加上什么，
[01:31:44] 再加上一个过渡句，
[01:31:45] 再加上什么，
[01:31:46] 再加上总论点，
[01:31:47] 请问大家一下这个题目有没有名言警句，
[01:31:50] 有的话敲个一，
[01:31:52] 没有的话给老师敲个二。
[01:31:54] 这就这个题目，
[01:31:55] 有没有名言警句没有我请问大家一下，
[01:31:58] 没有的话我们不写能不能行？
[01:32:01] 就是如果他没有我们就不写能不能行？
[01:32:04] 当然可以。
[01:32:06] 好了，
[01:32:06] 那么不写是可以的，
[01:32:08] 接着我想写影响这个影响我们，
[01:32:11] 我就直接开头就写影响了，
[01:32:13] 这个影响如果我不会写的话，
[01:32:15] 袁东老师站在你身后，
[01:32:17] 说实话。
[01:32:17] 各位是不是要说举例子啊？
[01:32:22] 举例子，
[01:32:23] 这个举例子应该怎么举？
[01:32:25] 是不是要写主体啊？
[01:32:27] 要写对策，
[01:32:28] 要写影响啊，
[01:32:30] 大家现在能够听懂了吗？
[01:32:32] 好了，
[01:32:33] 那我带着大家来看一下这个题目主体，
[01:32:37] 这个题目对策，
[01:32:38] 这个题目影响应该怎么写？
[01:32:41] 首先告诉我。
[01:32:43] 就是在这个材料当中，
[01:32:45] 你们首先看到存在哪个主体，
[01:32:48] 有哪位同学可以告诉我第一段？
[01:32:51] 告诉我它的主体是在说谁，
[01:32:54] 你会发现这个主体第一段是不是在说一个摔跤手啊？
[01:32:59] 啊，
[01:32:59] 然后这个摔跤手干了什么对策呢？
[01:33:04] 这个摔跤手你会发现。
[01:33:07] 当地重男轻女，
[01:33:08] 重男轻女是不是在说一个问题啊？
[01:33:12] 所以而且不顾家人反对和非议。
[01:33:16] 这个是不是再说一个对策，
[01:33:19] 所以大家一起写打破？
[01:33:22] 世俗。
[01:33:24] 偏见你把不用完全和他一样，
[01:33:27] 稍微改写一下也就可以了，
[01:33:30] 最后他亲自教导，
[01:33:32] 亲自教导。
[01:33:33] 最后女儿呢，
[01:33:35] 拿了冠军为国争光，
[01:33:37] 实现了个人人生价值，
[01:33:39] 这是一个影响，
[01:33:40] 那就叫。
[01:33:41] 培育。
[01:33:45] 女儿。
[01:33:46] 圆梦。
[01:33:49] 还有一个赛场，
[01:33:50] 大家现在这个能够看懂的话给老师打个二。
[01:33:54] 各位，
[01:33:55] 这个主体是谁？
[01:33:57] 这个主体我们把它写下来的。
[01:34:01] 摔跤手你看不就可以了吗？
[01:34:03] 摔跤的跤怎么写？
[01:34:05] 摔跤手你看大家看，
[01:34:07] 所以我们想把它变成一句话。
[01:34:10] 从打破世俗边界。
[01:34:14] 培养。
[01:34:15] 培育女儿圆梦赛场都要摔跤手，
[01:34:18] 你看我如果写影响的话，
[01:34:21] 我想写成排比句，
[01:34:22] 请问大家像可以举几个例子？
[01:34:25] 有没有同学能够告诉我，
[01:34:27] 可以举几个例子，
[01:34:28] 我们在发现这里面还有一个大学教授，
[01:34:32] 这个大学教授看一下。
[01:34:34] 有没有同学能够看到大学教授干了什么东西？
[01:34:38] 干大学教授啊，
[01:34:39] 干了什么事情？
[01:34:41] 大学教授干的事情就是用机器手写漂亮的毛笔字，
[01:34:46] 还有制造横着走的小汽车。
[01:34:48] 这个时候他干的就是一个创新的事情吧，
[01:34:54] 叫创新智慧。
[01:34:56] 创新智慧。
[01:34:58] 将想法实现将。
[01:35:03] 其次。
[01:35:06] 妙小稍微换一个词。
[01:35:09] 将奇思妙想转化。
[01:35:13] 为现实。
[01:35:16] OK，
[01:35:16] 主体是谁？
[01:35:18] 大学教授德。
[01:35:20] 大学。
[01:35:22] 教授听明白的话，
[01:35:24] 给老师打个一。
[01:35:26] 各位，
[01:35:26] 你现在只要能够做到看懂听懂就行，
[01:35:29] 个性化我们后面还会有我，
[01:35:31] 其实这节课本来不应该讲这个的，
[01:35:33] 就是怕你们骂我，
[01:35:34] 所以我先要把个性化讲在前面。
[01:35:37] 因为我以前呢，
[01:35:38] 总是前面给大家讲底层思维，
[01:35:40] 后面讲个性化，
[01:35:41] 后面很多同学不听，
[01:35:42] 他到处骂我，
[01:35:43] 说我给他讲模板哈，
[01:35:44] 所以我现在哎，
[01:35:45] 我都跟你们讲，
[01:35:46] 我让你们一点都骂不出来。
[01:35:48] 好了，
[01:35:49] 我问大家一下，
[01:35:50] 我问大家一下，
[01:35:52] 这个企业家。
[01:35:53] 我们还是把企业家写出来，
[01:35:57] 各企业家。
[01:35:58] 企业家干了什么？
[01:36:00] 企业家你会发现40多年职业生涯，
[01:36:04] 我们就直接给他写一下。
[01:36:06] 深耕事业。
[01:36:08] 深耕。
[01:36:10] 事业一起把它写下来。
[01:36:12] 最后实现。
[01:36:14] 个人与社会共赢实现各社。
[01:36:20] 共赢。
[01:36:21] 所以你会发现整个的答案也就出来了，
[01:36:24] 我给大家来看一下我们出来的。
[01:36:26] 请问大家下觉得可以不？
[01:36:28] 可以的话给老师打个一，
[01:36:30] 你看啊，
[01:36:31] 这个题目首先写名言警句，
[01:36:33] 但是很遗憾，
[01:36:34] 题干材料没有。
[01:36:35] 第二步就写影响，
[01:36:37] 写影响呢，
[01:36:38] 我们用举例子的方式写了影响，
[01:36:41] 这个举例子的方式分别是。
[01:36:44] 对策。
[01:36:45] 影响主体。
[01:36:48] 对策影响主体，
[01:36:50] 对策影响主体，
[01:36:52] 能看懂吗？
[01:36:53] 能看懂的话给老师打个一，
[01:36:57] 你看我用。
[01:36:58] 三个排比的例子，
[01:37:01] 最终写成了一个影响。
[01:37:05] 大家觉得可以不？
[01:37:06] 可以的话给老师打个一啊，
[01:37:08] 当然有的同学说老师那你这个影响能不能给我们准备一个模板呢？
[01:37:14] 各位，
[01:37:14] 这个题目它是事业单位租硬币的一个真题，
[01:37:19] 事业单位租硬币除了政治，
[01:37:21] 经济，
[01:37:22] 文化，
[01:37:22] 社会，
[01:37:23] 生态。
[01:37:23] 因为它考人文社科，
[01:37:25] 它还考察对于人生的影响，
[01:37:27] 我问大家一下，
[01:37:29] 对于人生的影响可不可以准备几句排比句啊你看？
[01:37:33] 那么后面这个影响我又给大家写了一下，
[01:37:37] 然后这句话就是一个过渡句。
[01:37:40] 然后呢，
[01:37:41] 最后最后再写一个总论点，
[01:37:43] 把这两句话全部联系起来，
[01:37:45] 把这两句话全部联系起来，
[01:37:48] 中间加几句废话也就可以了。
[01:37:50] 行吗？
[01:37:51] 好了，
[01:37:51] 如果想用模板的话，
[01:37:53] 可不可以东哥给大家准备了很多人生好的道理，
[01:37:57] 你看是。
[01:37:58] 你看治你如果想用模板的话，
[01:38:01] 也是可以啊，
[01:38:02] 治与治是人生啊，
[01:38:03] 前行的指路明灯照明，
[01:38:05] 前向方向是攻坚克难的精神，
[01:38:08] 科甲抵御外界诱惑。
[01:38:10] 是安身立命的根基底色啊，
[01:38:12] 筑牢成长根基是呃迷茫时期的清神纪，
[01:38:15] 让人不迷失方向，
[01:38:16] 是困境时的强心针，
[01:38:18] 让人不畏惧挑战。
[01:38:19] 是浮躁时的静心丸，
[01:38:21] 让人不随波逐流。
[01:38:22] 请问大家一下可以吗？
[01:38:24] 可以的话给老师打个一讲义，
[01:38:26] 你别着急，
[01:38:27] 待会我会跟你说在哪里的？
[01:38:29] 都在最后有一个总结，
[01:38:31] 别着急行吗？
[01:38:32] 好了，
[01:38:32] 大家觉得这个个性化，
[01:38:34] 我是怎么实现的个性化这个题目，
[01:38:38] 我只要大家知道这一句话是怎么来的？
[01:38:41] 我问大家一下，
[01:38:43] 个性化就是你记住了，
[01:38:45] 你不是影响吗？
[01:38:47] 你的影响就可以用。
[01:38:49] 改写例子，
[01:38:50] 写改写例子，
[01:38:51] 把它的影响写出来哈，
[01:38:54] 改写例子就可以结合材料了，
[01:38:57] 行不行？
[01:38:57] 好了，
[01:38:58] 这个大家可以过的话就给老师打个过。
[01:39:01] 好了，
[01:39:01] 那么下面这节课大家能够听懂的话，
[01:39:04] 给老师打个一，
[01:39:06] 当然如果他让你写至与至是正面的，
[01:39:09] 但是有的时候他可能有一个反面的，
[01:39:12] 比如说有人。
[01:39:13] 在朋友圈里边炫富啊，
[01:39:15] 你就会发现用这些也就可以了啊，
[01:39:18] 所有的素材都给大家准备好了。
[01:39:21] 请问大家一下，
[01:39:22] 企业家提不提前治一治？
[01:39:24] 你就别再说这些了。
[01:39:26] 好吧，
[01:39:26] 自己自己再琢磨琢磨他这个企业家各位，
[01:39:32] 他到底是治与治？
[01:39:34] 还是人与艺，
[01:39:36] 还是辛勤，
[01:39:37] 还是劳苦，
[01:39:39] 还是什么？
[01:39:40] 清华大学的校训叫什么？
[01:39:44] 清华大学校训，
[01:39:45] 你们知道这叫什么吗？
[01:39:46] 清华校训，
[01:39:47] 你们知道叫什么吗？
[01:39:49] 自强不息，
[01:39:50] 厚德载物。
[01:39:51] 这个摔跤手大学教授，
[01:39:53] 企业家，
[01:39:53] 当他们出来之后，
[01:39:55] 他们身上的品质这个故事到底是代表志和志还是自强不息，
[01:40:00] 厚德载物。
[01:40:01] 还是什么已经他们自己说了不算了，
[01:40:04] 就是我们说了算，
[01:40:06] 听见了吗？
[01:40:06] 就像那个手机里面的号码，
[01:40:08] 你到底把它。
[01:40:10] 定成张三还是李四？
[01:40:11] 那是你自己说了算的，
[01:40:13] 行不行？
[01:40:14] 好了，
[01:40:14] 我现在问大家一下，
[01:40:16] 这节课你们能够听懂的话，
[01:40:19] 给老师打个一听懂了之后啊。
[01:40:21] 下面要做的事情，
[01:40:23] 请问一下是什么事情？
[01:40:25] 大家给老师敲在评论区，
[01:40:28] 不背是小狗狗。
[01:40:30] 各位，
[01:40:30] 剩下的你就是把它给我背下来，
[01:40:34] 我求求你了啊，
[01:40:35] 各位，
[01:40:36] 我把要背的素材。
[01:40:38] 就在你们的讲义上，
[01:40:39] 最后前面都是例题，
[01:40:41] 都给大家出完了，
[01:40:42] 然后我又怕你漏了，
[01:40:44] 我又把这些素材全部给大家罗列好了。
[01:40:47] 然后呢，
[01:40:48] 你就背一下各位，
[01:40:49] 如果你真的觉得你能力强，
[01:40:52] 你就全背能力不强，
[01:40:54] 请问至少背几句？
[01:40:55] 至少背几组，
[01:40:56] 比如说政治民生的背几组，
[01:40:59] 背五组也就可以了啊，
[01:41:00] 如果你之后再觉得自己申论不会写的话，
[01:41:04] 那就是你的问题，
