[00:00:00] 给大家放首歌。
[01:17:07] 怎么改写第五自自然段当中都有了这个例子，
[01:17:11] 就是要写一个主体。
[01:17:13] 这个例子就是要写一个对策，
[01:17:16] 这个例子就是要写一个影响大家同意不？
[01:17:20] 这个主体请问指的是谁？
[01:17:22] 这个主体指的是a省，
[01:17:25] 指的是一个b省吧，
[01:17:27] 那么接着来讲的话，
[01:17:29] 那么还有谁？
[01:17:30] 各位对策是什么？
[01:17:32] 对策是投入3000万元是吧？
[01:17:34] 那么对策是什么？
[01:17:36] 是一些最后的结果，
[01:17:38] 是进行一个进行补偿。
[01:17:40] 大家就把这个稍微改一下也就可以了，
[01:17:44] 然后呢？
[01:17:45] 最终的话呢，
[01:17:46] 你就会发现它平衡了上下游的一个例子，
[01:17:50] 让上下游能够。
[01:17:51] 共赢啊。
[01:17:52] 好了，
[01:17:53] 大家来看一下，
[01:17:54] 这个就是最终的一个结果，
[01:17:56] 能够看懂的话，
[01:17:57] 给老师打个一需要我带着大家改写一遍吗？
[01:18:00] 我还是带着大家改写一遍吧，
[01:18:03] 要不然我们有小白主体，
[01:18:05] 大家一起写叫。
[01:18:06] ab
[01:18:08] 两省一起把它写下来。
[01:18:11] 然后AB两省对策干的什么对策，
[01:18:14] 随便写签订横向生态补偿协议，
[01:18:18] 大家一起写通过。
[01:18:21] 签订。
[01:18:24] 横向。
[01:18:28] 生态。
[01:18:31] 补偿。
[01:18:33] 不要说自己是小白啊，
[01:18:35] 再难也跟下去，
[01:18:37] 拖着拖着你就会了，
[01:18:39] 然后b省投入3000万元。
[01:18:42] 有。
[01:18:44] b少。
[01:18:46] 投入。
[01:18:48] 3000。
[01:18:49] 万元。
[01:18:51] OK，
[01:18:51] 然后最后干了什么事情就是进行补偿呗，
[01:18:57] 所以对。
[01:18:59] a省。
[01:19:01] 对a省那么青虾养殖区。
[01:19:07] 青虾。
[01:19:10] 养殖区。
[01:19:15] 有序退养。
[01:19:18] 有序。
[01:19:20] 退养。
[01:19:23] 进行。
[01:19:25] 补偿。
[01:19:27] 现在大家听明白了吧，
[01:19:29] 然后平衡了，
[01:19:30] 最后产生了什么影响，
[01:19:33] 叫绿色共赢了，
[01:19:34] 你就可以。
[01:19:35] 实现了。
[01:19:38] 上下游。
[01:19:42] 多元主体。
[01:19:46] 的绿色共赢。
[01:19:50] 这个就是抄改写材料，
[01:19:52] 没有什么难度，
[01:19:53] 现在大家能够听懂的话就给老师打个一。
[01:19:57] 好吧，
[01:19:58] 那么有的同学说老师那这样重合度过高怎么办来？
[01:20:02] 那么我就知道你有这样写，
[01:20:04] 所以专门给你做了一个伏笔，
[01:20:06] 把这句话给我改写成一句敬意的话也就可以了。
[01:20:10] 我把它改写成平衡的。
[01:20:15] 上下游。
[01:20:18] 权责利。
[01:20:21] 权责利。
[01:20:22] 好了，
[01:20:23] 我就问大家一下有没有任何人能够说我是超材料，
[01:20:27] 你会发现它和材料并不完全一致，
[01:20:30] 去重率很高，
[01:20:31] 绝对没有任何问题的，
[01:20:32] 行吧？
[01:20:33] 你也别给我在这边装了哈，
[01:20:35] 给你讲的复杂的，
[01:20:36] 你又说哎呦，
[01:20:37] 我小白听的很痛苦，
[01:20:38] 然后呢，
[01:20:39] 给你稍微个性化，
[01:20:40] 你又说哎呦，
[01:20:41] 我不行了，
[01:20:42] 不行了是吧，
[01:20:42] 然后呢，
[01:20:43] 稍微的给你抄两个词，
[01:20:44] 你又说哎呀，
[01:20:45] 重合度更大了。
[01:20:46] 你说咱们怎么办吧？
[01:20:48] 好吗？
[01:20:49] 你大家彼此放过行吗？
[01:20:51] 嘿嘿，
[01:20:51] 你想个性化，
[01:20:53] 我从来没有拦着你啊。
[01:20:55] 我我什么时候拦着你个性化了，
[01:20:57] 你想个性化你写嘛好不好？
[01:20:59] 你别在这个地方评论区老师那样的，
[01:21:01] 那你就写不就行了吗？
[01:21:03] 是不是你就超越我不就行了吗？
[01:21:05] 好了，
[01:21:06] 我们再给大家来看一下这个的分论点，
[01:21:09] 也就写出来了。
[01:21:10] 这个是一个主体，
[01:21:12] 这是一个对策，
[01:21:13] 这是一个对策，
[01:21:14] 这个是一个对策，
[01:21:15] 这个是一个影响，
[01:21:17] 下面我们知道还有个连接，
[01:21:19] 它还建了一个桥梁。
[01:21:21] 大家来看一下他建桥梁的这个，
[01:21:23] 我们应该怎么改写？
[01:21:25] 是不算抄的哈，
[01:21:26] 你们别天天自己吓唬自己，
[01:21:28] 这一个应该怎么写？
[01:21:29] 改写应该等于主体，
[01:21:31] 应该等于对策，
[01:21:33] 应该等于影响同学们把主体给老师打出来。
[01:21:37] 请问大家一下，
[01:21:39] 你们觉得这个主体是指谁？
[01:21:42] 这个主体是不是还是指的AB？
[01:21:45] 两省啊。
[01:21:47] 好了，
[01:21:47] 你看这个不就把它改写了吗？
[01:21:50] AB两省，
[01:21:51] 然后呢？
[01:21:52] 这个时候他干了什么事情？
[01:21:55] 它是不是一个新建了一座桥，
[01:21:57] 然后我把它稍微的整合在整治过程中，
[01:22:01] 新建一座桥没有车吧？
[01:22:03] 是改写的吧，
[01:22:04] 所以所以大家一起写下来在。
[01:22:07] 整治过程中。
[01:22:09] 在整治过程中。
[01:22:13] 组装不叫超在整车过程中那么。
[01:22:17] 新建。
[01:22:19] 了一座桥，
[01:22:21] 太土了，
[01:22:22] 在河上新建了一座桥，
[01:22:25] 我把它改写成新建跨河桥梁。
[01:22:28] 你看东哥写的行不行？
[01:22:31] 新建跨河桥梁哎，
[01:22:33] 一起把它写出来。
[01:22:36] 然后他最终产生了一个什么样的结果呢？
[01:22:39] 他说亲如一家往来更方便了，
[01:22:42] 我要写他，
[01:22:43] 但是我要表述和你不一样。
[01:22:45] 大家一起写方便。
[01:22:48] 两地。
[01:22:51] 居民。
[01:22:53] 往来一起写下来。
[01:22:56] 然后呢？
[01:22:57] 各位心如一家，
[01:22:59] 我再把它改写一下，
[01:23:01] 叫增进情感联络。
[01:23:03] 增进。
[01:23:05] 情感联络，
[01:23:07] 一起把它写下来。
[01:23:11] 增进情感联络，
[01:23:13] 那么不就可以了吗？
[01:23:14] 最终的话呢？
[01:23:15] 唉，
[01:23:16] 这些东西全部改善了，
[01:23:18] 我不想直接抄这句话，
[01:23:19] 我就直接把它写成让治理成果惠及民生。
[01:23:23] 让治理。
[01:23:27] 成果汇集。
[01:23:33] 民生，
[01:23:33] 请问东哥这句话能不能算超你们觉得能算超的，
[01:23:37] 你们就站在考官的角度上来讲，
[01:23:40] 能够算超的就给老师打个一不算超的就给老师打个二。
[01:23:44] 这个是对于材料的再创作，
[01:23:46] 这个是不能叫抄的啊，
[01:23:48] 它本来就是申论，
[01:23:49] 本来就是让我们改写材料，
[01:23:51] 所以大家看。
[01:23:52] 这个是一个a，
[01:23:53] 这是一个主体，
[01:23:55] 这是一个对策，
[01:23:56] 所以从这是一个影响，
[01:23:58] 都写完了，
[01:23:59] 大家看这是一个主体。
[01:24:01] 这是一个对策，
[01:24:02] 这是一个影响，
[01:24:03] 这是一个影响，
[01:24:04] 这是一个影响，
[01:24:05] 你们觉得可以吗？
[01:24:07] 可以的话给老师打个一。
[01:24:09] 各位例子啊，
[01:24:10] 大家一定要记住了，
[01:24:12] 你就是用主体加对策加影响，
[01:24:16] 把材料当中的词呢。
[01:24:18] 再给我进行一个重新组合或改写，
[01:24:21] 改写成规范化的也就可以了，
[01:24:23] 下面举完了例子之后，
[01:24:25] 我反复给大家说了，
[01:24:27] 一般要怎么办？
[01:24:28] 举完了例子之后，
[01:24:29] 一般要怎么办？
[01:24:31] 一般要对这个例子进行一个点评吧，
[01:24:34] 点评的时候主要点评什么？
[01:24:37] 主要点评，
[01:24:38] 对策吧，
[01:24:38] 主要点评什么？
[01:24:40] 主要点评，
[01:24:41] 影响吧，
[01:24:42] 这个对策就是利益共享，
[01:24:44] 责任工单的举措，
[01:24:46] 然后。
[01:24:46] 各位，
[01:24:47] 这句话有没有优优点？
[01:24:49] 眼熟的感觉。
[01:24:51] 是不是就是刚才把平衡的上下游权力那句话替换的放到了后面了，
[01:24:56] 还记得吗？
[01:24:57] 哎，
[01:24:57] 放放到了后面了，
[01:24:58] 有的同学说我啊抄，
[01:25:00] 我就把这句话。
[01:25:01] 调一下顺序，
[01:25:02] 那不也不就就不就叫不超了吗？
[01:25:05] 是不是好了？
[01:25:06] 最后我们要把它进行一个回扣。
[01:25:09] 要进行一个分论点的回扣，
[01:25:12] 这个分论点的回扣，
[01:25:14] 大家来看一下，
[01:25:16] 首先增加一下句子。
[01:25:18] 我们就材料当中是说利益的，
[01:25:20] 我们就说利益，
[01:25:22] 然后下面你让我们利益联结，
[01:25:24] 我们就把它建立合理的利益分配和补偿机制。
[01:25:28] 然后呢，
[01:25:29] 最终呢，
[01:25:30] 会及各方最后要这样很简单，
[01:25:32] 大家很多同学不理解，
[01:25:34] 现在应该能够理解了，
[01:25:36] 你看啊。
[01:25:37] 就是我们是怎么样给大家保证你的利益呢？
[01:25:41] 首先在这个过程当中啊，
[01:25:43] 我们给你钱保障你的利益。
[01:25:45] 第二个呢，
[01:25:46] 我们再把这些基础设施啊，
[01:25:48] 给你建好，
[01:25:49] 就把我们的利益呢，
[01:25:50] 能够进行一个扩散，
[01:25:52] 有了桥之后，
[01:25:53] 我们买东西啊，
[01:25:54] 我们互补啊，
[01:25:55] 我们各方面就会越来越好了。
[01:25:57] 大家现在能够听懂的话，
[01:25:59] 就给老师打飞机。
[01:26:00] 好吧，
[01:26:01] 能够听懂的话，
[01:26:02] 给老师打个一这个回扣呢，
[01:26:04] 你你不用觉得我写的高大上，
[01:26:06] 你自己的话呢，
[01:26:08] 从参加当中找一些词，
[01:26:09] 随便替换各位。
[01:26:11] 你们这个回扣，
[01:26:12] 假如说你说老师，
[01:26:13] 那我就这句话就不会写，
[01:26:15] 怎么办？
[01:26:16] 哎呀，
[01:26:16] 不会写的话，
[01:26:18] 请问大家一下，
[01:26:19] 这句话能不能给我改写？
[01:26:21] 能不能改成改写成开创发展新局面？
[01:26:25] 能不能直接改写成推动高质量发展？
[01:26:29] 各位自己准备一些比较万能的话也就可以了，
[01:26:33] 没有什么简单的行吗？
[01:26:35] 没有什么简单的。
[01:26:37] 好了，
[01:26:37] 没有什么难的是吧？
[01:26:39] 再来看一下啊，
[01:26:40] 最后再来给大家看一下结尾结尾的话呢，
[01:26:43] 我们这个的结尾大家观察一下，
[01:26:45] 我这个结尾个性化的。
[01:26:47] 是怎么写的？
[01:26:48] 我最后先把三个分论点进行了一个就是三个分论点的影响写了一下。
[01:26:56] 是吧，
[01:26:57] 然后呢，
[01:26:57] 我就把三个分论点的影响写了一下，
[01:27:00] 从这儿写了一个三个分论点的影响是吧，
[01:27:03] 从这儿写了一个三个分论点的影响。
[01:27:06] 然后呢？
[01:27:07] 接着来讲我怎么样？
[01:27:10] 又从这到这又再次把。
[01:27:13] 三个分论点的影响又再强调了一下。
[01:27:17] 然后接着我们呢，
[01:27:19] 又从这儿到这儿，
[01:27:22] 那么写了一下，
[01:27:24] 我们举了例子。
[01:27:26] 证明了我们跨越治理的一个影响。
[01:27:30] 那么最后我再来一个呼吁展望，
[01:27:33] 号召大家能够看懂的话，
[01:27:35] 给老师打个一其实就可以了，
[01:27:38] 其实非常简单。
[01:27:40] 但是如果你觉得这个字数多了，
[01:27:42] 你想删一点的话，
[01:27:44] 请问我就把这句话删去，
[01:27:46] 你觉得可以不？
[01:27:47] 我就把这句话删去，
[01:27:49] 你觉得可以不？
[01:27:50] 完全没有问题啊，
[01:27:51] 就是有的时候你多写重复写变换写就是为了对它的加强而已。
[01:27:56] 好吧，
[01:27:57] 对他加强以好了再带着大家一起往下走，
[01:28:00] 如果你不会的话，
[01:28:02] 咱们就来老三样第一。
[01:28:04] 第二，
[01:28:04] 第三，
[01:28:05] 直接上你们的才艺，
[01:28:06] 那么第一句话，
[01:28:08] 大家可以随便选一句。
[01:28:10] 叫古人云图垂成之功者，
[01:28:12] 如晚上滩之中，
[01:28:14] 莫少庭一照是吧？
[01:28:15] 然后呢？
[01:28:16] 大家再来看一下。
[01:28:18] 下面再给老师选一句，
[01:28:20] 站在第二个100年奋斗目标的历史交汇点上，
[01:28:24] 面向十五五迈步新征程。
[01:28:26] 然后呢？
[01:28:27] 大家怎么样解决好共保廉治问题是夺取。
[01:28:33] 这个不要这样写吧，
[01:28:35] 把全面建设社会主义现代化国家要给我换一下，
[01:28:40] 夺取跨域治理。
[01:28:41] 新胜利的关键，
[01:28:43] 灵活的把这个词替换一下，
[01:28:45] 这是第二句，
[01:28:46] 第三句，
[01:28:47] 为此我们要坚定信念，
[01:28:49] 满怀信心，
[01:28:49] 保持风雨无阻向前进的奋进姿态。
[01:28:52] 激扬越是艰险越向前的精气神，
[01:28:55] 保有踏平坎坷成大道的顽强意志，
[01:28:58] 方能书写更新完美的时代篇章，
[01:29:01] 可以吧？
[01:29:02] 但是大家如果说老师我不想用这三句话怎么样，
[01:29:06] 你就把那三个分论点再把它放在这三句话里边也是可以的。
[01:29:10] 行不行也是可以的，
[01:29:12] 把它稍微的换一下也就可以了好吗？
[01:29:15] 好了，
[01:29:15] 各位觉得这节课的题目简单吗？
[01:29:19] 这节课的题目最难的，
[01:29:21] 我觉得是找它的分论点啊，
[01:29:23] 大家先要找出五个分论点，
[01:29:26] 然后把五个分论点再进行分类。
[01:29:28] 最终变成三个分论点，
[01:29:31] 那么记住我们五个分论点，
[01:29:33] 大家来看一下，
[01:29:35] 第一个是立法。
[01:29:36] 第一个是第一个是立法。
[01:29:39] 第二个是执法。
[01:29:42] 第三个是补偿。
[01:29:45] 第四个是。
[01:29:47] 那么，
[01:29:47] 河长办公室。
[01:29:49] 第五个是剑桥，
[01:29:51] 大家有没有觉得这五个分论点本质上它也不是在说一个层面上的事？
[01:29:58] 有这种感觉的话，
[01:30:00] 就给老师打个一，
[01:30:02] 就是这两个说的是比较宏观的，
[01:30:05] 这一个说的是比较中观的。
[01:30:08] 这个说的也是比较中观，
[01:30:11] 这个说的也是比较中观，
[01:30:13] 我们要拉齐的话，
[01:30:15] 这个是叫做法制。
[01:30:17] 这是立法协同，
[01:30:18] 执法联动嘛，
[01:30:19] 那本质上来讲就是在说法制协同法制，
[01:30:23] 你看它对应的合长办公室，
[01:30:25] 你就要把它。
[01:30:26] 拉到一个维度，
[01:30:28] 它就是指的什么维度？
[01:30:30] 同学们，
[01:30:30] 它就是指的一个机制的维度机制创新。
[01:30:34] 现在听懂的话，
[01:30:35] 给老师打个一，
[01:30:37] 我再说一下什么叫机制汽车的各个零件，
[01:30:40] 它们一起在联动运转，
[01:30:42] 就叫机制，
[01:30:43] 什么叫机制？
[01:30:44] 政府的各个部门一起配合运转，
[01:30:48] 它就叫机制下面这个步长和建桥，
[01:30:51] 本质上是为了解决大家的。
[01:30:54] 利益。
[01:30:55] 分配的问题，
[01:30:56] 或者是利益联结的问题，
[01:30:58] 不要在整治过程当中，
[01:31:00] 只有你发财，
[01:31:01] 我受益，
[01:31:02] 我受损，
[01:31:03] 只有那么我们少部分人发财，
[01:31:05] 其他人不发财，
[01:31:07] 这是不合理的。
[01:31:08] 大家看我们要治理的话，
[01:31:10] 先有法，
[01:31:11] 我们要治理的话，
[01:31:12] 再有运转的机制，
[01:31:14] 我们要治理的话，
[01:31:15] 最核在核心解决利益这个东西就长久了。
[01:31:19] 现在听明白了吗？
[01:31:20] 听明白的话，
[01:31:21] 给老师打个一各位整体的材料的范围，
[01:31:25] 也会给大家发到群里面。
[01:31:27] 好吧，
[01:31:28] 这节课我希望大家能够坚持的写一下自己的感受，
[01:31:32] 打一个卡，
[01:31:33] 大家一定要听第一节课的开课说明。
[01:31:37] 进QQ群，
[01:31:37] 然后再进行一个打卡行吧？
[01:31:40] 进QQ群，
[01:31:41] 然后再进行打卡，
[01:31:43] 今天呢？
