[00:00:00] 公平。
[01:20:58] 然后呢啊呃，
[01:20:59] 以及呢，
[01:21:00] 我们也会面临国际市场不稳定，
[01:21:03] 不确定。
[01:21:04] 上升的情况，
[01:21:05] 制造业发展遇到相关的困难，
[01:21:08] 然后接着我们要举举例子，
[01:21:10] 但是我们也看到好了，
[01:21:12] 我要举例子了。
[01:21:14] 但是我们也看到，
[01:21:15] 在市场经济当中啊，
[01:21:17] 面对挑战h集团始终对科技创新有着不懈追求，
[01:21:22] 不断加大主业投入。
[01:21:24] 提高研发投入，
[01:21:25] 成功研发出多项前总技术，
[01:21:27] 为国家队打造了专业比赛装备，
[01:21:30] 逐步成为体育用品集团。
[01:21:32] 大家觉得行吗？
[01:21:34] 最后来一个就是呼应，
[01:21:36] 最后怎么呼应呢？
[01:21:37] 反正就是围绕着创新做呼应，
[01:21:40] 最后呢就是我们一定要。
[01:21:42] 努力的依靠创新，
[01:21:43] 然后呢，
[01:21:44] 进一步发挥科技创新的作用，
[01:21:46] 持续实施创新驱动发展战略，
[01:21:49] 坚定不移的走好发展壮落。
[01:21:51] 大家觉得可以不？
[01:21:52] 可以的话给老师打个一记住了，
[01:21:55] 这是你最后的退路，
[01:21:57] 我一共给你准备了三个分类点的模板，
[01:22:00] 有啥你就套啥。
[01:22:01] 好吧，
[01:22:01] 没，
[01:22:01] 但是我不建议大家用这样的啊，
[01:22:04] 这只是你最后的退路，
[01:22:05] 最后还有五分钟呢，
[01:22:07] 要写这个分论点就抓紧时间用，
[01:22:09] 因为你们很多同学。
[01:22:11] 超时行吗？
[01:22:13] 接着给大家看一下，
[01:22:15] 教大家一个特别的技巧，
[01:22:17] 各位你们问一下大家前面的客观题。
[01:22:22] 还有后面的大总们在阅卷的时候，
[01:22:26] 是不是一个阅卷人给你们阅卷？
[01:22:29] 就前面的客观小题，
[01:22:31] 还有大作文的阅卷是不是同一个阅卷人？
[01:22:34] 记住东哥跟你说的话，
[01:22:36] 不是同一个阅卷人。
[01:22:38] 然后呢？
[01:22:38] 这个大总文的阅卷人，
[01:22:40] 他能不能看到你前面客观小题的答案？
[01:22:44] 哪位同学可以告诉我？
[01:22:46] 也是看不到的，
[01:22:47] 考试的时候，
[01:22:48] 那么它是用电脑扫描每一个人的大作文的话呢，
[01:22:52] 一共批改的时间，
[01:22:54] 你们知道是多长时间？
[01:22:56] 就是你辛辛苦苦用一个小时写了一篇1000字的大作文，
[01:23:01] 他在阅卷的时候阅卷多长时间？
[01:23:04] 阅卷也就是一分钟，
[01:23:06] 大家明白了吧？
[01:23:07] 那么如果超过一分钟，
[01:23:09] 请问会怎么办？
[01:23:10] 哪位同学可以告诉我？
[01:23:13] 如果哎，
[01:23:13] 我在考试的时候阅卷超过一分钟了。
[01:23:17] 这个就自动划走了，
[01:23:18] 记住它是自动划走啊，
[01:23:20] 自动就划走了，
[01:23:21] 所以比较麻烦，
[01:23:22] 所以它在一分钟之内肯定会给你打出分的。
[01:23:26] 请问大家下，
[01:23:27] 这个时候他是没有权限，
[01:23:29] 看你前面的题目的好了，
[01:23:31] 给大家举个例子，
[01:23:32] 大家看，
[01:23:33] 这是我们辽宁省考的一个题目。
[01:23:36] 这个是辽宁省考的一个分论点，
[01:23:39] 它是在说向下扎根，
[01:23:41] 对于基层治理的影响。
[01:23:43] 好了，
[01:23:43] 但是呢，
[01:23:44] 我们在前面的小题当中啊，
[01:23:47] 哎，
[01:23:47] 就是有一个小题是这样的小题，
[01:23:50] 这个小题呢，
[01:23:51] 就是在说基层治理。
[01:23:53] 这个是一个公文写作。
[01:23:56] 请问大家一下，
[01:23:58] 你觉得这是我们在这个小题当中做的答案，
[01:24:03] 你们觉得这个我们前面小题。
[01:24:06] 至少要花30分钟做的这个公文写作，
[01:24:09] 对于我们后面的大作文能不能有帮助，
[01:24:12] 有的话就给老师打个，
[01:24:14] 有没有的话就给老师打个没有。
[01:24:16] 各位就这个小题对于我们后面的那个大指纹有没有帮助？
[01:24:21] 有没有帮助各位有帮助吧？
[01:24:23] 我能不能把这个小题当中的一些答案运用到我们大指纹的写作过程当中去？
[01:24:29] 你会发现是可以的吧，
[01:24:32] 这个m线我就把它当成一个例子，
[01:24:35] 大家觉得可以不？
[01:24:37] 然后请问要改写例子应该怎么改写？
[01:24:40] 大家一起打，
[01:24:41] 在评论区是不是主体啊？
[01:24:44] 再加上什么是不是还有对策？
[01:24:46] 再加上什么？
[01:24:47] 再加上一个影响。
[01:24:49] 大家同意吧，
[01:24:50] 好了，
[01:24:50] 我问大家一下，
[01:24:52] 如果说我们要写向下扎根，
[01:24:54] 用这个例子的话，
[01:24:55] 主体是谁？
[01:24:56] 主体是指是不是指的m线啊？
[01:24:59] 一起把它写下来，
[01:25:01] 然后呢？
[01:25:01] 对策，
[01:25:02] 请问大家一下是在说什么对策？
[01:25:05] 请问这个是对策吧？
[01:25:07] 这个是对策吧？
[01:25:08] 这个是对策吧？
[01:25:09] 这个是对策吧？
[01:25:11] 能够直接用吗？
[01:25:12] 所以大家看m线。
[01:25:14] 通过。
[01:25:16] 建立。
[01:25:19] 网格员。
[01:25:23] 巡查模式。
[01:25:26] 巡查模式一起把它搞下来。
[01:25:29] OK，
[01:25:30] 然后优化。
[01:25:34] 智慧。
[01:25:37] 网格。
[01:25:41] 设置OK这一起写那么构建。
[01:25:47] 构建什么？
[01:25:49] 信访超市加服务体系。
[01:25:52] 再写一个充实。
[01:25:56] 人才资源储备。
[01:25:59] OK，
[01:25:59] 最终干了什么事情？
[01:26:02] 提高基层治理水平，
[01:26:05] 我们写一下。
[01:26:06] 实现了。
[01:26:08] 基层。
[01:26:10] 治理水平的提升。
[01:26:12] 请问大家下可以不？
[01:26:14] 可以的话给老师打个一，
[01:26:16] 各位这个分论点，
[01:26:18] 你看就和题干发生了密切的关系。
[01:26:21] 我们看从这个地方到这个地方，
[01:26:25] 我们选的这个词，
[01:26:27] 请问是叫什么词？
[01:26:29] 哪位同学可以告诉我，
[01:26:31] 是不是就是选的一些总括词前置词啊？
[01:26:35] 可以吗？
[01:26:36] 各位，
[01:26:36] 你看我就把这个直接改下来了。
[01:26:39] 多么的轻松啊，
[01:26:40] 多么的轻松啊，
[01:26:42] 你看你不就是在让我们说向下扎根吗？
[01:26:45] 然后我们来看一下怎么论证的？
[01:26:48] 从这个地方到这个地方是在说哪一个要素，
[01:26:51] 有没有同学能够告诉我是不是在说一个名言警句啊？
[01:26:55] 从这个地方，
[01:26:56] 然后呢？
[01:26:57] 到这个地方是在说什么要素？
[01:26:59] 你上面说的向下扎根，
[01:27:01] 你上面说的向下扎根是不是在说一个？
[01:27:05] 对策，
[01:27:06] 再加上一个影响啊。
[01:27:08] 然后从这个地方到这个地方，
[01:27:11] 是不是就是举了一个例子啊？
[01:27:15] 好吧，
[01:27:15] 然后从这个地方到这个地方啊，
[01:27:18] 到这个地方是不是就是说了一个它的重要性啊，
[01:27:23] 就是本质上是还是做了一个首尾呼应啊？
[01:27:26] 各位，
[01:27:27] 我这个题目你们只要能够记住，
[01:27:31] 从这儿到这儿，
[01:27:32] 它可以来源于改写。
[01:27:35] 小题也就可以了，
[01:27:36] 大家把改写小题给老师敲出来，
[01:27:39] 我觉得我这个也就给大家讲明白了好吧，
[01:27:43] 改写小题啊。
[01:27:44] 改写小题，
[01:27:45] 有没有同学觉得自己现在迫不及待的想写了，
[01:27:48] 那么我问大家下，
[01:27:50] 如果套这个模板可以不？
[01:27:52] 向下扎根，
[01:27:53] 既是立足新发展阶段的核心支撑，
[01:27:56] 又是构建新发展格局的内在要求，
[01:27:59] 更是统筹推进五位一体总体布局的根本保证。
[01:28:03] 我们既我，
[01:28:04] 我国的就是哎，
[01:28:05] 我国各领域呢，
[01:28:06] 都高度重视向下扎根哈成绩呢，
[01:28:10] 有目共睹哎，
[01:28:11] 没有出问题，
[01:28:12] 咱们就不出。
[01:28:13] 那么于就是怎么样？
[01:28:16] 从我们也看到。
[01:28:18] 也看到什么主体对策和影响，
[01:28:21] 直接上例子。
[01:28:22] 我们也看到m线通过建立基层网格员巡查模式，
[01:28:28] 优化智慧网格设置。
[01:28:30] 构建信访超市加派送服务体系。
[01:28:33] 重视人才资源储备，
[01:28:35] 实现了基层水平的提升。
[01:28:37] 然后呢？
[01:28:38] 因此呢？
[01:28:39] 我们需要我们需要什么？
[01:28:41] 我们需要就是扎根基层才能夯实基层治理基石，
[01:28:45] 为推进中国特色社会主义现代化提供源源不断的力量。
[01:28:50] 或者书写完美篇章，
[01:28:51] 破画美好蓝图，
[01:28:53] 共创美好未来都是可以的。
[01:28:55] 现在大家觉得可以过的话，
[01:28:57] 就给老师打个过。
[01:28:59] 各位觉得简单吗？
[01:29:02] 觉得简单不，
[01:29:03] 各位。
[01:29:04] 当然，
[01:29:05] 我不希望大家用这些万能的，
[01:29:07] 你可以稍微的把它替换一下啊，
[01:29:09] 另外呢，
[01:29:10] 如果你想替换的话，
[01:29:11] 你这些用豆包给你改一下，
[01:29:14] 改成适合你自己的。
[01:29:15] 个人的万能的模板，
[01:29:17] 作为最后你实在救急的一个东西，
[01:29:20] 也是没有问题的，
[01:29:22] 大家觉得行吗？
[01:29:23] 各位你你为了防止重复，
[01:29:25] 你就让豆包啊，
[01:29:27] 让deep seek给你把这几句话改成万能的也是呃，
[01:29:30] 也可以的行吗？
[01:29:31] 各位已经给大家拆解完了啊。
[01:29:35] 好了，
[01:29:36] 最后一个，
[01:29:37] 我问大家下这个事例，
[01:29:39] 我们刚才给大家说了，
[01:29:41] 一个是来源于材料。
[01:29:43] 还有一个是来源于什么？
[01:29:46] 还有一个是来源于自己的根据材料当中的类比推理。
[01:29:52] 最后一个就需要来源于自身的积累了，
[01:29:56] 现在大家能够听懂的话，
[01:29:58] 给老师打个一各位有没有同学要考选调生的？
[01:30:02] 有没有同学要考选调生的？
[01:30:05] 各位，
[01:30:06] 如果你要考选调生，
[01:30:08] 或者你要考一些，
[01:30:09] 就是基层的，
[01:30:10] 比如说三支一扶的岗位。
[01:30:13] 你你就去认真总结一下它的规律，
[01:30:15] 很多同学为什么学习好，
[01:30:17] 为什么有的同学学习不好呢？
[01:30:20] 就是因为很多同学不善于总结规律，
[01:30:22] 你会发现。
[01:30:23] 它往往会考察人物的精神品质，
[01:30:27] 大家把精神品质给老师拿出来。
[01:30:31] 比如说哎，
[01:30:31] 他考察三支一扶，
[01:30:33] 一个工作人员的精神品质，
[01:30:35] 他考察一个哎，
[01:30:36] 选调生的精神品质，
[01:30:38] 所以这个时候有很多的东西。
[01:30:40] 既然是精神品质，
[01:30:42] 它都是一些正能量的，
[01:30:44] 既然是正能量的，
[01:30:45] 我们都是可以提前把它准备好的，
[01:30:48] 它本质上大家一起写出来是叫。
[01:30:50] 成功学。
[01:30:51] 本质上是在给你考成功学，
[01:30:54] 是在给你考正能量的人或事好了，
[01:30:58] 那么这些经典事例我希望大家把它搞定。
[01:31:02] 大家看，
[01:31:02] 同样是给大家论证梦想这个词，
[01:31:06] 我问大家一下，
[01:31:07] 我给大家举的这些例子，
[01:31:09] 你觉得可以不？
[01:31:11] 黄旭华。
[01:31:11] 杨根思，
[01:31:12] 然后呢？
[01:31:13] 廖军波，
[01:31:14] 李忠凯这四个例子写在上面，
[01:31:17] 你觉得能够给你拿高分吗？
[01:31:20] 伟大梦想不是等来的喊出来的，
[01:31:22] 而是拼出来的，
[01:31:23] 干出来的。
[01:31:24] 黄旭华引功埋名30载，
[01:31:26] 艰苦奋斗不言悔，
[01:31:27] 最终成功研制出核潜艇。
[01:31:29] 杨根思在抗美援朝的战场上立下那句振奋人心的誓言，
[01:31:33] 不相信有完成不了的任务，
[01:31:36] 不相信有克服不了的困难，
[01:31:38] 不相信有战胜不了的敌人。
[01:31:40] 人民的好干部廖军波。
[01:31:41] 他时刻惦记群中的冷暖安危，
[01:31:44] 时刻思考如何干事创业，
[01:31:46] 带领政和县全体百姓摘掉了贫困的帽子。
[01:31:49] 白八零后白发干部李东凯，
[01:31:51] 他扎根基层，
[01:31:52] 服务群众，
[01:31:53] 上山下乡，
[01:31:53] 走村入户。
[01:31:54] 日夜辛劳将青春熬成了白发，
[01:31:57] 得到了人民群众的信赖，
[01:31:59] 各位你会发现，
[01:32:00] 如果你一个例子想写的比较好，
[01:32:03] 主要靠什么？
[01:32:04] 大家告诉我，
[01:32:05] 主要靠一些细节，
[01:32:07] 主要靠一些这种文采啊，
[01:32:09] 大家都知道杨根思，
[01:32:11] 但是你知道。
[01:32:12] 它有一个三个不相信的细节，
[01:32:15] 大家都知道李忠凯，
[01:32:16] 你知道你能够做出这种四个字的小排比你就是不一样。
[01:32:21] 现在清晰了吗？
[01:32:23] 各位，
[01:32:23] 我问大家一下，
[01:32:24] 如果这个题目我们给大家换一堆人，
[01:32:27] 大家觉得行吗？
[01:32:28] 不用那四个人，
[01:32:30] 我们给大家换成李保国，
[01:32:32] 我们给大家换成张桂梅。
[01:32:34] 我们给大家换成黄大发，
[01:32:36] 我们给大家换成黄文秀，
[01:32:38] 我们给大家换成黄诗燕，
[01:32:40] 你们觉得行吗？
[01:32:41] 各位同学，
[01:32:42] 行还是不行？
[01:32:43] 各位，
[01:32:44] 这些东西请问一下是袁东老师自己写出来的吗？
[01:32:49] 不是这些，
[01:32:50] 是来自于。
[01:32:51] 中共中央办公厅的文件，
[01:32:54] 这个是我们在脱贫攻坚大会上的一个讲话。
[01:32:58] 那一天我正在开着车，
[01:33:01] 在中国的大西北。
[01:33:03] 哎呀，
[01:33:03] 我那一天呢，
[01:33:04] 从中国有一个地方叫武威，
[01:33:07] 有没有同学知道这个地方，
[01:33:09] 这个地方是哪个地方的？
[01:33:11] 有没有同学知道？
[01:33:13] 这个地方是甘肃的，
[01:33:16] 叫武威武功军威，
[01:33:18] 我开着车一直往酒泉。
[01:33:21] 一直酒泉下面还有一个叫敦煌往内出发，
[01:33:25] 我当时呢，
[01:33:26] 无聊我就打开了广播，
[01:33:28] 有一个人呢，
[01:33:29] 在广播里面就专门在人民大会堂。
[01:33:32] 讲这件事情，
[01:33:33] 叫在脱贫攻坚之大会表彰。
[01:33:36] 大会的讲话，
[01:33:37] 他念这段话的时候，
[01:33:39] 我泪流满面。
[01:33:40] 同学们，
[01:33:41] 我那一刻。
[01:33:42] 非常的后悔。
[01:33:43] 我曾经没有选择去中宣部，
[01:33:47] 去国家发改委，
[01:33:48] 去国家广电总局去。
[01:33:51] 这些地方明白吗？
[01:33:53] 因为我曾经呢在。
[01:33:55] 我教学的过程当中呢，
[01:33:57] 我曾经。
[01:33:58] 考上过发改委，
[01:33:59] 国家广电总局，
[01:34:00] 中宣部，
[01:34:01] 然后呢，
[01:34:02] 我每次这样说，
[01:34:03] 总有我们的同行说我是在那边瞎吹牛。
[01:34:07] 各位谁吹牛，
[01:34:08] 谁是孙子？
[01:34:09] 这个每年国考的名单都是要公示的，
[01:34:12] 你们知道都是要公示进面名单的，
[01:34:15] 没有一个人敢瞎吹牛。
[01:34:17] 我现在卖课也不靠这个。
[01:34:19] 我要瞎吹牛的话，
[01:34:21] 我不是找死吗？
[01:34:22] 大家听懂了吗？
[01:34:23] 各位，
[01:34:23] 我那时候就觉得我的选择太庸俗了，
[01:34:26] 我的选择太庸俗了。
[01:34:28] 我那时候在一家企业，
[01:34:30] 那家企业。
[01:34:31] 给我承诺，
[01:34:32] 明年就上市了，
[01:34:34] 一旦上市，
[01:34:35] 我手里面的股票至少你们知道有多少钱吗？
[01:34:40] 大家猜一下，
[01:34:41] 如果当时上市了，
[01:34:42] 按照最保守的估计，
[01:34:44] 你知道有多少钱吗？
[01:34:46] 大家猜一猜。
[01:34:47] 啊，
[01:34:48] 一共大约是在4000到5000个w那还是十几年之前啊？
[01:34:56] 兄弟们，
[01:34:56] 那还是大约是在十，
[01:34:59] 我看看14年之前吧。
[01:35:01] 16，
[01:35:02] 16年之前了，
[01:35:03] 16年之前兄弟们，
[01:35:05] 然后呢？
[01:35:06] 哎，
[01:35:06] 结果呢？
[01:35:07] 明年上市不成又跟我说继续明年。
[01:35:11] 第一年是把中宣部给。
[01:35:13] 我放弃了，
[01:35:14] 第二年的话呢，
[01:35:15] 是把广电总局放弃了，
[01:35:17] 后来最后一年呢，
[01:35:19] 是放弃的发改委，
[01:35:20] 各位是放弃的发改委。
[01:35:22] 然后我就为了这件事情，
[01:35:24] 我在这个企业金银白银，
[01:35:26] 我把我所有赚的工资又投进去了，
[01:35:29] 投了640万，
[01:35:30] 放弃了。
[01:35:31] 三个这种部委。
[01:35:33] 最后，
[01:35:34] 同学们，
[01:35:35] 部委也没了最后640万，
[01:35:39] 一分钱都没回来。
[01:35:41] 兄弟们，
[01:35:42] 一分钱都没回来。
[01:35:45] 各位，
[01:35:45] 这个故事告诉我们一定不要投资股票，
[01:35:49] 这个故事告诉我们一定不要相信中国那些民营企业老板对你吹过的牛。
[01:35:56] 这个告诉告诉我们一定要坚定的跟党走，
[01:36:01] 为人民服务，
[01:36:03] 我回想我这猥琐。
[01:36:05] 又庸俗的一生，
[01:36:06] 我活该被别人诈骗，
[01:36:09] 各位就是因为我当时还年轻，
[01:36:12] 没有认没有真正的认可到叫。
[01:36:15] 到基层去到祖国和人民需要的地方去，
[01:36:19] 我到祖国和人民需要的地方去，
[01:36:22] 我至少这个钱。
[01:36:23] 哎呀，
[01:36:24] 你不曾失去。
[01:36:26] 也就不曾拥有你，
[01:36:27] 不曾拥有也就不曾失去兄弟们，
[01:36:30] 所以我后来出来创了一个业，
[01:36:33] 我的公司的名字叫。
[01:36:35] 不忘初心，
[01:36:36] 这就是我公司的名字的来源，
[01:36:39] 这个初心是什么？
[01:36:41] 到祖国和人民需要的地方去，
[01:36:43] 到基层去，
[01:36:44] 这个初心是指什么？
[01:36:46] 永远不要相信。
[01:36:48] 中国民营企业的老板，
[01:36:50] 大家同意我这个判断的话，
[01:36:52] 就给老师打个一，
[01:36:53] 各位我跟你们说实话。
[01:36:55] 哎呀，
[01:36:56] 待会再讲这个事情吧，
[01:36:57] 先给你讲课啊，
[01:36:59] 别扯太远了，
[01:37:00] 好大家来看一下，
[01:37:01] 这个时候我们就把这几个词写出来了，
[01:37:04] 各位别人说到黄文秀的时候。
[01:37:06] 总觉得哎呀，
[01:37:07] 没有什么感觉，
[01:37:08] 我每次提到黄文秀，
[01:37:10] 看到黄文秀的爸爸，
[01:37:11] 我都要流泪，
[01:37:12] 后来我上课都不能讲，
[01:37:14] 我一讲我就撑不住。
[01:37:15] 真的，
[01:37:15] 然后呢？
[01:37:16] 好了，
[01:37:17] 我问大家下这个伟大梦想再给你换一个例子，
[01:37:21] 大家觉得可以不？
[01:37:22] 可以的话，
[01:37:23] 给老师打个一，
[01:37:24] 当然你们不要用字母，
[01:37:26] 因为我们这边有敏感词，
[01:37:27] 这个叫疫情，
[01:37:28] 这个叫抗疫啊，
[01:37:29] 我再给大家说一下，
[01:37:31] 大家来看一下。
[01:37:32] 就是在我们考试的时候，
[01:37:34] 我们举例子可以来源于三个维度。
[01:37:37] 四个方面，
[01:37:38] 大家一起写四个方面，
[01:37:40] 有没有同学知道是哪四个方面给老师一起写下来？
[01:37:45] 一起写叫古今，
[01:37:47] 还有一个中，
[01:37:49] 还有一个外好了，
[01:37:51] 我问大家一下，
[01:37:53] 还有三个。
[01:37:54] 维度哪三个维度有没有同学告诉我是叫做微观，
[01:37:59] 还有什么观，
[01:38:00] 还有一个叫中观，
[01:38:01] 还有什么观，
[01:38:02] 还有一个叫宏观，
[01:38:04] 大家听懂了吗？
[01:38:05] 微观就是指的个人。
[01:38:07] 中观就是指的企业或者是组织，
[01:38:11] 宏观就是指的政府，
[01:38:13] 社会，
[01:38:13] 还有一个什么党，
[01:38:15] 还有一个什么。
[01:38:17] 还有一个国家，
[01:38:18] 你举例子可以举政府的例子，
[01:38:21] 社会的例子，
[01:38:22] 党史，
[01:38:22] 还有国家的历史是吧？
[01:38:24] 国家的历史。
[01:38:25] 企业往往只是指的华为，
[01:38:27] 然后呢，
[01:38:28] 组织往往是指的啊，
[01:38:29] 比如说塞罕坝的一群老人啊，
[01:38:31] 大家看这个塞罕坝六位老汉，
[01:38:34] 他也是一个团队，
[01:38:35] 他并不是个人啊。
[01:38:36] 好吧好了，
[01:38:37] 我问大家下再来看一下，
[01:38:40] 就是这个是用我们宏观的例子给大家准备的，
[01:38:45] 我们怎么样？
[01:38:46] 一个党和国家的历史吧，
[01:38:49] 大家觉得行吗？
[01:38:50] 要梦想你看一下这个排比句，
[01:38:53] 只有排比句才能够加分啊，
[01:38:56] 大家看。
[01:38:57] 从嘉兴南湖的红船到南长城的红旗，
[01:39:00] 从瑞金的红军水到长征路上的红军，
[01:39:02] 被从延安的红色游动到西柏坡的红色指挥所，
[01:39:06] 从战火中诞生的红心根据地到战士鲜血。
[01:39:09] 染来的红色江山牛逼吗？
[01:39:12] 同学们好的，
[01:39:13] 再来看一下。
[01:39:14] 大家看另外一个，
[01:39:16] 大家看这个就是航天人，
[01:39:18] 咱们除了举华为的例子啊，
[01:39:20] 往往航天团队是我们国家非常重要的一个特殊的团队。
[01:39:25] 一定把这个航天的例子把它给我记好了，
[01:39:29] 微观，
[01:39:29] 中观和宏观好，
[01:39:30] 那我就问大家下，
[01:39:32] 如果说就是这个黄文秀，
[01:39:33] 如果你只想举一个例子的话，
[01:39:36] 你就把它有一些数字。
[01:39:37] 但是我问大家一下，
[01:39:39] 你举例子考试的时候，
[01:39:41] 你觉得是用排比比较好，
[01:39:43] 还是只写这种一个例子比较好？
[01:39:46] 问大家一下，
[01:39:46] 你们会怎么选择？
[01:39:48] 记住了，
[01:39:48] 一般是用排比会比较好一些，
[01:39:51] 一般用排比会好一些啊。
[01:39:53] 好了，
[01:39:53] 我问大家下这个例子，
[01:39:55] 各位我要给大家讲一下我的故事啊，
[01:39:58] 就这个例子呢，
[01:39:59] 是我们家一个亲戚在山东呢，
[01:40:02] 要参加面试。
[01:40:03] 然后呢？
[01:40:04] 当时呢？
[01:40:04] 他的面试呢？
[01:40:05] 需要追几分呢？
[01:40:07] 需要追八分，
[01:40:08] 于是呢，
[01:40:09] 我们家这个亲戚呢就。
[01:40:11] 我肯定只能帮他一对一的辅导了，
[01:40:13] 是我们家最亲最亲的一个亲戚是吧？
[01:40:16] 是最亲最亲的一个亲戚。
[01:40:18] 各位，
[01:40:19] 后来呢？
[01:40:19] 他需要翻八分，
[01:40:21] 你知道面你需要追八分，
[01:40:23] 其实非常难的，
[01:40:24] 后来呢，
[01:40:25] 我就一对一辅导。
[01:40:26] 因为山东呢，
[01:40:27] 每年都考察一些积极的，
[01:40:29] 我每年山东猜题基本上不会跑的，
[01:40:32] 就是面试题啊。
[01:40:34] 后来我就给他亲自写了这样一个，
[01:40:37] 你们觉得这个例子当中就是最能够让考官觉得你的口才比较牛逼的是什么？
[01:40:44] 哪个方面？
[01:40:45] 各位，
[01:40:45] 你觉得这个例子是不是最能够让你觉得牛逼的就是这个32个字都是四个字，
[01:40:53] 四个字你一口气出来之后就相当于那种机关枪一样？
[01:40:59] 哈哈哈，
[01:41:00] 你就赢了，
[01:41:01] 你知道吗？
[01:41:02] 我的这个亲戚呢，
[01:41:04] 在现场的时候他就直接就是。
[01:41:07] 用上了这个例子，
[01:41:08] 八零后白发干部李荣凯面对繁重的脱贫工作迎难而上，
[01:41:13] 多次下基层调研，
[01:41:14] 深入贫困户家中了解实际情况，
[01:41:17] 用自己的智慧探索出。
[01:41:19] 山上核桃，
[01:41:20] 山下花椒，
[01:41:20] 林中牛羊，
[01:41:21] 江中生产江岸热果，
[01:41:23] 江上旅游甘蔗，
[01:41:24] 红糖，
[01:41:24] 特色冬枣这32字的产业扶贫经。
[01:41:27] 我给大家说一下，
[01:41:28] 这些年你们有没有同学听过我的课，
[01:41:32] 东哥的讲义始终能够做到95%以上的更新。
[01:41:36] 其实我做到100%并没有那么难，
[01:41:40] 为什么就这5%不舍得换呢？
[01:41:43] 同学们。
[01:41:44] 我给我的亲戚用完了这个之后，
[01:41:46] 我就把这个专利开放了，
[01:41:48] 这个一开放不得了，
[01:41:50] 大家知道我每天在抖音上给大家连麦，
[01:41:53] 你知道吗？
[01:41:54] 每一年。
[01:41:55] 我到现在为止接触的学生啊，
[01:41:58] 只要在不管是大作文写作还是面试当中，
[01:42:02] 前提是恰巧能够用上，
[01:42:04] 不是那种应用啊。
[01:42:05] 只要用了这32次富民经的，
[01:42:08] 回来之后全部都考上了，
[01:42:10] 尤其是面试，
[01:42:11] 所以我每一年特别想跟你说，
[01:42:13] 我想100%的更新。
[01:42:15] 但是这一个我就是特别迷信。
[01:42:19] 你们相不相信有的时候人生当中该有一点点小小的玄学啊？
[01:42:24] 相信的话给老师打个一。
[01:42:27] 各位因为来找我报喜的很多同学都强调说，
[01:42:31] 东哥，
[01:42:31] 我当时就背了你这个，
[01:42:33] 尤其就是这个例子，
[01:42:35] 尤其对于面试。
[01:42:36] 还对于参加县乡类。
[01:42:39] 以及什么三支一扶啊，
[01:42:41] 就是基层岗位的同学，
[01:42:44] 只要能够用上基本上100%命中我就。
[01:42:48] 这个早写错了啊，
[01:42:49] 这个早哎呀，
[01:42:50] 是个错别字，
[01:42:51] 这个你看啊，
[01:42:52] 肯定是我自己敲敲出来的，
[01:42:53] 不是我复制粘贴的啊，
[01:42:55] 我我跟大家说就真的，
[01:42:56] 你知道吗？
[01:42:57] 我就。
[01:42:57] 我就不敢动，
[01:42:58] 我就觉得这是我的一个风水，
[01:43:01] 当然你们可以选择用，
[01:43:03] 也可以选择不用行吗？
[01:43:05] 同学们啊啊。
[01:43:06] 好了，
[01:43:06] 就给大家过了，
[01:43:08] 但是学了这些例子有什么用呢？
[01:43:10] 万一今年考试，
[01:43:12] 他就不是在考梦想呢？
[01:43:13] 他是在考察责任担当呢？
[01:43:16] 他是在考察过硬本领呢？
[01:43:18] 我现在问大家一下，
[01:43:20] 刚才的李忠凯那32字富民经可不可以责任和担当？
[01:43:25] 就是刚才的杨根思三个不相信，
[01:43:28] 可不可以责任和担当那么张桂梅可不可以责任和担当那么黄大发黄文秀李保国？
[01:43:37] 可不可以责任还担当？
[01:43:39] 你会发现可以的，
[01:43:41] 你们就记住了，
[01:43:42] 李忠凯他的妈妈把他生出来之后，
[01:43:45] 李忠凯这辈子。
[01:43:47] 他到底是哪一种精神？
[01:43:48] 他的妈妈和他说了都不算了，
[01:43:51] 他就是为了你能够考上公务员而生出来的一个人，
[01:43:55] 明白了吗？
[01:43:55] 就是你今天公务员考的是责任担当。
[01:43:58] 李忠凯32字负明英就是责任担当，
[01:44:01] 你今天公务员考的是过硬本领，
[01:44:03] 李忠凯他妈妈把他生出来就是为了过硬本领。
[01:44:07] 听懂了吗？
[01:44:08] 你今天考的是创新李中凯32字富民经就是创新，
[01:44:12] 我现在清晰了，
[01:44:13] 各位同学们记住了哈。
[01:44:15] 这个李东凯，
[01:44:16] 我跟你说一下，
[01:44:17] 如果你没有他是云南人啊，
[01:44:19] 你们如果有一天能够见到李东凯。
[01:44:22] 的话一定帮我介绍介介绍一下啊，
[01:44:25] 介绍一下啊，
[01:44:26] 我对李龙凯这个人在全国的推广，
[01:44:28] 我给大家说一下，
[01:44:29] 真的是功不可没，
[01:44:31] 大家知道每年听我正版课的同学。
[01:44:33] 至少都有20多万人呢，
[01:44:35] 20多万人啊，
[01:44:36] 各位，
[01:44:37] 那盗版课不计其数，
[01:44:39] 各位，
[01:44:39] 我以前给大家讲过一个老马。
[01:44:42] 有没有同学知道老马在七一党章当中，
[01:44:45] 现在就是前几天就是150周年，
[01:44:48] 老马你们知道吗？
[01:44:50] 老马获得了那个奖章。
[01:44:52] 哎呦，
[01:44:52] 我跟你说一下，
[01:44:53] 我都不知道评奖的人是不是有人都听过我的老马他他当时还上了那个国考的申论。
