[00:00:00] 对呀。
[01:14:45] 写哪个词对谁有影响，
[01:14:47] 请问大家一下写哪个词？
[01:14:50] 是不是要写氛围的影响？
[01:14:52] 写氛围。
[01:14:54] 多样性。
[01:14:56] 氛围多样性，
[01:14:57] 请问大家下它对谁有影响？
[01:15:00] 是不是还是对于我们个人和团队有影响？
[01:15:04] 对于个人团队有什么影响，
[01:15:07] 这个时候你呢？
[01:15:08] 哎呀。
[01:15:09] 就直接对于对于你，
[01:15:11] 你如果实在想不出来，
[01:15:13] 我教你一个取巧的，
[01:15:14] 对于我们学科有没有影响？
[01:15:17] 对于我们视角有没有影响？
[01:15:20] 对于我们学科和视角能够让他们更好的生根。
[01:15:26] 能够因为我看到土壤嘛，
[01:15:28] 能够让它们更好的发芽，
[01:15:30] 这不就出来了吗？
[01:15:31] 是吧？
[01:15:31] 也就是说，
[01:15:32] 但但是我我如果说分泌多样性，
[01:15:35] 可以让我们呃，
[01:15:36] 就是学科交融，
[01:15:37] 视角碰撞的。
[01:15:38] 更好的生根发芽，
[01:15:40] 这个时候我怕和别人重复怎么办？
[01:15:42] 我把它倒过来再说一下，
[01:15:44] 我就脑袋转个弯，
[01:15:45] 我就能甩掉很多同学，
[01:15:47] 我就直接写成。
[01:15:48] 学科交融，
[01:15:49] 视角碰撞，
[01:15:50] 必须在开放包容的。
[01:15:53] 氛围土壤中呢，
[01:15:54] 才能呃生根发芽不就可以了吗？
[01:15:58] 大家看。
[01:15:59] 学科交融，
[01:16:00] 视角碰撞，
[01:16:01] 必须在开放包容的土壤中才能生根发芽，
[01:16:04] 不就可以了吗？
[01:16:05] 好吧好了，
[01:16:06] 那我下面没有话说了。
[01:16:08] 请问大家一下，
[01:16:09] 应该怎么办？
[01:16:10] 我就要举例子了，
[01:16:12] 举例子我要举什么例子主体，
[01:16:14] 我要举什么例子对策，
[01:16:16] 我要举例子影响把它材料进行一个重构。
[01:16:19] 然后我就要找到氛围附近的那个例子进行改写。
[01:16:24] 带着大家来看一下氛围，
[01:16:26] 附近的那个例子，
[01:16:27] 大家看这是氛围的例子，
[01:16:30] 请问后面这个可不可以？
[01:16:32] 当成是他的例子，
[01:16:33] 可以吗？
[01:16:34] 是可以的吧？
[01:16:35] 但是我稍微把它改写一下，
[01:16:38] 我就是直接主体对策。
[01:16:40] 再加上一个影响。
[01:16:42] 那么，
[01:16:42] 主体是谁？
[01:16:44] 主体是不是还是指的该科研团队？
[01:16:48] 主体是不是还是指的这个该科研团队？
[01:16:52] 好了，
[01:16:53] 请问一下，
[01:16:54] 对策是指谁？
[01:16:55] 哪位同学可以告诉我对策的话，
[01:16:59] 营造开放，
[01:17:00] 包容，
[01:17:00] 创新的学术氛围？
[01:17:02] 我就直接。
[01:17:03] 稍微的把它改写一下，
[01:17:06] 我前面加一个废话始终。
[01:17:08] 营造。
[01:17:11] 始终营造。
[01:17:13] 开放。
[01:17:16] 包容。
[01:17:19] 的学术生态。
[01:17:23] 学术生态。
[01:17:26] 一起把它搞定好吧，
[01:17:28] 下面定期举行学术研讨会和讲座，
[01:17:31] 大家一起写。
[01:17:33] 定期。
[01:17:35] 我就不想直接摘抄，
[01:17:37] 我把举行写成举办，
[01:17:39] 我就故意抄错一个词，
[01:17:41] 然后呢，
[01:17:41] 学术研讨会我就把它写成一个学术研讨。
[01:17:45] 学术研讨哎，
[01:17:47] 我讲座我就故意不抄，
[01:17:49] 嘿嘿，
[01:17:49] 这个时候你也不能说我错，
[01:17:52] 下面大家来看一下。
[01:17:53] 鼓励学生参加国际学术会议和实践项目。
[01:17:57] 我这个我就直接把它。
[01:17:59] 少抄，
[01:17:59] 大家一起写，
[01:18:01] 支持。
[01:18:02] 国际。
[01:18:05] 怎么样？
[01:18:06] 学术会议我把它写成一个交流支持国际交流。
[01:18:13] 实践项目我就直接少抄两个词和实践，
[01:18:17] 你看这样的话，
[01:18:18] 没有人说我们是超材料，
[01:18:21] 全部是重新组装好吧，
[01:18:23] 然后。
[01:18:23] 最终呢，
[01:18:24] 它拓宽学术视野，
[01:18:25] 增强实战能力。
[01:18:26] 大家来看一下，
[01:18:27] 我就直接拓宽学术视野，
[01:18:29] 我又不想直接摘抄，
[01:18:31] 我就加一个主语，
[01:18:32] 我写成拓宽。
[01:18:33] 拓宽。
[01:18:35] 拓宽什么学生？
[01:18:40] 拓宽哎呀，
[01:18:41] 不写学生了，
[01:18:42] 拓宽成员。
[01:18:43] 学术视野不就可以了吗？
[01:18:46] 你看我加了一个主语，
[01:18:48] 你要改写材料，
[01:18:49] 你可以加形容词，
[01:18:51] 也可以加主语是吧？
[01:18:52] 还可以改动词。
[01:18:54] 哎呀，
[01:18:54] 太多了，
[01:18:55] 最后还有什么影响？
[01:18:56] 这个影响你随便，
[01:18:58] 你不能出都抄材料，
[01:18:59] 你也不能够都改写材料，
[01:19:01] 你想加你可以加。
[01:19:03] 既培养了。
[01:19:08] 一批。
[01:19:11] 跨学科人才。
[01:19:13] 跨学科。
[01:19:16] 人才。
[01:19:18] 也。
[01:19:20] 不断产出。
[01:19:23] 高质量成果。
[01:19:26] 高质量成果，
[01:19:26] 这个大家不一定跟我一样啊，
[01:19:29] 我就是随便给你们拓展，
[01:19:30] 只要你说的合情合理也就可以了，
[01:19:33] 好吧？
[01:19:33] 好了，
[01:19:34] 大家来看一下怎么把它搞定。
[01:19:38] 大家来看一下，
[01:19:40] 就是在这个材料当中，
[01:19:43] 我们是一个主体，
[01:19:45] 对策对策。
[01:19:46] 对策对策，
[01:19:47] 影响影响，
[01:19:48] 这不就很简单吗？
[01:19:50] 这就材料当中的例子，
[01:19:52] 把它搞定了。
[01:19:54] 好吧，
[01:19:55] 好了。
[01:19:55] 请问大家下，
[01:19:57] 这是材料当中的例子，
[01:19:59] 但是我还想不拘泥于材料。
[01:20:01] 大家随便给老师。
[01:20:04] 想几个就是能够证明氛围比较包容的，
[01:20:09] 我给大家想的例子。
[01:20:11] 我曾经给大家说过四个维度，
[01:20:14] 第一个是骨，
[01:20:15] 第二个是筋，
[01:20:17] 第三个是中，
[01:20:18] 第四个是外啊，
[01:20:19] 还有三个维度是微观。
[01:20:21] 然后呢，
[01:20:22] 中观和宏观哎，
[01:20:24] 我们谈古时候大家觉得能够证明咱们国家就是啊，
[01:20:29] 是氛围多样性的，
[01:20:31] 有什么？
[01:20:32] 你会发现我们国家哪个时期氛围是比较多样性的？
[01:20:37] 百家争鸣，
[01:20:38] 大家非哎，
[01:20:39] 百家争鸣是哪个时候你们学申论的时候知道？
[01:20:43] 是不是你想想啊，
[01:20:45] 国家它一定一旦统一了，
[01:20:47] 国家一旦稳定了，
[01:20:48] 它就不需要大家再百家争鸣了。
[01:20:51] 只有国家哎，
[01:20:52] 那时候没有统一的时候，
[01:20:54] 然后有很多个国家的时候有很多个，
[01:20:57] 就是不同的政权的时候，
[01:20:59] 他才可能出现百家争鸣。
[01:21:01] 我说你好，
[01:21:02] 我说你差。
[01:21:03] 然后你说我好，
[01:21:05] 你说我差对不对？
[01:21:06] 所以第一个大家一起写是春秋。
[01:21:10] 战国。
[01:21:12] 的时候你到了汉朝，
[01:21:14] 那就是啊，
[01:21:15] 就只有儒家了是吧？
[01:21:17] 春秋战国时候那么大家一起写有儒家。
[01:21:21] 有墨家。
[01:21:23] 还有谁？
[01:21:23] 还有道家还有谁？
[01:21:25] 还有法家，
[01:21:26] 这些都是可以的，
[01:21:28] 那个这是一个主主体，
[01:21:30] 这是一个对策，
[01:21:31] 最后的话呢，
[01:21:33] 能够让我们。
[01:21:34] 啊，
[01:21:34] 整个国家的话呢，
[01:21:36] 整个华夏思想闪耀各位，
[01:21:38] 那么古时候这是古很古的时候了，
[01:21:42] 接着到了我们近代。
[01:21:44] 你们觉得就是从中观的角度上随便举个例子，
[01:21:48] 有哪个地方它让你觉得就是全国的高校当中让你觉得就是那种哎呀包容的。
[01:21:54] 最包容的是哪个学校，
[01:21:56] 你们知道吗？
[01:21:57] 全国的高校当中最包容的学校可以上课的时候骂老师，
[01:22:02] 可以给老师进行一个辩论啊，
[01:22:04] 自行自行车让摆骑也摆不起。
[01:22:06] 是哪个学校是北大北大这个人叫什么？
[01:22:10] 哪位同学告诉我北大是不是有一个人叫什么？
[01:22:15] 有一个人校长叫什么蔡元培，
[01:22:17] 你看这些例子，
[01:22:18] 其实大家都是知道，
[01:22:20] 只是你们平常呢，
[01:22:22] 没有这种思维的启迪，
[01:22:23] 蔡元培。
[01:22:24] 大家一起写，
[01:22:26] 他搞的对策思想。
[01:22:28] 自由。
[01:22:30] 兼容并包。
[01:22:32] 兼容并包。
[01:22:34] 你们知道北大最难管的是什么吗？
[01:22:37] 有没有同学能够猜到就是北大？
[01:22:40] 你们知道最难管的是什么吗？
[01:22:42] 北大最难管的就是北大的自行车，
[01:22:45] 北大的自行车永远是抬不起的，
[01:22:48] 永远是混在那换哪个人当校长都没有用。
[01:22:52] 而且北大里面的学生你知道吗？
[01:22:55] 就就是真的北大一个宿舍四个人，
[01:22:58] 你们知道大概率有几个群？
[01:23:00] 大家猜一猜北大一个宿舍四个人那么大概率啊，
[01:23:06] 至少有。
[01:23:07] a4。
[01:23:09] 二个群，
[01:23:10] 也就是加上a四三个群，
[01:23:12] 加上a四四个群，
[01:23:14] 听见了吗？
[01:23:15] 有的人的话呢，
[01:23:17] 还自己专门搞个a一一的群。
[01:23:20] 就是北大那里边的一个宿舍，
[01:23:22] 你知道吗？
[01:23:23] 哎呀，
[01:23:23] 一个宿舍四个人，
[01:23:24] 那十几个群，
[01:23:25] 各位互相之间的话呢，
[01:23:27] 都不对付，
[01:23:28] 互相随便搞啊，
[01:23:29] 他们从来不团结。
[01:23:30] 你要说他，
[01:23:31] 你是在清华出来的，
[01:23:32] 一问说哎呀，
[01:23:33] 你是我师兄，
[01:23:34] 你是我师弟，
[01:23:35] 那都是互相帮忙的，
[01:23:37] 兄弟们，
[01:23:37] 你要是北大的。
[01:23:39] 哎呀，
[01:23:39] 真的兄弟们，
[01:23:40] 他说你是哪里的？
[01:23:41] 他说你是北大的，
[01:23:42] 哎呀，
[01:23:42] 往死里边整本来的话呢，
[01:23:44] 就直接打你一耳光就算了，
[01:23:46] 一听你是北大的，
[01:23:47] 是我师弟继续打两耳光，
[01:23:49] 真的兄弟们。
[01:23:49] 你们一定记住了哈，
[01:23:51] 你们要娶到北大的女朋友，
[01:23:52] 你们就早了八辈子血霉了，
[01:23:54] 真的，
[01:23:54] 千万不要娶北大的女朋友啊，
[01:23:56] 我我我前女友就是北大的，
[01:23:57] 后来的话呢，
[01:23:58] 她不是我跟你们说了吗？
[01:23:59] 去了广电总局了吗？
[01:24:01] 你看我向东的，
[01:24:02] 就是他向东了，
[01:24:03] 然后呢？
[01:24:04] 我跟着他向东，
[01:24:05] 他不满意，
[01:24:06] 他说我应该向西，
[01:24:07] 后来呢？
[01:24:08] 我向西了，
[01:24:08] 他又不行，
[01:24:09] 他又觉得我应该向东。
[01:24:11] 各位就是他向东了，
[01:24:13] 他考上广电总局，
[01:24:14] 我考上啊，
[01:24:15] 中宣部他不同意，
[01:24:16] 说我要去挣钱，
[01:24:17] 结果呢，
[01:24:18] 我回去挣钱了，
[01:24:19] 他又说我。
[01:24:20] 跟他不是一个系统的又不行，
[01:24:22] 后来的话呢，
[01:24:23] 那我又考到广电总局，
[01:24:25] 然后呢，
[01:24:25] 这这哪只国考面试名单上都有了，
[01:24:28] 然后呢，
[01:24:28] 他又说跟他做同事又不行。
[01:24:30] 就这种人吧，
[01:24:31] 你没办法跟他合作，
[01:24:32] 知道吗？
[01:24:33] 但是这种人叫什么叫氛围的多样性是吧？
[01:24:36] 他他他一个家庭的氛围很好啊，
[01:24:38] 天天就是各种东西南北啊，
[01:24:40] 你都会给他试一遍是不是？
[01:24:41] 好了，
[01:24:42] 除了北大之外，
[01:24:44] 请问古今中今和中大家再给我举一个城市，
[01:24:49] 你们能够给老师？
[01:24:50] 中国最包容的城市是哪个城市？
[01:24:54] 大家来想一下，
[01:24:55] 中国最包容的城市是哪个城市？
[01:24:58] 就是你们不要说不要站在自己那个城市，
[01:25:02] 就站在整个大家普遍认知的各位是哪个？
[01:25:05] 是深圳啊，
[01:25:06] 是这深圳当然呢，
[01:25:08] 也有的同学说老师是成都也有可能啊，
[01:25:11] 因为成都的话呢。
[01:25:13] 成都，
[01:25:13] 它主要包容的是性别行吧，
[01:25:15] 主要包容的是性别，
[01:25:17] 然后呢，
[01:25:17] 深圳呢，
[01:25:18] 它包容的是天南海北是吧，
[01:25:20] 天南海北这是不是一个包容啊，
[01:25:23] 我们考公务员的话，
[01:25:24] 我们就。
[01:25:25] 不把包容性别这件事情啊弄过去了，
[01:25:28] 行吧？
[01:25:35] 那那那英雄你看好，
[01:25:37] 大家来看一下，
[01:25:38] 那基本上我们把这个几个例子想出来之后，
[01:25:43] 我们就按照主体。
[01:25:45] 加上一个对策，
[01:25:46] 再加上一个影响，
[01:25:48] 就可以把它全部搞定了，
[01:25:51] 大家来看一下。
[01:25:52] 怎么把它搞定？
[01:25:54] 大家看这里面的主体是指谁主体？
[01:25:57] 我们是指的春秋战国时期各个各个国家各个政权。
[01:26:02] 他们干的对策就是能够做到让百家争鸣，
[01:26:06] 能够做到辱没道法，
[01:26:09] 各臣其说，
[01:26:10] 能够做到。
[01:26:11] 自由的氛围最终产生了一个影响，
[01:26:14] 这个影响照耀华夏的思想星空，
[01:26:17] 另外一个就是主体是指的北大。
[01:26:21] 北大干了什么事情呢？
[01:26:23] 北大倡导思由思想自由，
[01:26:25] 兼容并包。
[01:26:26] 然后呢？
[01:26:27] 北大呢？
[01:26:28] 让各派学者云集云集的各派学者，
[01:26:31] 那么最终北大产生了什么样的影响？
[01:26:34] 让新思潮风起云涌？
[01:26:36] 还有一个主体是指的深圳，
[01:26:39] 深圳干的什么事情呢？
[01:26:41] 深圳说来的就是深圳人。
[01:26:43] 是吧，
[01:26:44] 最终让深圳从一个小渔村决心为创新之都。
[01:26:48] 现在大家能够过了吗？
[01:26:50] 各位，
[01:26:51] 你会发现主体对策影响，
[01:26:53] 你只要大体能够想到什么，
[01:26:55] 然后用这个把它改写出来也就可以了。
[01:26:57] 好吧，
[01:26:58] 那我问大家一下，
[01:26:59] 如果在考试的时候，
[01:27:01] 我真的。
[01:27:01] 就想不起这个，
[01:27:03] 请问大家下可以还是不可以？
[01:27:06] 我们如果在考试的时候就想不起来北大，
[01:27:10] 想不起来深圳，
[01:27:11] 然后呢，
[01:27:11] 换一个大家觉得可以吗？
[01:27:13] 你们能够换到谁啊？
[01:27:15] 那么，
[01:27:16] 能够换到谁啊？
[01:27:18] 想不到深圳的话，
[01:27:20] 我们能不能把深圳换成一些城市？
[01:27:24] 大家觉得可以不？
[01:27:26] 然后呢？
[01:27:26] 我们想不到来了，
[01:27:29] 就是深圳人的包容气度，
[01:27:32] 我们可以写一个采取。
[01:27:34] 各种措施。
[01:27:36] 吸引。
[01:27:38] 外来。
[01:27:40] 人群大家觉得可以不我举不出你这种非常具体的例子，
[01:27:45] 但是我大体有这个印象，
[01:27:47] 我举一类的例子是可以的吧，
[01:27:50] 最终的话呢？
[01:27:51] 就是我们不是小渔村，
[01:27:53] 最终的话呢啊，
[01:27:54] 促进了城市的这种发展，
[01:27:56] 大家觉得可以吧，
[01:27:58] 完全是没有问题的好吧，
[01:28:00] 完全是没有问题的。
[01:28:01] 好了，
[01:28:02] 那么接着我们可以把这一个点把这个例子点一下题点一下题，
[01:28:08] 依然是第一次回扣题目。
[01:28:10] 然后呢，
[01:28:11] 依然是第二次，
[01:28:12] 第一次回扣提供，
[01:28:14] 接着我们最后再来一个回扣分论点。
[01:28:17] 依然是增加句子。
[01:28:20] 依然是改写句子。
[01:28:22] 依然是调换一下顺序，
[01:28:24] 各位，
[01:28:25] 你不是要求氛围多样性吗？
[01:28:27] 那怎么进行氛围多样性呢？
[01:28:29] 不就是建立宽容失败，
[01:28:31] 鼓励探索的制度环境吗？
[01:28:33] 啊，
[01:28:33] 让这些人没有后顾之忧吗？
[01:28:36] 不就是培育尊重差异，
[01:28:38] 海纳百川的土土壤，
[01:28:40] 文化土壤吗？
[01:28:41] 最后呢，
[01:28:42] 让我们创新吗？
[01:28:43] 很很简单好吧，
[01:28:44] 你随便想几个对策，
[01:28:46] 这几个对策想不出来的话，
[01:28:48] 自己加点其他的啊，
[01:28:50] 叫积极调研啊，
[01:28:51] 是叫啊，
[01:28:52] 听取意见都是可以的。
[01:28:54] 好吧好了，
[01:28:55] 这一段也给大家搞定了，
[01:28:57] 大家看从这儿到这儿是在说的，
[01:29:01] 一个是影响。
[01:29:03] 然后呢？
[01:29:04] 从这。
[01:29:05] 到这是在说举了一个例子。
[01:29:09] 从这儿到这儿，
[01:29:10] 又举了一个例子，
[01:29:12] 这是材料当中的例子。
[01:29:15] 这是社会实际当中的例子，
[01:29:18] 这两个例子都是用主体加对策，
[01:29:21] 加影响的方式想出来的。
[01:29:23] 然后这个点评本质上就是改写一下材材料，
[01:29:27] 最后再加上一个对策加影响回扣。
[01:29:30] 其实非常简单好吧。
[01:29:33] 好了，
[01:29:33] 我们这个也给大家讲完了，
[01:29:35] 我们在最后再给大家讲一下这个结尾，
[01:29:38] 当然你直接套用这个模板，
[01:29:40] 实在不会的话，
[01:29:41] 先套了，
[01:29:41] 先熟悉了也是可以的。
[01:29:43] 那么再给大家讲一个结尾，
[01:29:45] 大家看这个是我们刚才的开头，
[01:29:48] 那我们结尾呢？
[01:29:49] 可以，
[01:29:49] 你上面加一个名言警句，
[01:29:52] 我们结尾也加一个名言警句。
[01:29:54] 然后呢？
[01:29:55] 接着你这个地方加一个影响我这个地方也加一个影响，
[01:29:59] 也就是多样性，
[01:30:00] 对于创新的影响。
[01:30:02] 然后你这个地方给我们加了一加了一个，
[01:30:05] 具体的一个对策就是一二三三个分类点的对策，
[01:30:08] 我在结尾的时候也把这个三个分类点的对策。
[01:30:12] 再说一下。
[01:30:13] 然后呢，
[01:30:14] 最终它产生影响，
[01:30:15] 它产生影响也就可以了，
[01:30:17] 现在大家觉得能够过的话就给老师打个过，
[01:30:21] 你就可以简单的写成一个首尾呼应啊。
[01:30:24] 首尾呼应是非常简单的，
[01:30:26] 但是如果最后还有三分钟了，
[01:30:29] 实在来不及的话，
[01:30:30] 能不能用我们给大家准备的才艺？
[01:30:33] 直接上各位就是三步走名言警句，
[01:30:36] 影响加展，
[01:30:37] 望我们来看一下怎么用三步走啊？
[01:30:40] 大家看叫啊，
[01:30:41] 风雨多之多，
[01:30:43] 经志弥坚。
[01:30:44] 关山处度路由长好了，
[01:30:47] 再接着一起往下写。
[01:30:49] 站在第二个100年奋斗目标的历史交汇点上，
[01:30:53] 面向十五五迈出新征程是吧？
[01:30:55] 以多样性破题是夺取全面建设社会主义现代化国家新胜利的关键。
[01:31:00] 为此呢，
[01:31:01] 我们要坚定信念，
[01:31:02] 满怀信心，
[01:31:03] 保持风雨无阻向前进的奋进姿态，
[01:31:06] 激扬越是艰险越向前的精气神，
[01:31:08] 保有踏平坎坷成大道，
[01:31:10] 都把艰险又触发的顽强意志。
[01:31:12] 方东书写更新完美的时代篇章，
[01:31:15] 大家觉得可以不？
[01:31:17] 可以不？
[01:31:17] 各位是可以的啊，
[01:31:19] 这些的话呢，
[01:31:21] 都是给大家提前准备好了的。
[01:31:24] 各位，
[01:31:24] 这是整个的文章。
[01:31:27] 觉得这节课讲的能够听懂吗？
[01:31:30] 同学们。
[01:31:32] 啊。
[01:31:35] 哎，
[01:31:35] 大家也是不容易啊，
[01:31:38] 你看有的同学刚才就是都想去成都了是吧？
[01:31:43] 之前的话呢，
[01:31:44] 我也有个学生是这样的啊，
[01:31:46] 考上了苏州的公务员，
[01:31:48] 然后呢，
[01:31:49] 有一天突然在直播间里面给我连麦说，
[01:31:52] 非常想辞职去成都。
[01:31:53] 然后呢，
[01:31:54] 我说你为什么想出去成都呢？
[01:31:56] 哎呀，
[01:31:57] 他说我就是觉得那边比较包容，
[01:31:59] 后面呢直播间里面一堆人说他是个gay，
[01:32:02] 我当时没有反应过来。
[01:32:04] 然后呢？
[01:32:05] 我就说你们这些人太坏了哈，
[01:32:07] 然后呢？
[01:32:07] 结果他后来给我发了条私信，
[01:32:09] 他说老师我真的是gay哈，
[01:32:11] 然后。
[01:32:11] 然后呢？
[01:32:12] 他说老师你是gay吗？
[01:32:13] 然后呢？
[01:32:14] 本身他说他是gay的话，
[01:32:15] 我还挺相信的，
[01:32:16] 但是的话呢，
[01:32:17] 他就问了我一句，
[01:32:18] 说我是gay吗？
[01:32:19] 我就觉得他可能不是gay，
[01:32:21] 他可能是故意给我开玩笑的。
[01:32:23] 你们知道是为什么吗？
[01:32:24] 我跟大家说一下啊，
[01:32:26] 因为我们宿舍里面的话呢，
[01:32:27] 四个人有一个同学呢，
[01:32:29] 就是个gay，
[01:32:29] 他曾经跟我说过一句话，
[01:32:31] 他说我们gay的话呢。
[01:32:32] 要看对方的话，
[01:32:34] 只要一眼我们从茫茫人海当中，
[01:32:36] 只因在人群当中多看了你一眼，
[01:32:38] 就能够知道你是不是gay。
[01:32:40] 就我们直播间里面有没有同学是gay的，
[01:32:43] 你们有这种感觉吗？
[01:32:44] 就是他跟我说啊，
[01:32:45] 就是如果是gay的话，
[01:32:47] 他只要在人群当中就看你一眼，
[01:32:49] 他就知道你是不是gay了。
[01:32:50] 各位，
[01:32:51] 这个我觉得也无所谓啊，
[01:32:52] 现在就是大家比较自容，
[01:32:54] 自由包容开放了，
[01:32:55] 只要你自己活得开心就可以，
[01:32:57] 又没有伤害别人，
[01:32:58] 我觉得是没有问题的哈。
[01:33:00] 我是比较尊重这种性取向的，
[01:33:02] 但是我本人的话呢，
[01:33:03] 暂时还没有啊，
[01:33:04] 改变自己的那个本，
[01:33:06] 我以后的话呢，
[01:33:07] 那我哪天要改变了再说，
[01:33:08] 所以大家不要再经常给我发。
[01:33:11] 这些私信给我开玩笑了好吧，
[01:33:12] 因为我私信的话呢，
[01:33:14] 每天比较多，
[01:33:14] 有时候给你回了就没有办法给别人回，
[01:33:17] 不要开玩笑啊，
[01:33:17] 你有任何问题就是严肃的问题给我沟通也就可以了。
[01:33:21] 行吗，
[01:33:21] 同学们？
[01:33:22] 还有的话呢。
[01:33:23] 这个人生一辈子，
[01:33:25] 说实话会经历很多的艰难困苦和挫折啊，
[01:33:29] 我最近的话呢，
[01:33:30] 我有一个女同学。
[01:33:32] 哎呀，
[01:33:32] 有一个好消息，
[01:33:33] 然后这个好消息呢，
[01:33:34] 我想给大家分享一下啊，
[01:33:36] 这是我高中的女同学啊，
[01:33:38] 她学习成绩非常非常好，
[01:33:39] 当时的话呢？
[01:33:40] 就是他考上了啊，
[01:33:42] 复旦大学有没有同学知道这个大学他考上了复旦大学哎，
[01:33:47] 考上了这个学校，
[01:33:48] 然后呢，
[01:33:49] 毕业之后的。
[01:33:50] 去苏州一个外企，
[01:33:51] 这个外企呢，
[01:33:52] 其实就是一个日本的企业，
[01:33:54] 苏州那边日本的企业还是挺多的，
[01:33:57] 当时呢，
[01:33:57] 工资待遇非常高，
[01:33:59] 这里面的话呢，
[01:34:00] 主要是。
[01:34:01] 啊，
[01:34:01] 一个副总吧，
[01:34:02] 是分管人事啊，
[01:34:03] 乱七八糟的，
[01:34:04] 后来的话呢，
[01:34:05] 大家知道日本企业呢，
[01:34:07] 竞争不过中国企业了。
[01:34:08] 后来就是这个老板呢，
[01:34:10] 就让他把这些员工呢都裁了，
[01:34:13] 裁完了之后把他也给裁了，
[01:34:15] 后来我们这个。
[01:34:16] 女同学呢，
[01:34:17] 就失业了。
[01:34:18] 各位，
[01:34:19] 而且我们这个女同学还有一个妹妹也失业了，
[01:34:22] 后来有一天的话呢，
[01:34:24] 她就找到我，
[01:34:25] 她说我们姐妹俩都失业了，
[01:34:27] 能不能你帮我推荐一个工作？
[01:34:29] 然后呢，
[01:34:30] 在我们就是班级的群里面又单独的给我发了一下，
[01:34:33] 让我给推荐一个工作，
[01:34:35] 后来我给他妹妹推荐了一个工作，
[01:34:37] 哎，
[01:34:37] 录取了，
[01:34:38] 但是他呢，
[01:34:39] 因为年龄大了，
[01:34:40] 没有人要。
[01:34:40] 所以的话呢，
[01:34:41] 就是那段时间我也挺着急的，
[01:34:44] 其实他非常优秀，
[01:34:45] 长得也非常漂亮，
[01:34:46] 就是虽然年龄现在也跟我差不多大，
[01:34:49] 但是身材啊，
[01:34:50] 还有颜值啊。
[01:34:51] 还有就是皮肤啊，
[01:34:52] 保养的非常好，
[01:34:53] 你们见到之后都觉得他就是二十二十四五岁的那个样子，
[01:34:58] 真的是非常非常好的一个女同学啊，
[01:35:00] 就是身材，
[01:35:01] 哎呀，
[01:35:01] 还有这个颜值，
[01:35:02] 还有皮肤。
[01:35:03] 保养的非常好，
[01:35:04] 而且整个的说话，
[01:35:05] 他随便一说话就能让你耳朵怀孕，
[01:35:08] 就是那种声音非常好听的，
[01:35:10] 真的是很完美的一个人。
[01:35:11] 但是命运就是不好，
[01:35:13] 就是哎，
[01:35:13] 这个抑郁了，
[01:35:14] 后来呢，
[01:35:15] 就找不到工作，
[01:35:16] 大家知道人到中年啊，
[01:35:18] 失业了之后。
[01:35:19] 会很可怕的，
[01:35:20] 你们有这种体验的，
[01:35:21] 就给老师敲个一人到中年失业了之后，
[01:35:24] 真的非常可怕，
[01:35:25] 后来就严重几句抑郁的就掉头发，
[01:35:27] 掉头发之后的话呢。
[01:35:29] 就是各种激素也分泌，
[01:35:30] 就脸上也长很多的东西啊，
[01:35:32] 就是后来就抑郁了，
[01:35:34] 你一见他你就觉得他整个那种脸上就那种疲倦，
[01:35:38] 你看他的眼袋，
[01:35:39] 看他的眼睛。
[01:35:40] 就完全这种面向都变了。
[01:35:43] 你们信不信我跟你们说的话真的面相就变了，
[01:35:47] 一看那种面相就变成了一个苦相，
[01:35:50] 和我们高中时期完全就不一样了。
[01:35:53] 所以为什么我有时候觉得你在年轻的时候真的还是努力一下，
[01:35:57] 能够有一个事业能够考一个编制，
[01:35:59] 还是尽量考上去，
[01:36:00] 否则的话，
[01:36:00] 以后遇到社会的打击和摧残，
[01:36:02] 真的对一个人。
[01:36:03] 伤害是很大的，
[01:36:04] 我这个女同学简直就是女神呐，
[01:36:07] 结果的话呢？
[01:36:08] 各位也没有工作很长很长时的一段时间，
[01:36:12] 里面几年都没有工作，
[01:36:14] 后来的话呢，
[01:36:15] 就在家里面一直带小孩。
[01:36:17] 他小孩的话呢，
[01:36:18] 很牛，
[01:36:19] 现在他的小孩的话呢，
[01:36:21] 在江苏省苏州市最好的一所中学。
[01:36:24] 学习是这所中学的，
[01:36:26] 就是相对于是第一名，
[01:36:28] 然后呢，
[01:36:29] 专门的参加竞赛学物理的。
[01:36:32] 然后呢诶，
[01:36:32] 就是将来的话呢，
[01:36:34] 上清华应该是没有问题的，
[01:36:36] 还有我们所有同学都安慰他说人生啊。
[01:36:40] 到了中年，
[01:36:40] 最好的炫富，
[01:36:41] 最高级别的炫富，
[01:36:43] 不是你当什么局长，
[01:36:45] 也不是你当什么总裁，
[01:36:47] 你当什么董事长。
[01:36:48] 而是你小孩的成绩啊，
[01:36:50] 大家能够同意我这句话吧，
[01:36:52] 各位人生到了中年，
[01:36:54] 你会发现最顶级的炫富，
[01:36:56] 根本就不是什么你有多少钱，
[01:36:58] 你有多大权，
[01:36:59] 你有多好的位置，
[01:37:00] 而是你小孩。
[01:37:01] 的成绩是吧？
[01:37:02] 我们当时都是这样劝他，
[01:37:04] 你想想我我们班所有人的小孩，
[01:37:06] 就他的小孩学习最好是吧，
[01:37:08] 直接就是。
[01:37:09] 从高二就明确了能够保送清华的样子，
[01:37:13] 你还有什么那个呢？
[01:37:14] 后来的话呢？
