[00:00:00] 要别人去。
[01:15:07] 到长新。
[01:15:11] OK，
[01:15:11] 一起把它搞定。
[01:15:13] 前面给老师加一个动词，
[01:15:16] 大家觉得加哪一个动词比较合适？
[01:15:19] 一起加。
[01:15:20] 实现。
[01:15:22] 常新到常新，
[01:15:23] 实现常新到常新，
[01:15:24] 一定把它搞定啊，
[01:15:26] 实现你看这样的话，
[01:15:28] 最重要的词我全部都概括了，
[01:15:30] 它不可能说我跑题，
[01:15:32] 我就比较稳稳的了。
[01:15:35] 好了，
[01:15:36] 那么探索探索啊，
[01:15:39] 实践都有了，
[01:15:41] 然后呢？
[01:15:42] 常新常新。
[01:15:43] 常常新，
[01:15:44] 还有一个常新都有了，
[01:15:46] 最后你随便加一句，
[01:15:47] 这句你写共创美好未来，
[01:15:49] 你写书代书写时代新篇章都是可以的。
[01:15:52] 好了，
[01:15:53] 大家来看一下这个题目是比较麻烦是啊，
[01:15:56] 今年国考的题目啊，
[01:15:58] 很多同学国考都是搞不定的，
[01:16:01] 请问大家一下。
[01:16:02] 从这个地方做一个华丽的分割线，
[01:16:05] 标题的前半句还是要等于对策。
[01:16:08] 标题的后半句还是要等于一个影响。
[01:16:12] 各位，
[01:16:12] 这个对策运用合适的章法处理好不同因素之间的关系。
[01:16:18] 兄弟们，
[01:16:18] 告诉我这句话要放在对策还是要放在影响？
[01:16:23] 是不是要放在对策？
[01:16:25] 那么我们就可以直接写。
[01:16:28] 以运用太长的合适章法。
[01:16:32] 合适章法，
[01:16:33] 我把这个词写到了我心里面就稳了，
[01:16:37] 然后处理，
[01:16:38] 我把这个词也写上去。
[01:16:41] 那么，
[01:16:41] 不同因素的关系，
[01:16:43] 我写成各方关系稍微的浓缩一下，
[01:16:47] 基本上就没问题。
[01:16:49] 然后它对长远发展有好处，
[01:16:52] 所以我就要把长远发展写出来。
[01:16:56] 长远发展前面加一个动词，
[01:16:58] 后面加一个尾巴，
[01:17:00] 你可以写谱写长远发展新篇，
[01:17:02] 绘就长远发展新途径。
[01:17:04] 还可以写夯实长远发展之基，
[01:17:09] 大家觉得可以不？
[01:17:11] 各位，
[01:17:12] 你就这样一步一步的走，
[01:17:14] 你就永远跑不了题，
[01:17:16] 这是二六年国考刚刚考过的新题，
[01:17:19] 很多同学呢，
[01:17:20] 都把它。
[01:17:20] 搞得不好好，
[01:17:21] 以合适章法处理各方关系，
[01:17:24] 那么大家看就是在我们总的两个过程当中啊。
[01:17:28] 就是以合适章法啊，
[01:17:30] 处理各方关系章法，
[01:17:33] 章法关系关系，
[01:17:34] 最后呢，
[01:17:35] 能够长远发展，
[01:17:36] 能够长远发展。
[01:17:38] 你中间呢？
[01:17:39] 加一点对策，
[01:17:40] 再加一点影响就可以了，
[01:17:42] 好吧，
[01:17:43] 好了再带着大家往下走。
[01:17:47] 这个也是二六年的题目啊，
[01:17:49] 这个题目更麻烦，
[01:17:51] 很多同学呢，
[01:17:52] 当时考完了之后出来就崩溃了。
[01:17:57] 稍等一下，
[01:17:58] 大家来看一下，
[01:18:00] 就是这个题目，
[01:18:01] 你们觉得标题它前半句应该等于对策。
[01:18:06] 后半句应该等于影响我问大家一下，
[01:18:09] 一共只有这一句话，
[01:18:11] 哪一个词可以作为对策？
[01:18:14] 同学们抓紧时间琢磨一下。
[01:18:16] 哪一个词如果是我的话，
[01:18:18] 我会选择多样性，
[01:18:20] 它肯定是一个对造。
[01:18:23] OK，
[01:18:23] 哪一个词可以作为影响？
[01:18:25] 是不是创造力可以作为一个影响啊？
[01:18:29] 各位，
[01:18:30] 我呢？
[01:18:30] 真的很郁闷，
[01:18:32] 我的基础不牢。
[01:18:33] 我就问大家一下，
[01:18:34] 我真的想不出来多样性加强多样性培养多样性，
[01:18:38] 哎呦，
[01:18:38] 我真的就想不起来了，
[01:18:40] 请问大家一下，
[01:18:41] 前面加一个动词。
[01:18:42] 后面加一个尾巴。
[01:18:44] 加哪一个以多样性？
[01:18:48] 哎，
[01:18:48] 我想一个沃土，
[01:18:50] 大家觉得行吗啊？
[01:18:52] 以多样性沃土下面玉。
[01:18:56] 创造力繁花加一个尾巴，
[01:18:58] 大家觉得可以不？
[01:19:00] 那有的同学说老师我就不想用这个以多样性。
[01:19:05] 为要。
[01:19:07] 开启。
[01:19:09] 创造力心门，
[01:19:10] 大家觉得可以不？
[01:19:12] 各位，
[01:19:12] 这些一定要提前积累一些，
[01:19:15] 你不积累，
[01:19:16] 你到考试的时候。
[01:19:18] 我问大家下有没有一种可能，
[01:19:20] 如果不用引的话，
[01:19:21] 我真的加一个动词，
[01:19:23] 我就加不上来，
[01:19:24] 我明明知道要包含。
[01:19:25] 题干当中的关键词，
[01:19:27] 但是我就加不上来，
[01:19:28] 有这种可能吗？
[01:19:29] 各位，
[01:19:29] 你这些我给你准备的很多的模板，
[01:19:32] 这节课结尾的时候会给你们展现。
[01:19:35] 好吧，
[01:19:35] 那么到时候一定把它背一背，
[01:19:38] 求求大家了，
[01:19:39] 好好了再带着大家往下走，
[01:19:41] 以多样性沃土。
[01:19:43] 以多样性沃土与创造力。
[01:19:45] 与创造力后面你自己随便加几个，
[01:19:49] 我也不惜管你。
[01:19:50] 实在这个不会加的话，
[01:19:52] 推动高质量发展，
[01:19:53] 书写美好篇章，
[01:19:54] 不画美好未来，
[01:19:55] 你自己随便写好吧，
[01:19:56] 这些都是比较简单的。
[01:19:58] 好了，
[01:19:58] 这个是二五年的国考题，
[01:20:01] 我问大家一下标题，
[01:20:03] 它前半句应该等于对策。
[01:20:05] 后半句它应该等于一个影响。
[01:20:09] 首先一看题干当中有两句话，
[01:20:12] 从这个地方做一个华丽的分割线，
[01:20:15] 大家觉得。
[01:20:16] 前半句是对策还，
[01:20:18] 还是后半句是对策？
[01:20:20] 先要把位置给我定准，
[01:20:22] 你位置定不准，
[01:20:24] 一切白搭。
[01:20:25] 啊，
[01:20:25] 这个时候是不是后半句是对策，
[01:20:28] 后半句最重要的词是哪个词？
[01:20:30] 是不是主观能动性啊？
[01:20:34] 好主观能动性，
[01:20:36] 如果要加一个动词的话，
[01:20:38] 大家觉得应该加哪一个动词加乙你们都会了，
[01:20:42] 如果不加乙的话，
[01:20:43] 加哪个动词？
[01:20:44] 是不是叫发挥主观能动性啊，
[01:20:48] 然后它有什么好处，
[01:20:50] 哪位同学可以告诉我，
[01:20:52] 它可以画。
[01:20:53] 劣势为优势，
[01:20:55] 大家同意吧。
[01:20:57] 画列式。
[01:21:00] 为。
[01:21:02] 发展。
[01:21:04] 新优势发展，
[01:21:05] 你写不写无所谓啊，
[01:21:06] 化劣势为优势也就可以了，
[01:21:08] 多写一个词无所谓，
[01:21:10] 但是我需要看到劣势，
[01:21:12] 我需要看到优势，
[01:21:13] 现在听明白了啊。
[01:21:14] 一定把它搞定，
[01:21:16] 千万别跑题好，
[01:21:18] 这个词发挥主观能动化劣势为优势，
[01:21:21] 然后。
[01:21:22] 发挥主播能动性化劣势为优势，
[01:21:25] 全部对应上了，
[01:21:26] 你后面随便加一个啊，
[01:21:28] 书写美好未来什么让山重水复变成柳暗花明，
[01:21:31] 还有不画美好新蓝图，
[01:21:33] 我随便你，
[01:21:34] 我不管你这些。
[01:21:35] 好，
[01:21:36] 再带着大家往下走，
[01:21:38] 大家来看一下，
[01:21:39] 在这个题目当中标题它前半句应该等于对策。
[01:21:45] 后半句应该等于影响。
[01:21:48] 同学们告诉我，
[01:21:49] 整个这个题目当中哪一个词可以作为对策，
[01:21:54] 认真的选一下。
[01:21:56] 这个一共只有这句话，
[01:21:58] 你一定要从这句话当中判断出哪一个可以作为对策，
[01:22:02] 这是非常重要的。
[01:22:04] 是不是互补是一个对策，
[01:22:06] 所以我需要在阅卷的时候看到互补好。
[01:22:11] 前面加一个动词，
[01:22:13] 后面加一个尾巴，
[01:22:15] 可以善用。
[01:22:16] 互补之力哎，
[01:22:17] 那我如果想不到这个词应该怎么办？
[01:22:22] 以互补破题或者以互补之要。
[01:22:26] 都是可以的，
[01:22:27] 以互补破题，
[01:22:28] 然后请问大家一下它的影响材料当中相互作用，
[01:22:32] 相互激发，
[01:22:33] 相互促进，
[01:22:34] 我可以把它当成一个分的影响。
[01:22:37] 所以这个影响没有应该怎么办？
[01:22:39] 没有的话，
[01:22:40] 你的考试的时候，
[01:22:42] 兜里边一定要准备几个比较万能的影响写上去，
[01:22:46] 考试的时候只要你有互补就可以拿到满分了。
[01:22:50] 写什么影响大家一起写，
[01:22:53] 推动高质量发展，
[01:22:55] 一起把它写下来，
[01:22:57] 推动高质量。
[01:22:59] 发展教大家几个万能的装在口袋里边，
[01:23:02] 一定把它记在记在我们的书上，
[01:23:05] 推动高质量发展一起再写。
[01:23:08] 共创。
[01:23:09] 美好未来，
[01:23:10] 一起再把它写下来，
[01:23:12] 共创美好未来，
[01:23:13] 好再积累一个积累个四五组，
[01:23:16] 足够三四组足够用的了。
[01:23:18] 还有，
[01:23:19] 构建发展新格局。
[01:23:22] 构建发展。
[01:23:25] 新格局哎，
[01:23:26] 你有了这些积累以后，
[01:23:28] 你写大指纹的结尾开头的最后一句话，
[01:23:32] 写标题你都不怕了，
[01:23:33] 还能不能再给老师想一个？
[01:23:35] 薄化记住啊，
[01:23:37] 这个薄化千万别给我写错别字，
[01:23:40] 否则我教了你，
[01:23:41] 就是害了你了薄化。
[01:23:43] 美好。
[01:23:45] 蓝图。
[01:23:46] 一起把它搞定，
[01:23:47] 不画美好蓝图好这些答案呢，
[01:23:50] 不是唯一的就是只要你说的合情合理也就可以了哈，
[01:23:54] 不画美好蓝图。
[01:23:55] 哎，
[01:23:55] 大家再来看一下。
[01:23:57] 善用互补之力攻促高质量发展，
[01:23:59] 我要求在你的标题里面就是互补，
[01:24:02] 能够搞定高质量发展，
[01:24:04] 搞定和题干搞定也就行了，
[01:24:06] 下面自己加几个影响或者加几个小对策都没问题。
[01:24:10] 好了，
[01:24:11] 大家来看一下这个题目，
[01:24:13] 也是国考的，
[01:24:14] 曾经一个非常难的题目，
[01:24:16] 当时很多同学这个题目就搞不定了。
[01:24:18] 标题，
[01:24:19] 底层思维前半句老师说了要写对策，
[01:24:23] 后半句老师说了要写影响。
[01:24:26] 那么标题呢？
[01:24:27] 一共两句话，
[01:24:28] 从这到这，
[01:24:29] 请问大家一下，
[01:24:31] 第一句话是在说对策还是在说影响？
[01:24:34] 哪位同学可以告诉我第一句话是在说对策还是在说影响？
[01:24:39] 是不是在说对策？
[01:24:40] 对策就要找动词。
[01:24:41] 挖掘挖掘什么？
[01:24:44] 旧事物价值还要有一个积极，
[01:24:47] 所以我就直接把它写下来，
[01:24:49] 把关键词全部写进去。
[01:24:52] 积极。
[01:24:54] 挖掘。
[01:24:57] 价值一起把它搞定。
[01:25:01] 积极挖掘价值，
[01:25:02] 它会产生一个影响，
[01:25:04] 产生什么影响？
[01:25:06] 各位最后这句话就是一个影响它们是不是和旧事物是一样的，
[01:25:12] 出现一次也就可以了。
[01:25:14] 让旧事物。
[01:25:19] 怎么样换发重新写不写无所谓，
[01:25:23] 换发生机OK一起把它搞定。
[01:25:27] 我问大家一下，
[01:25:28] 你们有没有觉得学了东哥这种方法之后，
[01:25:31] 其实你写大字文很快，
[01:25:33] 你写标题的水平和人民日报也差不了多少。
[01:25:36] 有没有这种感觉？
[01:25:38] 就是不需要你有多少积累，
[01:25:40] 但是你学会了这种对策加影响，
[01:25:42] 你会发现和人民日报也差不了多少，
[01:25:45] 对吧？
[01:25:45] 这个时候有的同学，
[01:25:47] 他就要疯狂了，
[01:25:48] 他说老师我就不想这样写，
[01:25:50] 我最后这句话，
[01:25:51] 我觉得我可以比你写的更有文采，
[01:25:53] 他说你看我可以写成。
[01:25:55] 让旧事物哎，
[01:25:57] 他说老师你看啊，
[01:25:59] 我一下子就超越你，
[01:26:01] 加个引号焕发生机就叫活。
[01:26:04] 且来。
[01:26:07] 请问大家一下。
[01:26:08] 在考试的时候就是你们觉得用我的上面的这个标题好，
[01:26:14] 还是用下面的这个标题好？
[01:26:17] 哎，
[01:26:17] 你们全部实事求是啊，
[01:26:19] 不要站队就是你就实事求是，
[01:26:21] 也不要觉得尊重老师就告诉老师，
[01:26:24] 我给大家说一下。
[01:26:25] 如果讲文采的话，
[01:26:27] 你下面这个加个引号又确实挺生动的，
[01:26:30] 但是尽量的用上面的，
[01:26:33] 为什么标题就是一到两分儿？
[01:26:35] 我们最重要这个时候要求的是准确，
[01:26:39] 你不要在那边给我瞎加工，
[01:26:42] 因为你瞎加工有没有可能？
[01:26:45] 最后你搞的这个词有没有一种可能，
[01:26:48] 真的就和题干当中它不一样，
[01:26:50] 有这种可能吗？
[01:26:52] 各位有这种可能不要冒险。
[01:26:54] 这个时候我要的是准确，
[01:26:56] 因为如果你这时候错了35分，
[01:26:58] 你最后只能得七分以下，
[01:27:00] 这个就咱们就没法搞了好吧？
[01:27:03] 我再给大家说一下，
[01:27:04] 这不是跟你开玩笑啊，
[01:27:06] 积极挖掘价值，
[01:27:07] 让旧事物焕发生机啊，
[01:27:09] 积极挖掘价值，
[01:27:10] 让旧事物呢，
[01:27:11] 就说焕发生机，
[01:27:12] 中间呢，
[01:27:12] 你随便。
[01:27:13] 加几句话，
[01:27:14] 我不管你好吧？
[01:27:16] 好了，
[01:27:16] 大家再来看一下这个题目比较麻烦，
[01:27:19] 这个题目的话呢，
[01:27:21] 是那个二六年联考的题目，
[01:27:23] 很多同学都把它搞搞搞差了，
[01:27:25] 这个题目呢是非常的。
[01:27:27] 典型的一个题目标题，
[01:27:29] 它前半句应该等于一个对策，
[01:27:33] 后半句应该等于一个影响。
[01:27:35] 好，
[01:27:36] 我现在问大家一下，
[01:27:38] 你们觉得整个的这个题干当中只有这一句话，
[01:27:42] 这一句话当中哪一个词？
[01:27:44] 可以变成一个对策，
[01:27:46] 认真的把那个词给老师想出来是不是种树？
[01:27:51] 是再说一个对策。
[01:27:54] 好了，
[01:27:54] 我再问大家一下哪一个词可以作为一个影响，
[01:27:58] 或者是一个结果，
[01:28:00] 就是如果只能从这句话当中想。
[01:28:03] 认真的琢磨一下，
[01:28:05] 是不是再说一个摘果啊？
[01:28:08] 这个没有问题吧？
[01:28:10] 同学们。
[01:28:10] 好了，
[01:28:11] 我现在问大家一下，
[01:28:12] 前面加一个动词，
[01:28:14] 后面加一个尾巴，
[01:28:15] 加那个动词，
[01:28:16] 你实在想不出来，
[01:28:18] 你就直接写。
[01:28:19] 以种树破其大家觉得可以吧，
[01:28:23] 好了，
[01:28:23] 后面前面加一个动词，
[01:28:26] 后面加一个尾巴。
[01:28:28] 谱写。
[01:28:29] 摘果。
[01:28:31] 新片好了，
[01:28:32] 这个题目我觉得你们只要听了我前面的课，
[01:28:37] 应该都能搞得定，
[01:28:38] 但是这个题目我并不是想讲这一点。
[01:28:42] 我问大家下。
[01:28:43] 这个种树和摘果，
[01:28:45] 很多同学在考试的时候，
[01:28:48] 他到材料当中一找种树哦，
[01:28:51] 种树是引进人才。
[01:28:52] 他就把引进人才写在这，
[01:28:55] 并没有写种树，
[01:28:57] 请问大家一下，
[01:28:58] 你觉得东哥的。
[01:29:00] 上一种处理方式，
[01:29:01] 更好的打个一。
[01:29:03] 这个写成引进人才更好的给老师打个二告诉我，
[01:29:08] 你在考试的时候会选择以第一种还是以第二种？
[01:29:13] 各位哎，
[01:29:13] 问大家一下，
[01:29:14] 选择第一种还是第二种，
[01:29:17] 各位要选择第一种，
[01:29:19] 有没有同学能够告诉我原因，
[01:29:21] 为什么要选择第一种？
[01:29:23] 哪位同学可以告诉我，
[01:29:25] 各位，
[01:29:26] 我现在再给大家说一下。
[01:29:28] 这个种树呢？
[01:29:29] 如果你在考试的时候，
[01:29:31] 哎，
[01:29:32] 真的就在材料当中拿的非常准确，
[01:29:35] 他确实是在讲人引进人才，
[01:29:37] 那没问题。
[01:29:38] 没问题啊，
[01:29:39] 真的没问题。
[01:29:41] 但是我问大家一下，
[01:29:42] 有没有一种可能，
[01:29:44] 你在考试的时候种树，
[01:29:46] 它不是在说引进人才。
[01:29:49] 它是在说一个搭建平台，
[01:29:52] 你可不可能会存在判断失误？
[01:29:55] 可能吗？
[01:29:56] 同学们，
[01:29:57] 如果这个种树是在说我们这个线搭建平台，
[01:30:01] 而不是在说我们这个。
[01:30:04] 就是现引进人才，
[01:30:06] 你这样把它给我在开头，
[01:30:09] 在标题就翻译了，
[01:30:11] 各位这场考试。
[01:30:12] 就直接over了你一年的努力白费了，
[01:30:15] 然后你出来就到处骂，
[01:30:17] 说跟着袁东老师只考了20分五分六分。
[01:30:20] 这个我就不认了，
[01:30:22] 这个40分不要冒这种险，
[01:30:24] 现在听懂了吗？
[01:30:25] 听懂了吗？
[01:30:26] 好了，
[01:30:26] 那么我问大家一下。
[01:30:28] 就是如果我们的标题是这样写了，
[01:30:31] 但是待会我们就是到材料当中开头，
[01:30:34] 你肯定要去解释什么叫重视啊，
[01:30:37] 在开头第一段。
[01:30:39] 这个种树如果要解释的话，
[01:30:41] 假如说引进人才和搭建平台，
[01:30:44] 我拿不准的话，
[01:30:45] 应该怎么办？
[01:30:47] 哎，
[01:30:47] 这个中枢到底是引进人才还是搭建人才，
[01:30:50] 搭建平台，
[01:30:51] 我真的拿不准，
[01:30:52] 应该怎么办？
[01:30:53] 各位大作文，
[01:30:54] 它是不限字数的。
[01:30:56] 记住了，
[01:30:56] 你就全部把它给我写进去，
[01:30:59] 多塞几个词，
[01:31:00] 没毛病的好吧，
[01:31:01] 一定千万别傻呆呆的啊。
[01:31:03] 一定千万别傻呆呆的，
[01:31:05] 你就把它给我写进去，
[01:31:06] 没毛病。
[01:31:07] 好了，
[01:31:07] 大家看种树破题，
[01:31:09] 谱写摘果新篇，
[01:31:10] 然后呢？
[01:31:11] 你可以种树，
[01:31:12] 哎呦，
[01:31:12] 种树的话呢？
[01:31:13] 我到底是呃长期投入呢？
[01:31:15] 到底是积淀力量呢？
[01:31:17] 到底是深耕细作呢？
[01:31:18] 到底什么？
[01:31:19] 哎，
[01:31:19] 我真的想不出来，
[01:31:21] 我就多写进去，
[01:31:22] 多写几个词，
[01:31:23] 没毛病，
[01:31:24] 多加几个顿号也就可以了，
[01:31:26] 现在清晰了不？
[01:31:27] 清晰了，
[01:31:28] 不一定记住这个要点啊，
[01:31:30] 你千万别到时候自己在题干当中就给我把它给我解释了，
[01:31:34] 题干当中本来字数要求就很严。
[01:31:36] 你要想解释，
[01:31:37] 很难把它解释的很透彻，
[01:31:39] 还有一个万一你搞差了，
[01:31:41] 就整个就没了，
[01:31:42] 下面他不会看的。
[01:31:43] 明白好，
[01:31:44] 再接着给大家往下走，
[01:31:46] 大家来看一下这个题目，
[01:31:48] 曾经是啊，
[01:31:49] 那个各个省的联考的题目。
[01:31:51] 大家告诉我，
[01:31:53] 在这个题目当中，
[01:31:55] 标题前半句如果等于对策，
[01:31:57] 后半句如果等于影响。
[01:32:00] 告诉我，
[01:32:01] 从这个地方做一个华丽的分割线，
[01:32:04] 哪一句话是在说对策，
[01:32:06] 第一句话是在说对策还是在说影响？
[01:32:10] 我觉得第一句话是在说一个对策吧，
[01:32:14] 种下金黄庄稼，
[01:32:15] 大家一起写下来种下。
[01:32:18] 金黄。
[01:32:21] 庄家哎，
[01:32:22] 这就是一个对策。
[01:32:24] 种下金黄庄稼，
[01:32:26] 下面会产生一个影响，
[01:32:28] 这个影响叫什么影响？
[01:32:31] 它对于矿野除草是有影响的，
[01:32:33] 所以我们应该怎么写矿野除草加一个动词。
[01:32:38] 扫除。
[01:32:39] 矿业。
[01:32:42] 草哎呦，
[01:32:43] 兄弟们，
[01:32:44] 这个词不通顺。
[01:32:47] 你可以加一个词，
[01:32:48] 扫除矿野的什么草？
[01:32:51] 杂草没问题啊，
[01:32:52] 有的时候呢，
[01:32:53] 你可以适当的补充一个字，
[01:32:55] 这是没问题的，
[01:32:56] 这个反正关键词我都。
[01:32:58] 批改到位的，
[01:32:59] 但是有的时候他要考虑对账或者通顺啊，
[01:33:01] 他有可能需要你加一个啊，
[01:33:03] 形容词什么的，
[01:33:04] 这是没有问题的，
[01:33:05] 不会因为你加了词扣你分数。
[01:33:06] 好了，
[01:33:07] 把它搞定。
[01:33:08] 种好金黄庄稼，
[01:33:09] 扫除矿野杂草，
[01:33:11] 一定把它给我搞定好吧，
[01:33:13] 好再接着给大家往下走。
[01:33:15] 大家来看一下，
[01:33:16] 有的时候它比较难，
[01:33:18] 有的时候它比较难，
[01:33:19] 这是一个江苏省考的题目，
[01:33:21] 在江苏省考的题目呢，
[01:33:22] 当时很多同学没搞定。
[01:33:24] 这是一个标题，
[01:33:25] 前半句东哥说了，
[01:33:27] 一定要写对策，
[01:33:28] 后半句可以考虑影响，
[01:33:29] 那么记住了哈，
[01:33:31] 其实有的时候不写影响都写对策也是可以，
[01:33:34] 但是。
[01:33:34] 我们很多时候是写冥想的，
[01:33:37] 大家告诉我这个题目，
[01:33:38] 你们来看一下它的整个的主题，
[01:33:41] 认真的审一下题。
[01:33:42] 他是在说哪个话题？
[01:33:44] 有没有同学能够直接告诉我他是在说哪个话题？
[01:33:48] 你会发现一方面，
[01:33:50] 另一方面，
[01:33:50] 他是代表并列关系吧？
[01:33:52] 这个并列关系都是围绕就业说的，
[01:33:56] 那么都是围第一个是围绕着就业评价的标准是吧？
[01:34:01] 第二个是围绕着就业的感受。
[01:34:04] 各位就业的标准，
[01:34:05] 就业的感受，
[01:34:06] 这个叫就业什么？
[01:34:08] 哪位同学可以告诉我，
[01:34:10] 我的对策当中肯定要有就业。
[01:34:13] 关大家同意吗？
[01:34:15] 好了，
[01:34:15] 各位，
[01:34:16] 这里边有两种就业观，
[01:34:19] 请问大家。
[01:34:20] 你们认真看一下题目，
[01:34:22] 如果你想成为一个公务员的话，
[01:34:24] 你会选择第一种就业观，
[01:34:26] 还会选择第二种就业观。
[01:34:28] 哪位同学能够告诉我，
[01:34:30] 是不是我要选择第二种就业观，
[01:34:33] 所以我要选择第二种，
[01:34:35] 也就是正确的就业观。
[01:34:37] 前面给老师加一个动词，
[01:34:40] 会加哪一个动词比较好？
[01:34:42] 是不是要加一个树立啊？
[01:34:44] 树立正确就业观。
[01:34:46] 各位，
[01:34:47] 然后还有什么好处问？
[01:34:49] 题干当中没有知道有什么好处，
[01:34:53] 但是我知道它对于大学生，
[01:34:55] 对于年轻人有好处，
[01:34:57] 它可以让大学生，
[01:34:59] 让年轻人。
[01:35:00] 绽放。
[01:35:01] 青春。
[01:35:04] 新光彩，
[01:35:05] 大家觉得可以吗？
[01:35:07] 好，
[01:35:07] 那如果我在考试的时候想不出来绽放青春新光彩，
[01:35:11] 我能不能想到其他的词？
[01:35:13] 哪位同学可以告诉我？
[01:35:15] 能不能想到，
[01:35:17] 共创美好未来？
[01:35:19] 刚才给你们兜里边还找了一个薄画美好蓝图，
[01:35:24] 大家觉得可以吧？
[01:35:26] 哎哎，
[01:35:27] 还有哎，
[01:35:28] 再教大家一招。
[01:35:29] 开创。
[01:35:31] 大家把这句话写下来，
[01:35:33] 把这句话写下来发展。
[01:35:36] 新格局一起把它写下来，
[01:35:38] 开创发展新格局一起把它写下来，
[01:35:42] 还有呢那么。
[01:35:43] 还有谱写发展新篇。
[01:35:46] 谱写发展新篇，
[01:35:48] 多准备几个万能的吧。
[01:35:50] 谱写发展新篇。
[01:35:52] 各位，
[01:35:53] 你们还能想到什么词谱写发展新篇啊？
[01:35:57] 还有的话呢，
[01:35:58] 开创事业新局面。
[01:36:00] 开创事业。
[01:36:03] 新局面一起把它搞定，
[01:36:05] 开创事业新局面，
[01:36:06] 反正你只要说的合情合理就行啊，
[01:36:09] 我希望大家你你还是要准备一点东西的哈，
[01:36:12] 有些东西还是需要大家准备的。
[01:36:15] 好了，
[01:36:15] 再带着大家往下走，
[01:36:17] 大家来看一下下面的这个题目又比较难了，
[01:36:21] 这个题目的话呢，
[01:36:22] 大家告诉我。
[01:36:23] 你们告诉我就是标题它的前半句一定要等于一个对策，
[01:36:29] 后半句一定要等于一个影响，
[01:36:31] 一定把这个审题搞定。
[01:36:33] 请问大家一下，
[01:36:34] 从这个地方做一个华丽的分割线，
[01:36:37] 各位从这个地方华丽的分割线，
[01:36:40] 那么社区治理我们当然是没有问题，
[01:36:43] 但是这个时候对策。
[01:36:44] 题干当中有没有明确对策？
[01:36:48] 就是等举措，
[01:36:49] 我们在写答案的时候要不要出现具体的例子？
[01:36:53] 同学们能不能告诉我？
[01:36:55] 我们在写对策的时候肯定不能写。
[01:36:58] 具体的例子吧，
[01:37:00] 但是这些例子要把等举措给我合并一下，
[01:37:04] 我当然可以写成多错。
[01:37:06] 并举大家这个同意吧，
[01:37:09] 但是我觉得这样就是有点偷鸡摸狗拔蒜苗有点不太好。
[01:37:15] 这是多措并举，
[01:37:16] 人家材料当中明显给我们三个例子，
[01:37:19] 这三个例子又在涨上，
[01:37:21] 也就是APP涨上也是APP。
[01:37:23] 智能工作平台，
[01:37:25] 你看到这些词，
[01:37:26] 要想到哪个词？
[01:37:28] 是不是要想到科技啊？
[01:37:30] 是不是要想到智慧啊，
[01:37:32] 这两个词这些小题的时候，
[01:37:35] 我们给大家讲过吧，
[01:37:37] 所以你要写以智慧。
[01:37:39] 赋能。
[01:37:42] 后面加一个尾巴，
[01:37:44] 加哪个尾巴破题，
[01:37:46] 以智慧赋能破题，
[01:37:48] 一起把它搞定，
[01:37:49] 然后它会产生一个影响对社区治理有影响。
[01:37:53] 对社区治理，
[01:37:55] 请问大家一下有什么影响？
[01:37:58] 前面加一个动词会就。
[01:38:00] 社区治理。
[01:38:02] 新篇章一起把它搞定，
[01:38:04] 绘就社区治理新篇章，
[01:38:06] 一起把它搞定好了，
[01:38:08] 这不就可以了吗？
[01:38:10] 再带着大家一起往下走，
[01:38:12] 大家来看一下。
[01:38:14] 这个题目大家告诉我标题前半句，
[01:38:18] 如果等于对策，
[01:38:20] 后半句如果等于影响。
[01:38:23] 哪一个词可以做对策？
[01:38:25] 同学们绝非它是一个反向的表述，
[01:38:28] 非一日之功，
[01:38:30] 一日之功的反义词，
[01:38:32] 请问大家是什么？
[01:38:33] 是不是就是久久为功啊？
[01:38:36] 前面加一个动词，
[01:38:38] 加哪个动词我可以写？
[01:38:41] 坚持久久为功，
[01:38:42] 行吧，
[01:38:43] 然后它会产生一个影响，
[01:38:45] 这个影响请问会产生什么影响？
[01:38:48] 题干当中没说，
[01:38:49] 我就自己瞎想一个。
[01:38:51] 推动高质量发展，
[01:38:53] 大家觉得可以不行，
[01:38:55] 那么我自己再瞎瞎想一个构建呃，
[01:38:58] 共创美好未来行不行？
[01:39:00] 我就直接瞎想一个。
[01:39:02] 构建发展新格局，
[01:39:04] 行不行？
[01:39:05] 我再再讲一个破画美好蓝图，
[01:39:08] 大家觉得可不可以？
[01:39:10] 这些都是可以的，
[01:39:12] 你刚才口袋里面准备的那几个万能的，
[01:39:14] 你会发现都能够用得上，
[01:39:16] 就把它搞定，
[01:39:17] 当然你如果说自己呢，
[01:39:18] 想成其他的个性化的，
[01:39:20] 只要有这个词，
[01:39:21] 我也不怪你也是可以的。
[01:39:23] 好吧，
[01:39:23] 好再带着大家往下走，
[01:39:25] 有的时候从题干当中得，
[01:39:27] 但是有的时候呢，
[01:39:29] 题干当中不给，
[01:39:30] 我们需要从材料当中得。
[01:39:32] 从材料当中主要看什么？
[01:39:34] 主要就是粗读，
[01:39:36] 粗读有没有同学记得读什么读断首句？
[01:39:39] 读断尾句读什么？
[01:39:41] 读高频词读什么？
[01:39:43] 关联词读关键词读什么？
[01:39:46] 读主体好了，
[01:39:48] 先看一下断首句。
[01:39:50] 标题它就应该等于对策，
[01:39:53] 再加上一个影响，
[01:39:55] 请问在断首句这句话当中。
[01:39:59] 有没有看到任何一个词可以作为对策，
